% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 1 2026, 12:28
% Dimension:          3
% Nodes:              305
% Expressions:        2
% Description:        Electric field, y-component, Electric field norm
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=1.1E-11                    ewfd.normE (V/m) @ lambda=1.1E-11
-3.3087224502121107E-24   3.11640147700064E-7      -1.1976618988071797E-8   1309467.5937322024-2844922.53594015i              7407220.26263195
8.271806125530277E-25     3.251713317899763E-7     -4.5402139950156244E-8   1489767.6637246876-2779803.57842973i              7180216.921610154
3.3087224502121107E-24    3.341587528859366E-7     2.3248404524220318E-23   1279791.2859067053-2695924.8402828085i            7425681.176063287
3.3087224502121107E-24    2.1377803373446657E-7    -8.98969548131277E-8     2777720.865362708-3052857.562245582i              6894739.161799344
3.3087224502121107E-24    2.873933361043472E-7     -1.114077343861201E-7    1849785.793058435-2815064.070080881i              7944596.971999518
0                         3.182396563385692E-7     -6.343381124083152E-8    1623900.4089240718-2777411.3099966208i            7228115.258488238
-1.6543612251060553E-24   1.99411942363288E-7      -1.1418858509067949E-7   3654058.498704488-3145215.2635925002i             7346623.129782974
0                         2.1845653395423077E-7    -1.6518554386307116E-7   3714304.8058545166-2924687.9054048713i            8839261.35988969
3.3087224502121107E-24    2.4663417250518805E-7    -1.4426116112124456E-7   3509935.903347805-2802575.9287886983i             8438889.064237662
-1.0339757656912846E-25   1.1513907745767914E-7    -2.0461885748524736E-7   6510961.951751396-2117920.0327029456i             8551804.844333492
4.1359030627651384E-25    2.5720174943636357E-7    5.1192065844283316E-8    2193233.2458925718-3029416.449024407i             6918736.961358085
0                         2.538559103127853E-7     5.584570174921412E-8     2260757.952081077-2855783.4930086457i             6873532.996095185
0                         3.24970696555981E-7      5.0869258428683064E-8    1536170.378744116-2736935.4124620347i             7325598.4107814
0                         3.258812924319995E-7     4.569473248067654E-8     1509745.9634779245-2720687.757924916i             7141072.797424788
-3.3087224502121107E-24   2.951442792554136E-7     1.024258598957873E-7     1664848.3127976162-2808559.5831662463i            7819439.063501108
