% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 1 2026, 12:28
% Dimension:          3
% Nodes:              305
% Expressions:        2
% Description:        Electric field, y-component, Electric field norm
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=2E-12                      ewfd.normE (V/m) @ lambda=2E-12
-3.3087224502121107E-24   3.11640147700064E-7      -1.1976618988071797E-8   -2616549.4397969428+7385589.32758891i             3.134840588775687E7
8.271806125530277E-25     3.251713317899763E-7     -4.5402139950156244E-8   6634594.685699608+8789983.11138819i               2.6387230833177865E7
3.3087224502121107E-24    3.341587528859366E-7     2.3248404524220318E-23   -3411353.3846970634+4833150.269954324i            2.3242708165274683E7
3.3087224502121107E-24    2.1377803373446657E-7    -8.98969548131277E-8     -2763226.768090491+286204.47829551157i            2.977657438888687E7
3.3087224502121107E-24    2.873933361043472E-7     -1.114077343861201E-7    -1814961.7925743381-869212.8933451538i            1.856613153897697E7
0                         3.182396563385692E-7     -6.343381124083152E-8    3616723.060307529-1928924.1856349304i             2.4366260866875276E7
-1.6543612251060553E-24   1.99411942363288E-7      -1.1418858509067949E-7   7700964.163882044-8022765.296897434i              3.685271285384256E7
0                         2.1845653395423077E-7    -1.6518554386307116E-7   1962108.7331055515-8400661.428056182i             1.7963431829702087E7
3.3087224502121107E-24    2.4663417250518805E-7    -1.4426116112124456E-7   -5318496.924066797-9175738.850054137i             1.897404584322197E7
-1.0339757656912846E-25   1.1513907745767914E-7    -2.0461885748524736E-7   -1981951.4716275155+1.0391176211043498E7i         2.941124564939351E7
4.1359030627651384E-25    2.5720174943636357E-7    5.1192065844283316E-8    1.2339402205300832E7+3943497.559782199i           4.464431474370921E7
0                         2.538559103127853E-7     5.584570174921412E-8     7085890.876529604+1.875237076161869E7i            4.830641327404249E7
0                         3.24970696555981E-7      5.0869258428683064E-8    -1.460701317096763E7-2400019.6354786754i          3.470765902905577E7
0                         3.258812924319995E-7     4.569473248067654E-8     -1.4782965665396363E7+1851918.195135893i          2.8960687101518266E7
-3.3087224502121107E-24   2.951442792554136E-7     1.024258598957873E-7     -2.2356876372248456E7+1826437.7810502234i         4.571815045709065E7
0                         3.221038368927431E-7     5.584714369209338E-8     -1.6735803773728337E7-831463.8401581505i          3.342062989724213E7
0                         2.5315329523993733E-7    6.001853845885086E-8     1.5402877762080567E7+9235720.210750623i           3.649059061236073E7
0                         2.5085145295922413E-7    5.462592438847495E-8     1.4376998721143236E7+1.0637739867173081E7i        4.333060349092134E7
-1.6543612251060553E-24   1.8936295177487544E-7    -5.345153217925148E-8    5092882.368579392-727987.5457253924i              4.139561533110566E7
0                         3.0382501758412077E-7    -4.485991782714857E-8    1571582.7695572653+2450246.8575405283i            3.034050985747207E7
0                         3.232695709983424E-7     -5.53045889386516E-8     5725542.671866668+6274103.092077483i              3.0422320722927406E7
3.3087224502121107E-24    2.3887937212247125E-7    -7.0981566033776E-9      -9275585.751266172-5973377.397632513i             3.6130593257252425E7
0                         2.1590675670731769E-7    1.6443578411235084E-7    7935617.05953+926853.4773041345i                  3.794483469404688E7
8.271806125530277E-25     2.0626333866638028E-7    1.6851892779815737E-7    1.1175365736215122E7-6949084.9813660635i          3.743051796157022E7
8.271806125530277E-25     2.478102917674804E-7     5.7999085052770066E-8    1.2878556332766661E7+124320.05902633537i          3.717216702371568E7
8.271806125530277E-25     2.0848700466590606E-7    1.7050596155886884E-7    2.4890610755290486E7-8194533.002290179i           4.7016547171485394E7
3.3087224502121107E-24    1.8845011221180134E-7    -7.933319908910908E-8    1.264991191625116E7-1.5251608216646422E7i         4.276426583829276E7
-1.0587911840678754E-22   0                        -2.184438086758795E-7    -6574615.557567534+3751980.575149507i             1.6518657929290503E7
6.6174449004242214E-24    7.412316040165247E-8     -9.059081845819273E-8    -5531138.080339959+5430900.8070684755i            3.914955169015266E7
0                         1.1222187758084808E-7    -2.0359382100811807E-7   1120287.2956039554-320894.0873862791i             2.77936644529462E7
-1.6543612251060553E-24   1.6148098076991665E-7    -8.194116355486126E-8    1.0538288123660361E7-4276061.176491355i           5.3160264524829336E7
0                         1.1244237034527167E-7    -2.0569679271964817E-7   -3956197.1671559694+2524487.01258788i             1.9789905457351E7
0                         1.114934002831982E-7     -2.0583860403134034E-7   1406284.4926284174-1.0799364404447317E7i          2.57335954852575E7
0                         2.0046547469079038E-7    1.684949217441033E-7     -2993395.9200184955-3410255.055347876i            3.531976014904511E7
-3.3087224502121107E-24   1.1811756029585402E-7    1.0937180041687409E-7    -390926.6383748742-1.1447247567876002E7i          3.91759199290699E7
0                         9.892122696120922E-8     2.0811770775040243E-7    -8331008.443709588+4423429.84434973i              1.9338516469586633E7
-1.0587911840678754E-22   0                        2.1844380867587958E-7    -2078186.3964183473+9455983.674311101i            3.0127874549097475E7
8.271806125530277E-25     2.040893509695161E-7     1.7271580831706605E-7    1.298466478968435E7-8725593.724596241i            3.1388331161036465E7
0                         9.901265081548767E-8     2.086243933096728E-7     -5413241.4505184535+6400840.154954173i            1.356937026816918E7
-1.0339757656912846E-25   9.844532377288113E-8     2.0870917300429743E-7    -9531945.929474093+3278887.6802489716i            1.4866712088888135E7
0                         4.3156852068532967E-7    -9.441573109727262E-8    5160443.551130386-8766700.094269633i              3.6516532295459956E7
3.3087224502121107E-24    4.0481067694876277E-7    -7.106334885445178E-8    6491558.146088287-1.1536400923633106E7i           3.560082820987031E7
0                         4.0481067694876277E-7    -1.2247503680099905E-7   -361881.48947177455+1871318.530550285i            3.3419697242728796E7
3.3087224502121107E-24    4.2236659387354457E-7    -3.3156600261566373E-7   -1.2091340302025225E7+8055174.904918585i          3.819682839096009E7
-3.3087224502121107E-24   4.0481067694876277E-7    -3.1657404149144293E-7   -1.4243880515360119E7+6910535.8271347135i         2.9869111666482102E7
-3.3087224502121107E-24   4.048106769487627E-7     -3.4115748411427057E-7   -1.8014533369643588E7+1.56675258078912E7i         3.6812595816318445E7
0                         4.502508420350996E-7     -2.9324605695653366E-7   -4040817.8114860402-8718663.526350496i            3.6314769489122435E7
0                         4.561468564307357E-7     -2.3347254581814542E-7   944107.8478659242-1837917.1127313506i             2.6185665939351838E7
-3.3087224502121107E-24   4.0481067694876277E-7    -2.218305523870462E-7    2124297.6174178068+1049169.5265992878i            1.936766108228836E7
0                         4.0481067694876277E-7    -2.491234228295679E-7    -7502837.098176057+4583482.991258457i             2.076130683214684E7
0                         4.0481067694876277E-7    -1.847936517365227E-7    174186.37337760907+5086905.075372062i             2.279276889676189E7
0                         4.997136481438985E-7     -5.4578163674120465E-8   -7904840.328264917-842614.2033636791i             3.781751008793024E7
3.3087224502121107E-24    4.489461804632103E-7     -5.6775778379933294E-8   2007684.8160391047-215558.05525928474i            5.656621646083673E7
3.3087224502121107E-24    4.4989759452706147E-7    -1.6556817874517087E-8   -3365088.1449237736+1366940.126767231i            2.9668847611245163E7
3.3087224502121107E-24    5.064721380278715E-7     -9.25383604059818E-8     1703116.2036582716+1.1951708566979326E7i          3.915097078394388E7
-3.3087224502121107E-24   4.814698782554942E-7     -7.107843754157303E-8    -1626491.1912840873+1.2695652796947371E7i         4.5322747441635415E7
0                         4.0481067694876277E-7    2.3721473678056144E-8    -1912468.7650952882-3140201.022098595i            1.9799191943450045E7
-3.3087224502121107E-24   4.0481067694876277E-7    -2.908572125757574E-8    2.2143492167314634E7-1.5752103562846038E7i        4.254858839936936E7
0                         4.375981764020514E-7     -1.443441900957181E-7    -371056.36928759085+8121534.312535154i            3.466392197084792E7
-3.3087224502121107E-24   4.993313195216967E-7     -2.159181114847459E-7    2296480.037412855-1075622.4951997858i             3.401414761165427E7
0                         5.165759812286529E-7     -1.5276612097377223E-7   -2945901.0066638268+736418.5912269378i            3.1316178460364837E7
0                         4.777461392223046E-7     -1.1661254719235383E-7   -800051.789863141-4362998.960124357i              3.770555297817507E7
1.6543612251060553E-24    6.117018165168023E-7     -2.3743763663215706E-7   -7307032.795819547-1.884666056104704E7i           4.345593793018205E7
-1.6543612251060553E-24   4.569758984411236E-7     -3.472823263841108E-7    -2352902.5540863066-3353552.4484504983i           3.871194012178101E7
-1.6543612251060553E-24   4.0481067694876277E-7    -3.9919901680121826E-7   -8476332.578396762-455198.70836114325i            2.3412751424067244E7
3.3087224502121107E-24    5.081525458428524E-7     -3.9970774983858666E-7   4274404.080924605+4399548.511777162i              3.022041286714271E7
3.3087224502121107E-24    4.962314594314798E-7     -4.457236684465527E-7    -3973032.3834322225+1.3493187058189241E7i         4.580755836296004E7
3.3087224502121107E-24    4.2957613825231527E-7    -4.457236684465527E-7    -6872043.139489129-4861759.066260703i             2.2757954412771117E7
3.3087224502121107E-24    4.0481067694876277E-7    -4.457236684465527E-7    -1.6088090307306167E7-1.2357337305812623E7i       2.8884455629163895E7
3.3087224502121107E-24    7.584990733679616E-7     -3.525345509788203E-7    1.1599126902029386E7-7336361.112953712i           2.9400317215771664E7
1.6543612251060553E-24    6.455923658273635E-7     -2.9779599197226205E-7   1633159.8846480248-8797401.511838257i             2.6802629836658437E7
-1.3234889800848443E-23   6.594171668704031E-7     -4.457236684465528E-7    1537050.264336307-2637419.2640256565i             3.391591613803698E7
0                         7.115433440389336E-7     -4.4572366844655277E-7   4359352.742385381-7703153.478172429i              3.3125882973093368E7
0                         6.13672952558064E-7      -4.457236684465528E-7    -1864802.801677925-6061789.787125565i             4.757936911682832E7
