% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 1 2026, 15:01
% Dimension:          3
% Nodes:              2500
% Expressions:        2
% Description:        Electric field, y-component, Electric field norm
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=1.7E-11                    ewfd.normE (V/m) @ lambda=1.7E-11
0                         0                        -4.457236684465528E-7    33193.248593197975-59599.60573797414i             68301.38968196642
0                         0                        -4.2753086565281595E-7   4245283.003024-2876763.0024325065i                5129923.978260329
0                         0                        -4.0933806285907913E-7   8088360.383727822-5480813.587207951i              9774111.78330958
0                         0                        -3.9114526006534226E-7   1.1562425390704695E7-7871751.360064329i           1.3993603348760944E7
0                         0                        -3.7295245727160544E-7   1.466747802395461E7-1.0049576321001627E7i         1.7788597906944185E7
0                         0                        -3.5475965447786856E-7   1.740351828347756E7-1.201428847001985E7i          2.1159357436903745E7
0                         0                        -3.365668516841317E-7    1.977054616927354E7-1.3765887807118995E7i         2.4106203389335033E7
0                         0                        -3.1837404889039487E-7   2.0321014476277016E7-1.5045705909002665E7i        2.5361422742191363E7
0                         0                        -3.0018124609665805E-7   2.1605952286907367E7-1.6556426474993927E7i        2.727779992488533E7
0                         0                        -2.819884433029212E-7    2.227539953655314E7-1.7632075425359868E7i         2.8451009712223954E7
0                         0                        -2.637956405091843E-7    2.2321843129952885E7-1.82673419808604E7i          2.8872135295782197E7
0                         0                        -2.456028377154475E-7    2.173764719235286E7-1.8456828573155068E7i         2.8533715433150034E7
0                         0                        -2.2741003492171061E-7   2.051505055113019E7-1.8195049064638793E7i         2.743011712601062E7
0                         0                        -2.0921723212797377E-7   1.2278143384301031E7-1.2117428873345112E7i        1.725064889985397E7
0                         0                        -1.9102442933423692E-7   1.0517468986181146E7-1.1066392796278095E7i        1.526702994681015E7
0                         0                        -1.728316265405001E-7    8840354.367910547-1.00460285313906E7i             1.3381874106557311E7
0                         0                        -1.5463882374676323E-7   7246799.52948923-9056336.078682637i               1.159885022709812E7
0                         0                        -1.3644602095302636E-7   5736804.470917199-8097315.438154202i              9923580.142393466
0                         0                        -1.1825321815928954E-7   4310369.192194461-7168966.609805296i              8365008.357767634
0                         0                        -1.0006041536555267E-7   2967493.693321003-6271289.593635912i              6937945.804569679
0                         0                        -8.186761257181585E-8    1708177.974296838-5404284.389646068i              5667818.077183232
0                         0                        -6.367480977807897E-8    532422.0351219552-4567950.997835745i              4598874.812615797
0                         0                        -4.5482006984342155E-8   -559774.124203637-3762289.4182049553i             3803704.6068885173
0                         0                        -2.7289204190605282E-8   -958070.1275741069-3528145.9168182006i            3655914.6570606385
0                         0                        -9.09640139686841E-9     -1052291.2289476122-3480895.4955818625i           3636474.9802084677
0                         0                        9.09640139686841E-9      -1070948.0160297896-3460825.711364424i            3622739.8826688086
0                         0                        2.7289204190605282E-8    -1014040.4888206404-3467936.5641658804i           3613151.273617845
0                         0                        4.5482006984342155E-8    -356884.93490958813-3768244.9479817864i           3785107.2434946513
0                         0                        6.367480977807897E-8     681577.5354925754-4682845.352799418i              4732186.443402588
0                         0                        8.18676125718158E-8      1808347.2964135173-5623621.327812724i             5907219.039706944
0                         0                        1.0006041536555261E-7    3023424.347853236-6590572.873021702i              7250982.3873597495
0                         0                        1.1825321815928954E-7    4326808.689811739-7583699.988426364i              8731195.734416243
0                         0                        1.3644602095302636E-7    5718500.322289012-8603002.67402669i               1.0330193654783532E7
0                         0                        1.5463882374676318E-7    7198499.245285064-9648480.929822695i              1.2037922397055143E7
0                         0                        1.728316265405001E-7     8766805.4587999-1.0720134755814377E7i             1.3848399443085946E7
0                         0                        1.9102442933423692E-7    1.0423418962833505E7-1.181796415200173E7i         1.5757916726926662E7
0                         0                        2.0921723212797374E-7    1.2168339757385889E7-1.294196911838475E7i         1.776409460435298E7
0                         0                        2.2741003492171056E-7    1.81900656405648E7-1.6275779387666726E7i          2.4408594443024635E7
0                         0                        2.456028377154475E-7     2.0095685082713857E7-1.70438234332559E7i          2.6350113399520908E7
0                         0                        2.637956405091843E-7     2.130455224435869E7-1.7337297855810598E7i         2.746754163141841E7
0                         0                        2.819884433029211E-7     2.181666712549931E7-1.7156202655330807E7i         2.7754319555983033E7
0                         0                        3.0018124609665805E-7    2.163202972613575E7-1.6500537831816556E7i         2.7206845807840902E7
0                         0                        3.1837404889039487E-7    2.0750640046267956E7-1.5370303385267816E7i        2.5823154115734097E7
0                         0                        3.365668516841317E-7     1.9598579118640464E7-1.4222183922345107E7i        2.4215177451148726E7
0                         0                        3.547596544778685E-7     1.7257445722548276E7-1.2357180888542727E7i        2.1225441158639446E7
0                         0                        3.7295245727160544E-7    1.4544073427022014E7-1.0285985382842688E7i        1.781380271437464E7
0                         0                        3.9114526006534226E-7    1.1458462232061706E7-8008597.405245047i           1.3979770710669123E7
0                         0                        4.093380628590791E-7     8000612.137667325-5525016.955749768i              9722942.298435805
0                         0                        4.27530865652816E-7      4170523.14383886-2835244.0343568446i              5043002.2831297275
0                         0                        4.457236684465528E-7     -31804.74942364705+60721.358933689706i            68546.52082093559
0                         1.652288477341889E-8     -4.457236684465528E-7    21118.115024087016-57733.759415449i               6108508.661088372
0                         1.652288477341889E-8     -4.2753086565281595E-7   4043673.0355493114-2762733.03845273i              7681100.100054865
0                         1.652288477341889E-8     -4.0933806285907913E-7   7697215.582347563-5254619.505570926i              1.094019548186036E7
0                         1.652288477341889E-8     -3.9114526006534226E-7   1.0981745755418863E7-7533393.160770055i           1.442579137507214E7
0                         1.652288477341889E-8     -3.7295245727160544E-7   1.3897263554763196E7-9599054.0040501i             1.772174115870106E7
0                         1.652288477341889E-8     -3.5475965447786856E-7   1.654982302637926E7-1.1966128204760661E7i         2.1013527069425944E7
0                         1.652288477341889E-8     -3.365668516841317E-7    1.8987018395805385E7-1.3790682642038096E7i        2.3941056131824847E7
0                         1.652288477341889E-8     -3.1837404889039487E-7   2.078635715069685E7-1.5283574484258674E7i         2.637501197334127E7
0                         1.652288477341889E-8     -3.0018124609665805E-7   2.0116114135175966E7-1.540259318807667E7i         2.559077467495954E7
0                         1.652288477341889E-8     -2.819884433029212E-7    2.066683354132011E7-1.6396954520587225E7i         2.6574738726805482E7
0                         1.652288477341889E-8     -2.637956405091843E-7    2.0587005693617396E7-1.694573631009199E7i         2.680761143762481E7
0                         1.652288477341889E-8     -2.456028377154475E-7    1.986861026185451E7-1.7043272389011446E7i         2.627904266443196E7
0                         1.652288477341889E-8     -2.2741003492171061E-7   1.850348675690953E7-1.6683797595117783E7i         2.498218863072186E7
0                         1.652288477341889E-8     -2.0921723212797377E-7   1.6441180395470913E7-1.5595766635429747E7i        2.359593611293468E7
0                         1.652288477341889E-8     -1.9102442933423692E-7   1.4065240859420927E7-1.3972910496362897E7i        2.048306214060009E7
0                         1.652288477341889E-8     -1.728316265405001E-7    8034738.99699266-9340327.317186814i               1.2352746482703267E7
0                         1.652288477341889E-8     -1.5463882374676323E-7   6441209.650127205-8347835.761688565i              1.0583539703770882E7
0                         1.652288477341889E-8     -1.3644602095302636E-7   4931240.083111038-7386016.018369846i              8930490.172481671
0                         1.652288477341889E-8     -1.1825321815928954E-7   3504830.2959441594-6454868.087230655i             7408328.486894287
0                         1.652288477341889E-8     -1.0006041536555267E-7   2161980.288626565-5554391.968270996i              6042668.161882874
0                         1.652288477341889E-8     -8.186761257181585E-8    902690.061158262-4684587.661490867i               4879161.038872633
