% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 1 2026, 14:41
% Dimension:          3
% Nodes:              2500
% Expressions:        2
% Description:        Electric field, y-component, Electric field norm
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=1E-12                      ewfd.normE (V/m) @ lambda=1E-12
0                         0                        -4.455E-7                -2.6562647743132003E7+1.3632496043489154E7i       2.9856644210317124E7
0                         0                        -4.2731632653061225E-7   -2.408372157824736E7+9552732.631034335i           2.5909078443251617E7
0                         0                        -4.091326530612245E-7    -2.1604795413366392E7+5472969.218579085i          2.2287229009478312E7
0                         0                        -3.9094897959183674E-7   -1.912586924848912E7+1393205.8061234122i          1.9176545489960328E7
0                         0                        -3.72765306122449E-7     -1.6646943083615525E7-2686557.6063326793i         1.686233393695187E7
0                         0                        -3.545816326530612E-7    -1.4168016918745626E7-6766321.018789192i          1.570082174725803E7
0                         0                        -3.3639795918367346E-7   -1.1689090753879407E7-1.0846084431246122E7i       1.5945920799444243E7
0                         0                        -3.1821428571428575E-7   1.508456274091347E7-1.7423385770760275E7i         2.304600626575647E7
0                         0                        -3.0003061224489794E-7   1.6521808948960952E7-1.2319548345964655E7i        2.060925623098822E7
0                         0                        -2.8184693877551024E-7   -1895171.7018622486-3180401.722243965i            1.5377413872032335E7
0                         0                        -2.636632653061224E-7    -189674.03479513334+69766.66703075309i            1.4519074446641877E7
0                         0                        -2.454795918367347E-7    1529738.8491668797+3346453.2972566956i            1.4691211041237015E7
0                         0                        -2.2729591836734696E-7   3263237.9497540174+6649984.042768637i             1.587673361330177E7
0                         0                        -2.091122448979592E-7    1963994.491162811+2851986.035943973i              3462816.586326409
0                         0                        -1.9092857142857144E-7   705690.7280003871+2999042.498417441i              3080950.390853388
0                         0                        -1.7274489795918368E-7   -552613.0351617509+3146098.960890724i             3194263.5831046216
0                         0                        -1.5456122448979592E-7   -1810916.798323609+3293155.4233638183i            3758229.941459298
0                         0                        -1.3637755102040816E-7   -3069220.5614851867+3440211.8858367354i           4610333.24983084
0                         0                        -1.181938775510204E-7    -4327524.324646484+3587268.3483094573i            5621028.463118637
0                         0                        -1.0001020408163265E-7   -5585828.087807506+3734324.8107819976i            6719126.224365879
0                         0                        -8.182653061224489E-8    -6844131.850968233+3881381.273254355i             7868116.762085287
0                         0                        -6.364285714285713E-8    -8102435.61412869+4028437.7357265227i             9048633.790342407
0                         0                        -4.545918367346937E-8    -9360739.377288863+4175494.198198506i             1.024978992412604E7
0                         0                        -2.7275510204081612E-8   -1.0619043140448755E7+4322550.660670303i          1.1465100149269218E7
0                         0                        -9.091836734693906E-9    -1.1877346903608363E7+4469607.123141913i          1.2690498701938238E7
0                         0                        9.091836734693853E-9     -3842029.0245019766+2646601.326918304i            4665370.89723436
0                         0                        2.7275510204081612E-8    -3690399.815526366+2319745.6599030625i            4358929.997726062
0                         0                        4.5459183673469424E-8    -3538770.6065505603+1992889.992886663i            4061343.118912021
0                         0                        6.364285714285713E-8     -3387141.397574557+1666034.3258691113i            3774704.918551577
0                         0                        8.182653061224494E-8     -3235512.1885983706+1339178.6588503965i           3501705.0993607338
0                         0                        1.0001020408163265E-7    -3083882.9796219873+1012322.9918305302i           3245786.8185989824
0                         0                        1.1819387755102046E-7    -2932253.770645408+685467.3248095063i             3011308.291896682
0                         0                        1.3637755102040816E-7    -2780624.5616686465+358611.6577873243i            2803653.9148147237
0                         0                        1.5456122448979587E-7    -2628995.3526916816+31755.99076398919i            2629187.138151992
0                         0                        1.7274489795918368E-7    -2477366.143714533-295099.6762605062i             2494880.1231626486
0                         0                        1.909285714285714E-7     -2325736.9347371813-621955.3432861543i            2407463.5487672286
0                         0                        2.091122448979592E-7     -2174107.7257596445-948811.0103129632i            2372127.0489792232
0                         0                        2.272959183673469E-7     -2218586.2763539543-3351126.791398141i            4018976.9640609417
0                         0                        2.454795918367347E-7     877820.5249970868-2149929.1463787095i             2322232.5913988133
0                         0                        2.636632653061224E-7     3974227.3263489935-948731.5013555186i             4085899.4484890797
0                         0                        2.8184693877551024E-7    7070634.127701789+252466.1436714403i              7075140.007202796
0                         0                        3.0003061224489794E-7    1.0167040929055443E7+1453663.7887021562i          1.0270436196368316E7
0                         0                        3.1821428571428575E-7    1.3263447730409997E7+2654861.4337366414i          1.3526541868846608E7
0                         0                        3.3639795918367346E-7    1.425516132956574E7+1.355697706528952E7i          1.967234738613398E7
0                         0                        3.5458163265306127E-7    1.6306409065170355E7+9025398.213831807i           1.863751028219457E7
0                         0                        3.72765306122449E-7      1.835765680077088E7+4493819.362371948i            1.8899681893527158E7
0                         0                        3.909489795918368E-7     2.040890453636732E7-37759.489090089344i           2.040893946665458E7
0                         0                        4.091326530612245E-7     2.246015227195966E7-4569338.340554257i            2.2920237628569074E7
