% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.3.0.420
% Date:               Jul 16 2026, 12:32
% Dimension:          3
% Nodes:              2500
% Expressions:        2
% Description:        Electric field, y-component, Electric field norm
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ 221.79+5.1601i THz                ewfd.normE (V/m) @ 221.79+5.1601i THz
0                         0                        -3.913059381630264E-7    14078.903642000534+23479.937364350513i            27377.41745297681
0                         0                        -3.753342672175967E-7    2290208.4533198597+2518137.7762285573i            3403832.049283138
0                         0                        -3.593625962721671E-7    4477894.280713695+4894514.131505831i              6633837.936877769
0                         0                        -3.4339092532673743E-7   6604334.932707791+7194726.713939148i              9766336.692519566
0                         0                        -3.2741925438130776E-7   8020399.702148234+8799906.957270356i              1.1906518124071145E7
0                         0                        -3.1144758343587815E-7   9357887.236810528+9865198.491025321i              1.3597506933412082E7
0                         0                        -2.954759124904485E-7    1.0616832803733384E7+1.0865518220697206E7i        1.5191333877797969E7
0                         0                        -2.7950424154501886E-7   1.1825788308843082E7+1.181757901538162E7i         1.6718386372803977E7
0                         0                        -2.635325705995892E-7    1.3166789766273048E7+1.2832084180573314E7i        1.8385503451539002E7
0                         0                        -2.4756089965415953E-7   1.4001252681975069E7+1.353773086225935E7i         1.9475760153675217E7
0                         0                        -2.3158922870872991E-7   1.4791892913523804E7+1.4188134659469957E7i        2.0496420689486455E7
0                         0                        -2.1561755776330025E-7   1.5538710460919276E7+1.4783295572205141E7i        2.1447548828793053E7
0                         0                        -1.996458868178706E-7    1.6299006955197133E7+1.5388141759127362E7i        2.2415453029652644E7
0                         0                        -1.8367421587244096E-7   1.698000422467986E7+1.5820984872707598E7i         2.3208276666150562E7
0                         0                        -1.677025449270113E-7    1.7615672200355962E7+1.6194489000714526E7i        2.3928505617038805E7
0                         0                        -1.5173087398158168E-7   1.8242459268688653E7+1.6779856865781203E7i        2.478610329611876E7
0                         0                        -1.3575920303615201E-7   1.870902084379165E7+1.71333756569428E7i           2.536887901219426E7
0                         0                        -1.1978753209072235E-7   1.9124318598859105E7+1.7466790521177202E7i        2.5900353916140877E7
0                         0                        -1.0381586114529273E-7   1.9482963545423567E7+1.7729566742575616E7i        2.6342425958740912E7
0                         0                        -8.784419019986307E-8    1.978495568348503E7+1.7921704321138047E7i         2.6695167299939603E7
0                         0                        -7.187251925443345E-8    2.0030295013043474E7+1.8043203256864473E7i        2.6958670257972278E7
0                         0                        -5.590084830900378E-8    2.021898153409893E7+1.809406354975491E7i          2.7133049036531128E7
0                         0                        -3.9929177363574116E-8   2.0351015246651366E7+1.807428519980934E7i         2.7218442406821948E7
0                         0                        -2.39575064181445E-8     2.040329203606537E7+1.8077835115178857E7i         2.7259905509017494E7
0                         0                        -7.985835472714834E-9    2.048571707766821E7+1.8212632228169657E7i         2.7411030204369023E7
0                         0                        7.985835472714834E-9     2.0502943067409694E7+1.8292631750157714E7i        2.7477100479714397E7
0                         0                        2.3957506418144448E-8    2.0454671306092605E7+1.832241223824247E7i         2.7460960807451468E7
0                         0                        3.9929177363574116E-8    2.0348403154023353E7+1.828041986968919E7i         2.735381621512426E7
