% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 2 2026, 12:47
% Dimension:          3
% Nodes:              2500
% Expressions:        2
% Description:        Electric field, y-component, Electric field norm
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=7E-12                      ewfd.normE (V/m) @ lambda=7E-12
0                         0                        -3.1422538329827064E-7   -1.8499952011250716E7+3657616.58961814i           1.8858058848546136E7
0                         0                        -3.013998574493616E-7    -1.841713787537696E7+3652110.164754631i           1.877575234647466E7
0                         0                        -2.8857433160045264E-7   -1.823047514035173E7+3652046.098126754i           1.8592677713170458E7
0                         0                        -2.757488057515436E-7    -1.7939963806175042E7+3657424.3897345103i         1.8308988353633724E7
0                         0                        -2.6292327990263464E-7   -1.7545603872846898E7+3668245.0395779004i         1.7924961281220328E7
0                         0                        -2.500977540537256E-7    -1.6977073216685534E7+3586698.681262599i          1.735181323190381E7
0                         0                        -2.372722282048166E-7    -1.6082011038995054E7+3617878.445108242i          1.6483935315995922E7
0                         0                        -2.244467023559076E-7    -1.5142606166613996E7+3632576.2168890582i         1.5572223074714934E7
0                         0                        -2.116211765069986E-7    -1.4109749951872518E7+3637349.091492745i          1.4571044990588343E7
0                         0                        -1.987956506580896E-7    -1.2983442394770602E7+3632197.068919301i          1.348193724825155E7
0                         0                        -1.859701248091806E-7    -1.1763683495308254E7+3617120.149168725i          1.230722582677795E7
0                         0                        -1.731445989602716E-7    -1.0450473253485471E7+3592118.332241018i          1.1050597510299485E7
0                         0                        -1.6031907311136257E-7   -9081634.379869867+3474190.7056915318i            9723481.067454586
0                         0                        -1.4749354726245356E-7   -7786630.239650408+3094094.215849255i             8378844.162865782
0                         0                        -1.3466802141354456E-7   -6615004.670862847+2721960.616552489i             7153136.12296034
0                         0                        -1.2184249556463556E-7   -5565481.342990577+2357288.73762269i              6044120.512671714
0                         0                        -1.0901696971572656E-7   -4636606.666359766+1999989.7495707874i            5049562.394596194
0                         0                        -9.619144386681756E-8    -3826950.0328187402+1649976.2273184042i           4167489.4246305213
0                         0                        -8.336591801790855E-8    -3410808.8099365146+1414283.8229780009i           3692399.689887027
0                         0                        -7.054039216899952E-8    -2820728.168974867+1188015.513022266i             3060700.61626907
0                         0                        -5.771486632009055E-8    -2249357.1490945835+966336.9334201958i            2448145.1454264023
0                         0                        -4.488934047118152E-8    -1699024.6257899504+747416.5274207349i            1856156.282348647
0                         0                        -3.2063814622272545E-8   -1236973.9350798845+476201.91955123935i           1325470.7783468105
0                         0                        -1.9238288773363516E-8   -793461.9011481423+205510.42471988028i            819644.0222695277
0                         0                        -6.412762924454488E-9    -368488.52399472904-64657.95707333705i            374118.2215940724
0                         0                        6.412762924454488E-9     57881.83666747552-374448.9901561264i              378896.2301804323
0                         0                        1.9238288773363516E-8    578094.4834672222-518268.43793491635i             776398.9989526859
0                         0                        3.206381462227249E-8     1111561.584010561-667038.2652133999i              1296344.5538540166
0                         0                        4.488934047118152E-8     1658283.1382974957-820758.471991579i              1850283.0691836702
0                         0                        5.7714866320090496E-8    2209961.619812842-998413.1339936894i              2425027.6590539953
0                         0                        7.054039216899952E-8     2768144.7253238717-1199200.847975281i             3016737.9558262937
0                         0                        8.33659180179085E-8      3342294.231723281-1402420.7091525006i             3624598.5400966164
0                         0                        9.619144386681753E-8     4079822.3511188505-1575609.9257223376i            4373499.406050457
0                         0                        1.0901696971572656E-7    4872933.749846565-1969383.4452979707i             5255849.549312404
0                         0                        1.2184249556463553E-7    5782587.278705182-2368716.6703688405i             6248930.652545781
0                         0                        1.3466802141354456E-7    6810166.206848818-2773675.5905398154i             7353342.100464387
0                         0                        1.4749354726245354E-7    7957075.7815662185-3184327.243894584i             8570588.952329759
0                         0                        1.6031907311136257E-7    9224743.666522305-3600739.73790222i               9902586.650625762
0                         0                        1.731445989602716E-7     1.067699912906949E7-3867489.025462997i            1.1355869925471468E7
0                         0                        1.8597012480918057E-7    1.202303628001769E7-3649705.4025447243i           1.2564782167470545E7
0                         0                        1.9879565065808955E-7    1.3219468306235995E7-3671395.6726749293i          1.3719821007757869E7
0                         0                        2.1162117650699863E-7    1.4307036506487278E7-3682426.1244636346i          1.4773339357101765E7
