% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 2 2026, 07:16
% Dimension:          3
% Nodes:              2500
% Expressions:        2
% Description:        Displacement field, Y-component, Displacement field, Z-component
% Length unit:        m
% X                       Y                        Z                        v (m) @ lambda=9E-9                               w (m) @ lambda=9E-9
0                         1.1226051102209186E-7    -3.321153561525151E-7    1.3689978653008957E-13+2.911287267537439E-14i     -1.6494681926434158E-14+3.4642388160993947E-15i
0                         1.1226051102209186E-7    -3.141631747388656E-7    1.6866438476055751E-13+3.688667442179523E-14i     -2.084321860729708E-14+2.5404855333732158E-15i
0                         1.1226051102209186E-7    -2.9621099332521616E-7   2.0606198503325113E-13+4.7039558041875386E-14i    -2.4956924007390592E-14+3.513179937754068E-16i
0                         1.1226051102209186E-7    -2.782588119115667E-7    2.477626092652865E-13+6.035795312925957E-14i      -2.913930965488536E-14-1.7297782102576542E-15i
0                         1.1226051102209186E-7    -2.6030663049791724E-7   2.926693224140397E-13+7.477952365273374E-14i      -3.279602597434684E-14-3.358524627441395E-15i
0                         1.1226051102209186E-7    -2.4235444908426775E-7   3.383644405411792E-13+9.025868724412102E-14i      -3.575731462093975E-14-3.5282344888527715E-15i
0                         1.1226051102209186E-7    -2.2440226767061831E-7   NaN                                               NaN
0                         1.1226051102209186E-7    -2.0645008625696885E-7   NaN                                               NaN
0                         1.1226051102209186E-7    -1.884979048433194E-7    NaN                                               NaN
0                         1.1226051102209186E-7    -1.705457234296699E-7    NaN                                               NaN
0                         1.1226051102209186E-7    -1.5259354201602047E-7   NaN                                               NaN
0                         1.1226051102209186E-7    -1.3464136060237103E-7   NaN                                               NaN
0                         1.1226051102209186E-7    -1.1668917918872154E-7   NaN                                               NaN
0                         1.1226051102209186E-7    -9.873699777507205E-8    NaN                                               NaN
0                         1.1226051102209186E-7    -8.078481636142262E-8    NaN                                               NaN
0                         1.1226051102209186E-7    -6.283263494777318E-8    NaN                                               NaN
0                         1.1226051102209186E-7    -4.4880453534123695E-8   NaN                                               NaN
0                         1.1226051102209186E-7    -2.6928272120474206E-8   NaN                                               NaN
0                         1.1226051102209186E-7    -8.97609070682477E-9     NaN                                               NaN
0                         1.1226051102209186E-7    8.976090706824665E-9     NaN                                               NaN
0                         1.1226051102209186E-7    2.6928272120474153E-8    NaN                                               NaN
0                         1.1226051102209186E-7    4.488045353412364E-8     NaN                                               NaN
0                         1.1226051102209186E-7    6.283263494777308E-8     NaN                                               NaN
0                         1.1226051102209186E-7    8.078481636142251E-8     NaN                                               NaN
0                         1.1226051102209186E-7    9.873699777507205E-8     NaN                                               NaN
0                         1.1226051102209186E-7    1.1668917918872149E-7    NaN                                               NaN
0                         1.1226051102209186E-7    1.3464136060237092E-7    NaN                                               NaN
0                         1.1226051102209186E-7    1.5259354201602036E-7    NaN                                               NaN
0                         1.1226051102209186E-7    1.705457234296698E-7     NaN                                               NaN
0                         1.1226051102209186E-7    1.8849790484331934E-7    NaN                                               NaN
0                         1.1226051102209186E-7    2.0645008625696877E-7    NaN                                               NaN
0                         1.1226051102209186E-7    2.244022676706182E-7     NaN                                               NaN
0                         1.1226051102209186E-7    2.4235444908426775E-7    2.6320461284102153E-13+2.1060088299707185E-13i    2.522861177841249E-14+2.2924095964738327E-14i
0                         1.1226051102209186E-7    2.603066304979172E-7     2.2865851899513476E-13+1.8661061877382206E-13i    1.9325545891330654E-14+2.0663257076398718E-14i
0                         1.1226051102209186E-7    2.782588119115666E-7     1.8895695189748784E-13+1.5639693271925815E-13i    1.709501973944607E-14+2.0561951125766234E-14i
0                         1.1226051102209186E-7    2.9621099332521606E-7    1.5513542910800532E-13+1.306397014794896E-13i     1.3545358793098982E-14+1.931933320954917E-14i
0                         1.1226051102209186E-7    3.141631747388655E-7     1.245090341289431E-13+1.0930882157005158E-13i     1.0340714856868968E-14+1.7121551154169358E-14i
0                         1.1226051102209186E-7    3.3211535615251503E-7    9.842170545610643E-14+8.999833451678075E-14i      6.876740332987411E-15+1.481114456596579E-14i
0                         1.1226051102209186E-7    3.5006753756616447E-7    7.971600424789909E-14+7.112175200283454E-14i      2.876108922503264E-15+1.3822640289333663E-14i
0                         1.1226051102209186E-7    3.680197189798139E-7     6.444189442851177E-14+5.510107890541376E-14i      1.1429691600105532E-15+1.2042386195284681E-14i
0                         1.1226051102209186E-7    3.8597190039346344E-7    5.362297878791417E-14+4.103738384341874E-14i      -5.244944374574084E-16+1.0562970237203115E-14i
0                         1.1226051102209186E-7    4.039240818071129E-7     4.647195885427888E-14+2.9664430049261606E-14i     -1.9830207760818212E-15+9.442896828129997E-15i
0                         1.1226051102209186E-7    4.218762632207623E-7     4.2988834627605825E-14+2.0982217522942256E-14i    -3.232609855862697E-15+8.682165968065311E-15i
0                         1.1226051102209186E-7    4.3982844463441186E-7    4.30465052444563E-14+1.4745274936489287E-14i      -4.280026415612898E-15+8.421167873312583E-15i
0                         1.2161555360726618E-7    -4.3982844463441186E-7   4.138806941346625E-14+2.5686842071411974E-14i     -7.802586451108049E-15+9.666674096156236E-15i
0                         1.2161555360726618E-7    -4.218762632207624E-7    4.962965275595889E-14+2.0483739781136796E-14i     -9.916086196324779E-15+9.094033056847404E-15i
0                         1.2161555360726618E-7    -4.0392408180711293E-7   6.003279295196606E-14+1.7566798481674973E-14i     -1.2547762298137253E-14+7.450532644968313E-15i
0                         1.2161555360726618E-7    -3.8597190039346344E-7   7.474956344591836E-14+1.696973989624528E-14i      -1.553662188798988E-14+5.687559949853189E-15i
0                         1.2161555360726618E-7    -3.68019718979814E-7     9.379056973572738E-14+1.8746273569392223E-14i     -1.87955471920576E-14+3.860875114556043E-15i
0                         1.2161555360726618E-7    -3.500675375661646E-7    1.1728815272553699E-13+2.2868728112261265E-14i    -2.2343665262533574E-14+2.0695289798784785E-15i
0                         1.2161555360726618E-7    -3.321153561525151E-7    1.449043456251204E-13+2.986551925111335E-14i      -2.6232011435599743E-14+5.071904350287342E-16i
0                         1.2161555360726618E-7    -3.141631747388656E-7    1.7685300691530314E-13+3.7621058398411197E-14i    -3.2229597422740015E-14-2.575009898341998E-15i
0                         1.2161555360726618E-7    -2.9621099332521616E-7   2.138258104912026E-13+4.939743590101057E-14i      -3.815498180116478E-14-5.376038012684337E-15i
0                         1.2161555360726618E-7    -2.782588119115667E-7    2.540041484617512E-13+6.227679828947305E-14i      -4.355506870644882E-14-7.724839507843726E-15i
0                         1.2161555360726618E-7    -2.6030663049791724E-7   2.9738830455315034E-13+7.625924060075756E-14i     -4.842970891842904E-14-9.621367586160171E-15i
0                         1.2161555360726618E-7    -2.4235444908426775E-7   3.405308466618501E-13+9.077932757631342E-14i      -5.3104418431749476E-14-1.1646012036191782E-14i
0                         1.2161555360726618E-7    -2.2440226767061831E-7   3.7219875298941004E-13+1.0585011095001591E-13i    -6.29684941959432E-14-1.7083847378456167E-14i
0                         1.2161555360726618E-7    -2.0645008625696885E-7   NaN                                               NaN
0                         1.2161555360726618E-7    -1.884979048433194E-7    NaN                                               NaN
0                         1.2161555360726618E-7    -1.705457234296699E-7    NaN                                               NaN
0                         1.2161555360726618E-7    -1.5259354201602047E-7   NaN                                               NaN
0                         1.2161555360726618E-7    -1.3464136060237103E-7   NaN                                               NaN
0                         1.2161555360726618E-7    -1.1668917918872154E-7   NaN                                               NaN
0                         1.2161555360726618E-7    -9.873699777507205E-8    NaN                                               NaN
0                         1.2161555360726618E-7    -8.078481636142262E-8    NaN                                               NaN
0                         1.2161555360726618E-7    -6.283263494777318E-8    NaN                                               NaN
0                         1.2161555360726618E-7    -4.4880453534123695E-8   NaN                                               NaN
0                         1.2161555360726618E-7    -2.6928272120474206E-8   NaN                                               NaN
0                         1.2161555360726618E-7    -8.97609070682477E-9     NaN                                               NaN
0                         1.2161555360726618E-7    8.976090706824665E-9     NaN                                               NaN
0                         1.2161555360726618E-7    2.6928272120474153E-8    NaN                                               NaN
0                         1.2161555360726618E-7    4.488045353412364E-8     NaN                                               NaN
0                         1.2161555360726618E-7    6.283263494777308E-8     NaN                                               NaN
0                         1.2161555360726618E-7    8.078481636142251E-8     NaN                                               NaN
0                         1.2161555360726618E-7    9.873699777507205E-8     NaN                                               NaN
0                         1.2161555360726618E-7    1.1668917918872149E-7    NaN                                               NaN
0                         1.2161555360726618E-7    1.3464136060237092E-7    NaN                                               NaN
0                         1.2161555360726618E-7    1.5259354201602036E-7    NaN                                               NaN
0                         1.2161555360726618E-7    1.705457234296698E-7     NaN                                               NaN
0                         1.2161555360726618E-7    1.8849790484331934E-7    NaN                                               NaN
0                         1.2161555360726618E-7    2.0645008625696877E-7    NaN                                               NaN
0                         1.2161555360726618E-7    2.244022676706182E-7     2.8884479609875527E-13+2.2627008042628518E-13i    5.368580696048248E-14+3.70427854300018E-14i
0                         1.2161555360726618E-7    2.4235444908426775E-7    2.6563946132567223E-13+2.1222265671191605E-13i    4.0259181636427974E-14+3.157040776045429E-14i
0                         1.2161555360726618E-7    2.603066304979172E-7     2.324938281370118E-13+1.8962949214551032E-13i     3.2901943726861014E-14+2.90515925437706E-14i
0                         1.2161555360726618E-7    2.782588119115666E-7     1.9382620202887307E-13+1.6056011208858234E-13i    2.921795933033398E-14+2.850362674716401E-14i
0                         1.2161555360726618E-7    2.9621099332521606E-7    1.6068457685640627E-13+1.354231487894368E-13i     2.422708424121298E-14+2.6685050799466303E-14i
0                         1.2161555360726618E-7    3.141631747388655E-7     1.3078972312378441E-13+1.1417115308703571E-13i    1.9339207608568525E-14+2.4014913036217067E-14i
0                         1.2161555360726618E-7    3.3211535615251503E-7    1.0456479814722885E-13+9.406002188156758E-14i     1.3955351087082219E-14+2.164755010268211E-14i
0                         1.2161555360726618E-7    3.5006753756616447E-7    8.477449037566015E-14+7.502719248208147E-14i      8.992104902195338E-15+1.9804577567414243E-14i
0                         1.2161555360726618E-7    3.680197189798139E-7     6.856451571794521E-14+5.896245855369205E-14i      5.767293964296807E-15+1.7590474921758898E-14i
0                         1.2161555360726618E-7    3.8597190039346344E-7    5.699378340317376E-14+4.458616409867326E-14i      2.7020924822287676E-15+1.5547530574608142E-14i
0                         1.2161555360726618E-7    4.039240818071129E-7     4.9693754280213687E-14+3.2267418969689744E-14i    -2.1289835092098265E-16+1.3728959331430957E-14i
0                         1.2161555360726618E-7    4.218762632207623E-7     4.606162086421591E-14+2.263941510854404E-14i      -2.9189519252272013E-15+1.226973063726221E-14i
0                         1.2161555360726618E-7    4.3982844463441186E-7    4.611223634606305E-14+1.569865613803871E-14i      -5.423341323423883E-15+1.1176417686269388E-14i
0                         1.309705961924405E-7     -4.3982844463441186E-7   4.4083603458520676E-14+2.7046957512440653E-14i    -9.7593789979638E-15+1.2494370870943862E-14i
0                         1.309705961924405E-7     -4.218762632207624E-7    5.194877210307028E-14+2.1607795195663794E-14i     -1.3332083209155463E-14+1.029514691036472E-14i
0                         1.309705961924405E-7     -4.0392408180711293E-7   6.320741372396581E-14+1.8781155457809564E-14i     -1.732326688433702E-14+7.798729671418305E-15i
0                         1.309705961924405E-7     -3.8597190039346344E-7   7.892219539714948E-14+1.8212943135121213E-14i     -2.164169481380539E-14+5.2639148146622404E-15i
0                         1.309705961924405E-7     -3.68019718979814E-7     9.90931171226213E-14+1.9903158227598723E-14i      -2.6287366997560556E-14+2.6907023400965365E-15i
0                         1.309705961924405E-7     -3.500675375661646E-7    1.2349498195665318E-13+2.4060968471314297E-14i    -3.110277806570325E-14+4.180917491052822E-17i
0                         1.309705961924405E-7     -3.321153561525151E-7    1.5198385407514431E-13+3.109943156432535E-14i     -3.599276600225177E-14-2.7088024222998495E-15i
0                         1.309705961924405E-7     -3.141631747388656E-7    1.85484778728372E-13+4.0574402012192597E-14i      -4.2646373557192485E-14-6.556885933320517E-15i
0                         1.309705961924405E-7     -2.9621099332521616E-7   2.2144069940861162E-13+5.1879220390313284E-14i    -4.9300717442045244E-14-1.0248022571322309E-14i
0                         1.309705961924405E-7     -2.782588119115667E-7    2.6009686967360197E-13+6.431960278959915E-14i     -5.5918226367513705E-14-1.2864424079127523E-14i
0                         1.309705961924405E-7     -2.6030663049791724E-7   3.019585873114873E-13+7.786296961734371E-14i      -6.201051116262073E-14-1.5028628513669938E-14i
0                         1.309705961924405E-7     -2.4235444908426775E-7   3.4301301476935955E-13+9.162456932794032E-14i     -6.814594901500296E-14-1.8384081935606105E-14i
0                         1.309705961924405E-7     -2.2440226767061831E-7   3.7309188249087195E-13+1.0575761242677445E-13i    -7.885533747925338E-14-2.4378869074369333E-14i
0                         1.309705961924405E-7     -2.0645008625696885E-7   3.8758283850319436E-13+1.1368470392417931E-13i    -9.866931890998114E-14-3.3673090653506645E-14i
0                         1.309705961924405E-7     -1.884979048433194E-7    NaN                                               NaN
0                         1.309705961924405E-7     -1.705457234296699E-7    NaN                                               NaN
0                         1.309705961924405E-7     -1.5259354201602047E-7   NaN                                               NaN
0                         1.309705961924405E-7     -1.3464136060237103E-7   NaN                                               NaN
0                         1.309705961924405E-7     -1.1668917918872154E-7   NaN                                               NaN
0                         1.309705961924405E-7     -9.873699777507205E-8    NaN                                               NaN
0                         1.309705961924405E-7     -8.078481636142262E-8    NaN                                               NaN
0                         1.309705961924405E-7     -6.283263494777318E-8    NaN                                               NaN
0                         1.309705961924405E-7     -4.4880453534123695E-8   NaN                                               NaN
0                         1.309705961924405E-7     -2.6928272120474206E-8   NaN                                               NaN
0                         1.309705961924405E-7     -8.97609070682477E-9     NaN                                               NaN
0                         1.309705961924405E-7     8.976090706824665E-9     NaN                                               NaN
0                         1.309705961924405E-7     2.6928272120474153E-8    NaN                                               NaN
0                         1.309705961924405E-7     4.488045353412364E-8     NaN                                               NaN
0                         1.309705961924405E-7     6.283263494777308E-8     NaN                                               NaN
0                         1.309705961924405E-7     8.078481636142251E-8     NaN                                               NaN
0                         1.309705961924405E-7     9.873699777507205E-8     NaN                                               NaN
0                         1.309705961924405E-7     1.1668917918872149E-7    NaN                                               NaN
0                         1.309705961924405E-7     1.3464136060237092E-7    NaN                                               NaN
0                         1.309705961924405E-7     1.5259354201602036E-7    NaN                                               NaN
0                         1.309705961924405E-7     1.705457234296698E-7     NaN                                               NaN
0                         1.309705961924405E-7     1.8849790484331934E-7    NaN                                               NaN
0                         1.309705961924405E-7     2.0645008625696877E-7    3.0445489876724364E-13+2.327525973433687E-13i     8.799544724790456E-14+5.2807909030181536E-14i
0                         1.309705961924405E-7     2.244022676706182E-7     2.9055189264817275E-13+2.2692250820853356E-13i    6.840189633981255E-14+4.483616035070406E-14i
0                         1.309705961924405E-7     2.4235444908426775E-7    2.68084720711067E-13+2.1370687310135435E-13i      5.405010062242905E-14+3.936516502737217E-14i
0                         1.309705961924405E-7     2.603066304979172E-7     2.362531577525818E-13+1.9243257800301024E-13i     4.5392420183293475E-14+3.664908356639662E-14i
0                         1.309705961924405E-7     2.782588119115666E-7     1.9862455211648894E-13+1.6451819664558941E-13i    4.033436832248095E-14+3.570813485909805E-14i
0                         1.309705961924405E-7     2.9621099332521606E-7    1.6616279297675184E-13+1.4000146402230447E-13i    3.390230945092047E-14+3.331362194762548E-14i
0                         1.309705961924405E-7     3.141631747388655E-7     1.3667006323017427E-13+1.1875367033756217E-13i    2.7654237130631884E-14+3.043328233097028E-14i
0                         1.309705961924405E-7     3.3211535615251503E-7    1.1042515952265537E-13+9.843353998821948E-14i     2.053993334928321E-14+2.8482571616436434E-14i
0                         1.309705961924405E-7     3.5006753756616447E-7    8.92492639006967E-14+7.916470006375564E-14i       1.491318230689282E-14+2.5276673547825238E-14i
0                         1.309705961924405E-7     3.680197189798139E-7     7.262189316019679E-14+6.260248318528759E-14i      1.0293973418353968E-14+2.2853658756815952E-14i
0                         1.309705961924405E-7     3.8597190039346344E-7    6.044724955874945E-14+4.790551062162482E-14i      5.84241083933769E-15+2.055362725052546E-14i
0                         1.309705961924405E-7     4.039240818071129E-7     5.2728773236987106E-14+3.506019023572681E-14i     1.497687239699662E-15+1.833142289982227E-14i
0                         1.309705961924405E-7     4.218762632207623E-7     4.887319339901825E-14+2.4737893623124073E-14i     -2.63474456275759E-15+1.5978660025973807E-14i
0                         1.309705961924405E-7     4.3982844463441186E-7    4.904494788110613E-14+1.6416305671723076E-14i     -6.692533496359328E-15+1.4372361576536226E-14i
0                         1.4032563877761483E-7    -4.3982844463441186E-7   4.673011241094818E-14+2.8411808962323282E-14i     -1.2987826157731394E-14+1.6882961642163003E-14i
0                         1.4032563877761483E-7    -4.218762632207624E-7    5.398312676273027E-14+2.3780110747377064E-14i     -1.8620044463834964E-14+1.4228038961288922E-14i
0                         1.4032563877761483E-7    -4.0392408180711293E-7   6.661564200245931E-14+2.0155198798001726E-14i     -2.3110353430899118E-14+1.030892880756308E-14i
0                         1.4032563877761483E-7    -3.8597190039346344E-7   8.346660411358979E-14+1.9097005597337545E-14i     -2.769434315637783E-14+6.2291003984213845E-15i
0                         1.4032563877761483E-7    -3.68019718979814E-7     1.0446197519034323E-13+2.0646784463915023E-14i    -3.267971122562805E-14+2.240100421696394E-15i
0                         1.4032563877761483E-7    -3.500675375661646E-7    1.2950157098508218E-13+2.489945635500536E-14i     -3.8427433108356194E-14-1.4233892117881321E-15i
0                         1.4032563877761483E-7    -3.321153561525151E-7    1.5899541875425274E-13+3.1704740104281775E-14i    -4.4678068368546815E-14-4.916695973549418E-15i
0                         1.4032563877761483E-7    -3.141631747388656E-7    1.9272416066705944E-13+4.318324151364963E-14i     -5.2741297469260925E-14-8.663233615896795E-15i
0                         1.4032563877761483E-7    -2.9621099332521616E-7   2.281999250254138E-13+5.435933898155751E-14i      -5.963620792534162E-14-1.356075558371436E-14i
0                         1.4032563877761483E-7    -2.782588119115667E-7    2.660791055872946E-13+6.640205361402366E-14i      -6.651358066481944E-14-1.7250859746818774E-14i
0                         1.4032563877761483E-7    -2.6030663049791724E-7   3.063931182846174E-13+7.958756130266714E-14i      -7.353682609475368E-14-1.959714075724867E-14i
0                         1.4032563877761483E-7    -2.4235444908426775E-7   3.4575972054114867E-13+9.276364345475297E-14i     -8.094900604500209E-14-2.3807208037467825E-14i
0                         1.4032563877761483E-7    -2.2440226767061831E-7   3.7416639970386253E-13+1.0601669629586137E-13i    -9.24168382541295E-14-3.066373039753475E-14i
0                         1.4032563877761483E-7    -2.0645008625696885E-7   3.8850662931956755E-13+1.1344790631355488E-13i    -1.1234511550327723E-13-3.8985651061260635E-14i
0                         1.4032563877761483E-7    -1.884979048433194E-7    3.8730254642920996E-13+1.1469554666969438E-13i    -1.3997930141496622E-13-4.96463973671015E-14i
0                         1.4032563877761483E-7    -1.705457234296699E-7    NaN                                               NaN
0                         1.4032563877761483E-7    -1.5259354201602047E-7   NaN                                               NaN
0                         1.4032563877761483E-7    -1.3464136060237103E-7   NaN                                               NaN
0                         1.4032563877761483E-7    -1.1668917918872154E-7   NaN                                               NaN
0                         1.4032563877761483E-7    -9.873699777507205E-8    NaN                                               NaN
0                         1.4032563877761483E-7    -8.078481636142262E-8    NaN                                               NaN
0                         1.4032563877761483E-7    -6.283263494777318E-8    NaN                                               NaN
0                         1.4032563877761483E-7    -4.4880453534123695E-8   NaN                                               NaN
0                         1.4032563877761483E-7    -2.6928272120474206E-8   NaN                                               NaN
0                         1.4032563877761483E-7    -8.97609070682477E-9     NaN                                               NaN
0                         1.4032563877761483E-7    8.976090706824665E-9     NaN                                               NaN
0                         1.4032563877761483E-7    2.6928272120474153E-8    NaN                                               NaN
0                         1.4032563877761483E-7    4.488045353412364E-8     NaN                                               NaN
0                         1.4032563877761483E-7    6.283263494777308E-8     NaN                                               NaN
0                         1.4032563877761483E-7    8.078481636142251E-8     NaN                                               NaN
0                         1.4032563877761483E-7    9.873699777507205E-8     NaN                                               NaN
0                         1.4032563877761483E-7    1.1668917918872149E-7    NaN                                               NaN
0                         1.4032563877761483E-7    1.3464136060237092E-7    NaN                                               NaN
0                         1.4032563877761483E-7    1.5259354201602036E-7    NaN                                               NaN
0                         1.4032563877761483E-7    1.705457234296698E-7     NaN                                               NaN
0                         1.4032563877761483E-7    1.8849790484331934E-7    3.078845067432026E-13+2.3547738131018115E-13i     1.2276134870177597E-13+7.300822819239556E-14i
0                         1.4032563877761483E-7    2.0645008625696877E-7    3.0522196768400977E-13+2.339959324812269E-13i     1.0189924839632038E-13+6.059578358975675E-14i
0                         1.4032563877761483E-7    2.244022676706182E-7     2.922961207517964E-13+2.2746459400915355E-13i     8.177380306969708E-14+5.174112179504321E-14i
0                         1.4032563877761483E-7    2.4235444908426775E-7    2.7053758973061717E-13+2.150509417338315E-13i     6.660732762623728E-14+4.631064075660922E-14i
0                         1.4032563877761483E-7    2.603066304979172E-7     2.3994155224780725E-13+1.9502438656280375E-13i    5.678905025428846E-14+4.3452514509545456E-14i
0                         1.4032563877761483E-7    2.782588119115666E-7     2.0335199008238292E-13+1.6827117646470583E-13i    5.0444281323986515E-14+4.217549189960579E-14i
0                         1.4032563877761483E-7    2.9621099332521606E-7    1.714001197380727E-13+1.4447437656685607E-13i     4.277924355378748E-14+3.918867925334761E-14i
0                         1.4032563877761483E-7    3.141631747388655E-7     1.4205313331642813E-13+1.233663212652999E-13i     3.549568240287923E-14+3.636693169976474E-14i
0                         1.4032563877761483E-7    3.3211535615251503E-7    1.1520068681576676E-13+1.0285660598091932E-13i    2.7688108223185385E-14+3.393323350806368E-14i
0                         1.4032563877761483E-7    3.5006753756616447E-7    9.308843181223193E-14+8.326783111085529E-14i      2.0711634331931692E-14+3.0631262022510056E-14i
0                         1.4032563877761483E-7    3.680197189798139E-7     7.612782116818501E-14+6.61809848991061E-14i       1.4520382262348933E-14+2.790664267501701E-14i
0                         1.4032563877761483E-7    3.8597190039346344E-7    6.361993766319065E-14+5.095938300216214E-14i      8.496776502288728E-15+2.5305006612242737E-14i
0                         1.4032563877761483E-7    4.039240818071129E-7     5.562162621921616E-14+3.744822097825051E-14i      2.695027835837208E-15+2.293020133938202E-14i
0                         1.4032563877761483E-7    4.218762632207623E-7     5.2321142961112705E-14+2.477347778828571E-14i     -2.616493486636676E-15+2.12809294784961E-14i
0                         1.4032563877761483E-7    4.3982844463441186E-7    5.19309628383269E-14+1.714961787141994E-14i       -8.848897123487457E-15+1.9375630101035045E-14i
0                         1.4968068136278914E-7    -4.3982844463441186E-7   4.9174567920640736E-14+2.980183818952167E-14i     -1.7728699027025164E-14+2.3157070361935325E-14i
0                         1.4968068136278914E-7    -4.218762632207624E-7    5.6682965443442476E-14+2.47005401721733E-14i      -2.164416095500404E-14+1.5867950838613308E-14i
0                         1.4968068136278914E-7    -4.0392408180711293E-7   7.002691028230735E-14+2.1001750878054656E-14i     -2.732798857433422E-14+1.1188956518273022E-14i
0                         1.4968068136278914E-7    -3.8597190039346344E-7   8.758005269911432E-14+1.987249890846414E-14i      -3.3147463629649115E-14+6.381075173286283E-15i
0                         1.4968068136278914E-7    -3.68019718979814E-7     1.0919036994932822E-13+2.1395461459398988E-14i    -3.974037545911238E-14+1.882394712021004E-15i
0                         1.4968068136278914E-7    -3.500675375661646E-7    1.349802718351491E-13+2.556546132669231E-14i      -4.6505377128055413E-14-2.803558776436969E-15i
0                         1.4968068136278914E-7    -3.321153561525151E-7    1.6534810703960457E-13+3.225737387089544E-14i     -5.383759538201392E-14-7.103271902747707E-15i
0                         1.4968068136278914E-7    -3.141631747388656E-7    1.9930742264513344E-13+4.401848389643952E-14i     -6.183432058092463E-14-1.1507695530883465E-14i
0                         1.4968068136278914E-7    -2.9621099332521616E-7   2.347515278747049E-13+5.644397817243521E-14i      -6.912661912417615E-14-1.6504356507285112E-14i
0                         1.4968068136278914E-7    -2.782588119115667E-7    2.7200555267922415E-13+6.819514835166316E-14i     -7.618583527649815E-14-2.1344210627404232E-14i
0                         1.4968068136278914E-7    -2.6030663049791724E-7   3.1169134475066506E-13+8.098490499195947E-14i     -8.3410941279884E-14-2.4880114834550958E-14i
0                         1.4968068136278914E-7    -2.4235444908426775E-7   3.488868831391267E-13+9.386360018048847E-14i      -9.131422658857816E-14-2.9360078985046124E-14i
0                         1.4968068136278914E-7    -2.2440226767061831E-7   3.753994239196086E-13+1.0659872656748576E-13i     -1.0372538114310656E-13-3.594064808218928E-14i
0                         1.4968068136278914E-7    -2.0645008625696885E-7   3.894163264531267E-13+1.137788407346829E-13i      -1.192815315424523E-13-4.305723912849654E-14i
0                         1.4968068136278914E-7    -1.884979048433194E-7    3.8686110649421943E-13+1.1524732982115408E-13i    -1.377122537782723E-13-5.2160540764677105E-14i
0                         1.4968068136278914E-7    -1.705457234296699E-7    3.5785341403920044E-13+1.1172576287166135E-13i    -1.667372690118309E-13-7.017997863916636E-14i
0                         1.4968068136278914E-7    -1.5259354201602047E-7   NaN                                               NaN
0                         1.4968068136278914E-7    -1.3464136060237103E-7   NaN                                               NaN
0                         1.4968068136278914E-7    -1.1668917918872154E-7   NaN                                               NaN
0                         1.4968068136278914E-7    -9.873699777507205E-8    NaN                                               NaN
0                         1.4968068136278914E-7    -8.078481636142262E-8    NaN                                               NaN
0                         1.4968068136278914E-7    -6.283263494777318E-8    NaN                                               NaN
0                         1.4968068136278914E-7    -4.4880453534123695E-8   NaN                                               NaN
0                         1.4968068136278914E-7    -2.6928272120474206E-8   NaN                                               NaN
0                         1.4968068136278914E-7    -8.97609070682477E-9     NaN                                               NaN
0                         1.4968068136278914E-7    8.976090706824665E-9     NaN                                               NaN
0                         1.4968068136278914E-7    2.6928272120474153E-8    NaN                                               NaN
0                         1.4968068136278914E-7    4.488045353412364E-8     NaN                                               NaN
0                         1.4968068136278914E-7    6.283263494777308E-8     NaN                                               NaN
0                         1.4968068136278914E-7    8.078481636142251E-8     NaN                                               NaN
0                         1.4968068136278914E-7    9.873699777507205E-8     NaN                                               NaN
0                         1.4968068136278914E-7    1.1668917918872149E-7    NaN                                               NaN
0                         1.4968068136278914E-7    1.3464136060237092E-7    NaN                                               NaN
0                         1.4968068136278914E-7    1.5259354201602036E-7    NaN                                               NaN
0                         1.4968068136278914E-7    1.705457234296698E-7     2.8367659473295286E-13+2.222679992889092E-13i     1.5309762689316638E-13+9.100171963799132E-14i
0                         1.4968068136278914E-7    1.8849790484331934E-7    3.069157632553913E-13+2.360851014323271E-13i      1.2186072443327454E-13+7.54501216930551E-14i
0                         1.4968068136278914E-7    2.0645008625696877E-7    3.0662152819387337E-13+2.3608098704516886E-13i    1.052521436510991E-13+6.312174059962404E-14i
0                         1.4968068136278914E-7    2.244022676706182E-7     2.9350554575287273E-13+2.2890361819685223E-13i    9.249211502359964E-14+5.799311864437624E-14i
0                         1.4968068136278914E-7    2.4235444908426775E-7    2.729955797178375E-13+2.1625256265230913E-13i     7.793612585407277E-14+5.240884405806669E-14i
0                         1.4968068136278914E-7    2.603066304979172E-7     2.435634484064913E-13+1.974088860601634E-13i      6.708483449716931E-14+4.9459047337442705E-14i
0                         1.4968068136278914E-7    2.782588119115666E-7     2.0800850384953407E-13+1.7181904162133362E-13i    5.954773294140332E-14+4.7905714305866386E-14i
0                         1.4968068136278914E-7    2.9621099332521606E-7    1.7604668277151285E-13+1.4903643227465918E-13i    5.129416596997919E-14+4.448859235993303E-14i
0                         1.4968068136278914E-7    3.141631747388655E-7     1.4652728620878152E-13+1.2757450999521437E-13i    4.3454205374877406E-14+4.1931528993821534E-14i
0                         1.4968068136278914E-7    3.3211535615251503E-7    1.1929489489345506E-13+1.0679491214877335E-13i    3.517673917578957E-14+3.95106854453768E-14i
0                         1.4968068136278914E-7    3.5006753756616447E-7    9.660250475902248E-14+8.696135017117577E-14i      2.6923522662249816E-14+3.651308131340066E-14i
0                         1.4968068136278914E-7    3.680197189798139E-7     7.931116776236841E-14+6.933969865821148E-14i      1.9158082582703214E-14+3.348396236805468E-14i
