% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.3.0.420
% Date:               Jul 16 2026, 12:32
% Dimension:          3
% Nodes:              2500
% Expressions:        2
% Description:        Displacement field, Y-component, Displacement field, Z-component
% Length unit:        m
% X                       Y                        Z                        v (m) @ 8.8015 GHz                                w (m) @ 8.8015 GHz
0                         4.6196171787029183E-8    3.913059381630264E-7     2.7005347151175947E-16                            1.4206430450217266E-13
0                         6.159489571603891E-8     -3.913059381630264E-7    -3.837780921351444E-16                            -1.5507043329656445E-13
0                         6.159489571603891E-8     -3.753342672175967E-7    7.769618588677963E-15                             -1.5528932653481762E-13
0                         6.159489571603891E-8     -3.593625962721671E-7    1.8478084914308086E-14                            -1.562792737514466E-13
0                         6.159489571603891E-8     -3.4339092532673743E-7   2.9998981880087215E-14                            -1.5531796127112866E-13
0                         6.159489571603891E-8     -3.2741925438130776E-7   NaN                                               NaN
0                         6.159489571603891E-8     -3.1144758343587815E-7   NaN                                               NaN
0                         6.159489571603891E-8     -2.954759124904485E-7    NaN                                               NaN
0                         6.159489571603891E-8     -2.7950424154501886E-7   NaN                                               NaN
0                         6.159489571603891E-8     -2.635325705995892E-7    NaN                                               NaN
0                         6.159489571603891E-8     -2.4756089965415953E-7   NaN                                               NaN
0                         6.159489571603891E-8     -2.3158922870872991E-7   NaN                                               NaN
0                         6.159489571603891E-8     -2.1561755776330025E-7   NaN                                               NaN
0                         6.159489571603891E-8     -1.996458868178706E-7    NaN                                               NaN
0                         6.159489571603891E-8     -1.8367421587244096E-7   NaN                                               NaN
0                         6.159489571603891E-8     -1.677025449270113E-7    NaN                                               NaN
0                         6.159489571603891E-8     -1.5173087398158168E-7   NaN                                               NaN
0                         6.159489571603891E-8     -1.3575920303615201E-7   NaN                                               NaN
0                         6.159489571603891E-8     -1.1978753209072235E-7   NaN                                               NaN
0                         6.159489571603891E-8     -1.0381586114529273E-7   NaN                                               NaN
0                         6.159489571603891E-8     -8.784419019986307E-8    NaN                                               NaN
0                         6.159489571603891E-8     -7.187251925443345E-8    NaN                                               NaN
0                         6.159489571603891E-8     -5.590084830900378E-8    NaN                                               NaN
0                         6.159489571603891E-8     -3.9929177363574116E-8   NaN                                               NaN
0                         6.159489571603891E-8     -2.39575064181445E-8     NaN                                               NaN
0                         6.159489571603891E-8     -7.985835472714834E-9    NaN                                               NaN
0                         6.159489571603891E-8     7.985835472714834E-9     NaN                                               NaN
0                         6.159489571603891E-8     2.3957506418144448E-8    NaN                                               NaN
0                         6.159489571603891E-8     3.9929177363574116E-8    NaN                                               NaN
0                         6.159489571603891E-8     5.590084830900378E-8     NaN                                               NaN
0                         6.159489571603891E-8     7.18725192544334E-8      NaN                                               NaN
0                         6.159489571603891E-8     8.784419019986301E-8     NaN                                               NaN
0                         6.159489571603891E-8     1.0381586114529268E-7    NaN                                               NaN
0                         6.159489571603891E-8     1.1978753209072235E-7    NaN                                               NaN
0                         6.159489571603891E-8     1.3575920303615201E-7    NaN                                               NaN
0                         6.159489571603891E-8     1.5173087398158168E-7    NaN                                               NaN
0                         6.159489571603891E-8     1.6770254492701124E-7    NaN                                               NaN
0                         6.159489571603891E-8     1.836742158724409E-7     NaN                                               NaN
0                         6.159489571603891E-8     1.9964588681787058E-7    NaN                                               NaN
0                         6.159489571603891E-8     2.1561755776330025E-7    NaN                                               NaN
0                         6.159489571603891E-8     2.3158922870872991E-7    NaN                                               NaN
0                         6.159489571603891E-8     2.475608996541595E-7     NaN                                               NaN
0                         6.159489571603891E-8     2.6353257059958914E-7    NaN                                               NaN
0                         6.159489571603891E-8     2.795042415450188E-7     NaN                                               NaN
0                         6.159489571603891E-8     2.954759124904485E-7     NaN                                               NaN
0                         6.159489571603891E-8     3.1144758343587815E-7    NaN                                               NaN
0                         6.159489571603891E-8     3.274192543813078E-7     NaN                                               NaN
0                         6.159489571603891E-8     3.433909253267374E-7     2.7546155645624005E-14                            1.571032997888533E-13
0                         6.159489571603891E-8     3.5936259627216704E-7    1.5062064926821992E-14                            1.5654070676218672E-13
0                         6.159489571603891E-8     3.753342672175967E-7     6.70049015198865E-15                              1.5564602762994442E-13
0                         6.159489571603891E-8     3.913059381630264E-7     3.8377809213521765E-16                            1.5507043329656437E-13
0                         7.699361964504864E-8     -3.913059381630264E-7    -4.868028513716083E-16                            -1.702577102309892E-13
0                         7.699361964504864E-8     -3.753342672175967E-7    8.548251539972473E-15                             -1.7123576203352132E-13
0                         7.699361964504864E-8     -3.593625962721671E-7    2.071647881741836E-14                             -1.7201632143127488E-13
0                         7.699361964504864E-8     -3.4339092532673743E-7   3.151818470141232E-14                             -1.7240415335626885E-13
0                         7.699361964504864E-8     -3.2741925438130776E-7   4.363424708551163E-14                             -1.7141226792928155E-13
0                         7.699361964504864E-8     -3.1144758343587815E-7   NaN                                               NaN
0                         7.699361964504864E-8     -2.954759124904485E-7    NaN                                               NaN
0                         7.699361964504864E-8     -2.7950424154501886E-7   NaN                                               NaN
0                         7.699361964504864E-8     -2.635325705995892E-7    NaN                                               NaN
0                         7.699361964504864E-8     -2.4756089965415953E-7   NaN                                               NaN
0                         7.699361964504864E-8     -2.3158922870872991E-7   NaN                                               NaN
0                         7.699361964504864E-8     -2.1561755776330025E-7   NaN                                               NaN
0                         7.699361964504864E-8     -1.996458868178706E-7    NaN                                               NaN
0                         7.699361964504864E-8     -1.8367421587244096E-7   NaN                                               NaN
0                         7.699361964504864E-8     -1.677025449270113E-7    NaN                                               NaN
0                         7.699361964504864E-8     -1.5173087398158168E-7   NaN                                               NaN
0                         7.699361964504864E-8     -1.3575920303615201E-7   NaN                                               NaN
0                         7.699361964504864E-8     -1.1978753209072235E-7   NaN                                               NaN
0                         7.699361964504864E-8     -1.0381586114529273E-7   NaN                                               NaN
0                         7.699361964504864E-8     -8.784419019986307E-8    NaN                                               NaN
0                         7.699361964504864E-8     -7.187251925443345E-8    NaN                                               NaN
0                         7.699361964504864E-8     -5.590084830900378E-8    NaN                                               NaN
0                         7.699361964504864E-8     -3.9929177363574116E-8   NaN                                               NaN
0                         7.699361964504864E-8     -2.39575064181445E-8     NaN                                               NaN
0                         7.699361964504864E-8     -7.985835472714834E-9    NaN                                               NaN
0                         7.699361964504864E-8     7.985835472714834E-9     NaN                                               NaN
0                         7.699361964504864E-8     2.3957506418144448E-8    NaN                                               NaN
0                         7.699361964504864E-8     3.9929177363574116E-8    NaN                                               NaN
0                         7.699361964504864E-8     5.590084830900378E-8     NaN                                               NaN
0                         7.699361964504864E-8     7.18725192544334E-8      NaN                                               NaN
0                         7.699361964504864E-8     8.784419019986301E-8     NaN                                               NaN
0                         7.699361964504864E-8     1.0381586114529268E-7    NaN                                               NaN
0                         7.699361964504864E-8     1.1978753209072235E-7    NaN                                               NaN
0                         7.699361964504864E-8     1.3575920303615201E-7    NaN                                               NaN
0                         7.699361964504864E-8     1.5173087398158168E-7    NaN                                               NaN
0                         7.699361964504864E-8     1.6770254492701124E-7    NaN                                               NaN
0                         7.699361964504864E-8     1.836742158724409E-7     NaN                                               NaN
0                         7.699361964504864E-8     1.9964588681787058E-7    NaN                                               NaN
0                         7.699361964504864E-8     2.1561755776330025E-7    NaN                                               NaN
0                         7.699361964504864E-8     2.3158922870872991E-7    NaN                                               NaN
0                         7.699361964504864E-8     2.475608996541595E-7     NaN                                               NaN
0                         7.699361964504864E-8     2.6353257059958914E-7    NaN                                               NaN
0                         7.699361964504864E-8     2.795042415450188E-7     NaN                                               NaN
0                         7.699361964504864E-8     2.954759124904485E-7     NaN                                               NaN
0                         7.699361964504864E-8     3.1144758343587815E-7    NaN                                               NaN
0                         7.699361964504864E-8     3.274192543813078E-7     4.4960911682213264E-14                            1.7427067007554013E-13
0                         7.699361964504864E-8     3.433909253267374E-7     3.079391041428465E-14                             1.7296124115756874E-13
0                         7.699361964504864E-8     3.5936259627216704E-7    1.7558958577889855E-14                            1.7213936365944216E-13
0                         7.699361964504864E-8     3.753342672175967E-7     8.000449357140823E-15                             1.7103899454578453E-13
