% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.3.0.420
% Date:               Jul 16 2026, 12:32
% Dimension:          3
% Nodes:              2500
% Expressions:        2
% Description:        Displacement field, Y-component, Displacement field, Z-component
% Length unit:        m
% X                       Y                        Z                        v (m) @ 8.8015 GHz                                w (m) @ 8.8015 GHz
0                         1.3858851536108754E-7    8.784419019986301E-8     NaN                                               NaN
0                         1.3858851536108754E-7    1.0381586114529268E-7    NaN                                               NaN
0                         1.3858851536108754E-7    1.1978753209072235E-7    NaN                                               NaN
0                         1.3858851536108754E-7    1.3575920303615201E-7    NaN                                               NaN
0                         1.3858851536108754E-7    1.5173087398158168E-7    NaN                                               NaN
0                         1.3858851536108754E-7    1.6770254492701124E-7    NaN                                               NaN
0                         1.3858851536108754E-7    1.836742158724409E-7     NaN                                               NaN
0                         1.3858851536108754E-7    1.9964588681787058E-7    NaN                                               NaN
0                         1.3858851536108754E-7    2.1561755776330025E-7    NaN                                               NaN
0                         1.3858851536108754E-7    2.3158922870872991E-7    NaN                                               NaN
0                         1.3858851536108754E-7    2.475608996541595E-7     NaN                                               NaN
0                         1.3858851536108754E-7    2.6353257059958914E-7    NaN                                               NaN
0                         1.3858851536108754E-7    2.795042415450188E-7     NaN                                               NaN
0                         1.3858851536108754E-7    2.954759124904485E-7     4.2500508508344087E-14                            2.493021005646651E-13
0                         1.3858851536108754E-7    3.1144758343587815E-7    4.138965693017753E-14                             2.453506978204177E-13
0                         1.3858851536108754E-7    3.274192543813078E-7     3.6525814726954906E-14                            2.414579513773673E-13
0                         1.3858851536108754E-7    3.433909253267374E-7     2.9782997758945347E-14                            2.3843341773197243E-13
0                         1.3858851536108754E-7    3.5936259627216704E-7    2.116298386389525E-14                             2.362762285465248E-13
0                         1.3858851536108754E-7    3.753342672175967E-7     1.0667546456809702E-14                            2.3498551759687754E-13
0                         1.3858851536108754E-7    3.913059381630264E-7     -1.471583154961029E-15                            2.3435575718734477E-13
0                         1.5398723929009728E-7    -3.913059381630264E-7    1.3326092076429346E-15                            -2.4900355119958993E-13
0                         1.5398723929009728E-7    -3.753342672175967E-7    1.2124423866903315E-14                            -2.4875736415531703E-13
0                         1.5398723929009728E-7    -3.593625962721671E-7    2.0601635506452372E-14                            -2.501901109977566E-13
0                         1.5398723929009728E-7    -3.4339092532673743E-7   2.6127119239466247E-14                            -2.530287991943809E-13
0                         1.5398723929009728E-7    -3.2741925438130776E-7   2.9146309408859226E-14                            -2.572541608707175E-13
0                         1.5398723929009728E-7    -3.1144758343587815E-7   3.404699794861797E-14                             -2.6150377073161476E-13
0                         1.5398723929009728E-7    -2.954759124904485E-7    3.5658346368954894E-14                            -2.659787681922711E-13
0                         1.5398723929009728E-7    -2.7950424154501886E-7   3.777289828028085E-14                             -2.694992346525391E-13
0                         1.5398723929009728E-7    -2.635325705995892E-7    NaN                                               NaN
0                         1.5398723929009728E-7    -2.4756089965415953E-7   NaN                                               NaN
0                         1.5398723929009728E-7    -2.3158922870872991E-7   NaN                                               NaN
0                         1.5398723929009728E-7    -2.1561755776330025E-7   NaN                                               NaN
0                         1.5398723929009728E-7    -1.996458868178706E-7    NaN                                               NaN
0                         1.5398723929009728E-7    -1.8367421587244096E-7   NaN                                               NaN
0                         1.5398723929009728E-7    -1.677025449270113E-7    NaN                                               NaN
0                         1.5398723929009728E-7    -1.5173087398158168E-7   NaN                                               NaN
0                         1.5398723929009728E-7    -1.3575920303615201E-7   NaN                                               NaN
0                         1.5398723929009728E-7    -1.1978753209072235E-7   NaN                                               NaN
0                         1.5398723929009728E-7    -1.0381586114529273E-7   NaN                                               NaN
0                         1.5398723929009728E-7    -8.784419019986307E-8    NaN                                               NaN
0                         1.5398723929009728E-7    -7.187251925443345E-8    NaN                                               NaN
0                         1.5398723929009728E-7    -5.590084830900378E-8    NaN                                               NaN
0                         1.5398723929009728E-7    -3.9929177363574116E-8   NaN                                               NaN
0                         1.5398723929009728E-7    -2.39575064181445E-8     NaN                                               NaN
0                         1.5398723929009728E-7    -7.985835472714834E-9    NaN                                               NaN
0                         1.5398723929009728E-7    7.985835472714834E-9     NaN                                               NaN
0                         1.5398723929009728E-7    2.3957506418144448E-8    NaN                                               NaN
0                         1.5398723929009728E-7    3.9929177363574116E-8    NaN                                               NaN
0                         1.5398723929009728E-7    5.590084830900378E-8     NaN                                               NaN
0                         1.5398723929009728E-7    7.18725192544334E-8      NaN                                               NaN
0                         1.5398723929009728E-7    8.784419019986301E-8     NaN                                               NaN
0                         1.5398723929009728E-7    1.0381586114529268E-7    NaN                                               NaN
0                         1.5398723929009728E-7    1.1978753209072235E-7    NaN                                               NaN
0                         1.5398723929009728E-7    1.3575920303615201E-7    NaN                                               NaN
0                         1.5398723929009728E-7    1.5173087398158168E-7    NaN                                               NaN
0                         1.5398723929009728E-7    1.6770254492701124E-7    NaN                                               NaN
0                         1.5398723929009728E-7    1.836742158724409E-7     NaN                                               NaN
0                         1.5398723929009728E-7    1.9964588681787058E-7    NaN                                               NaN
0                         1.5398723929009728E-7    2.1561755776330025E-7    NaN                                               NaN
0                         1.5398723929009728E-7    2.3158922870872991E-7    NaN                                               NaN
0                         1.5398723929009728E-7    2.475608996541595E-7     NaN                                               NaN
0                         1.5398723929009728E-7    2.6353257059958914E-7    NaN                                               NaN
0                         1.5398723929009728E-7    2.795042415450188E-7     3.6905930988641247E-14                            2.687645668661639E-13
0                         1.5398723929009728E-7    2.954759124904485E-7     3.5600216484772116E-14                            2.6530932806530403E-13
0                         1.5398723929009728E-7    3.1144758343587815E-7    3.362382237008803E-14                             2.6127842402722234E-13
0                         1.5398723929009728E-7    3.274192543813078E-7     3.181102622818796E-14                             2.5699869117427167E-13
0                         1.5398723929009728E-7    3.433909253267374E-7     2.636553994948723E-14                             2.5351816926003477E-13
0                         1.5398723929009728E-7    3.5936259627216704E-7    1.922476481090549E-14                             2.50832494061465E-13
0                         1.5398723929009728E-7    3.753342672175967E-7     1.001432103483059E-14                             2.4931217156135983E-13
0                         1.5398723929009728E-7    3.913059381630264E-7     -1.332609207642878E-15                            2.490035511995902E-13
0                         1.6938596321910702E-7    -3.913059381630264E-7    1.1192675615719262E-15                            -2.622548883524043E-13
0                         1.6938596321910702E-7    -3.753342672175967E-7    1.0572794114031697E-14                            -2.6197906441556943E-13
0                         1.6938596321910702E-7    -3.593625962721671E-7    1.7711717646780163E-14                            -2.633821743654468E-13
0                         1.6938596321910702E-7    -3.4339092532673743E-7   2.2536038159817358E-14                            -2.6646421820203664E-13
0                         1.6938596321910702E-7    -3.2741925438130776E-7   2.574983370010631E-14                             -2.7105850247049587E-13
0                         1.6938596321910702E-7    -3.1144758343587815E-7   2.8064806637119817E-14                            -2.7510751133609746E-13
0                         1.6938596321910702E-7    -2.954759124904485E-7    2.9961696395308755E-14                            -2.7837588897457563E-13
0                         1.6938596321910702E-7    -2.7950424154501886E-7   3.127720832504708E-14                             -2.813209295051587E-13
0                         1.6938596321910702E-7    -2.635325705995892E-7    2.5085144853460378E-14                            -2.903483284542742E-13
0                         1.6938596321910702E-7    -2.4756089965415953E-7   NaN                                               NaN
0                         1.6938596321910702E-7    -2.3158922870872991E-7   NaN                                               NaN
0                         1.6938596321910702E-7    -2.1561755776330025E-7   NaN                                               NaN
0                         1.6938596321910702E-7    -1.996458868178706E-7    NaN                                               NaN
0                         1.6938596321910702E-7    -1.8367421587244096E-7   NaN                                               NaN
0                         1.6938596321910702E-7    -1.677025449270113E-7    NaN                                               NaN
0                         1.6938596321910702E-7    -1.5173087398158168E-7   NaN                                               NaN
0                         1.6938596321910702E-7    -1.3575920303615201E-7   NaN                                               NaN
0                         1.6938596321910702E-7    -1.1978753209072235E-7   NaN                                               NaN
0                         1.6938596321910702E-7    -1.0381586114529273E-7   NaN                                               NaN
0                         1.6938596321910702E-7    -8.784419019986307E-8    NaN                                               NaN
0                         1.6938596321910702E-7    -7.187251925443345E-8    NaN                                               NaN
0                         1.6938596321910702E-7    -5.590084830900378E-8    NaN                                               NaN
0                         1.6938596321910702E-7    -3.9929177363574116E-8   NaN                                               NaN
0                         1.6938596321910702E-7    -2.39575064181445E-8     NaN                                               NaN
0                         1.6938596321910702E-7    -7.985835472714834E-9    NaN                                               NaN
0                         1.6938596321910702E-7    7.985835472714834E-9     NaN                                               NaN
0                         1.6938596321910702E-7    2.3957506418144448E-8    NaN                                               NaN
0                         1.6938596321910702E-7    3.9929177363574116E-8    NaN                                               NaN
0                         1.6938596321910702E-7    5.590084830900378E-8     NaN                                               NaN
0                         1.6938596321910702E-7    7.18725192544334E-8      NaN                                               NaN
0                         1.6938596321910702E-7    8.784419019986301E-8     NaN                                               NaN
0                         1.6938596321910702E-7    1.0381586114529268E-7    NaN                                               NaN
0                         1.6938596321910702E-7    1.1978753209072235E-7    NaN                                               NaN
0                         1.6938596321910702E-7    1.3575920303615201E-7    NaN                                               NaN
0                         1.6938596321910702E-7    1.5173087398158168E-7    NaN                                               NaN
0                         1.6938596321910702E-7    1.6770254492701124E-7    NaN                                               NaN
0                         1.6938596321910702E-7    1.836742158724409E-7     NaN                                               NaN
0                         1.6938596321910702E-7    1.9964588681787058E-7    NaN                                               NaN
0                         1.6938596321910702E-7    2.1561755776330025E-7    NaN                                               NaN
0                         1.6938596321910702E-7    2.3158922870872991E-7    NaN                                               NaN
0                         1.6938596321910702E-7    2.475608996541595E-7     NaN                                               NaN
0                         1.6938596321910702E-7    2.6353257059958914E-7    2.5324583650521443E-14                            2.8921754328489927E-13
0                         1.6938596321910702E-7    2.795042415450188E-7     2.869394059076762E-14                             2.827784537468911E-13
0                         1.6938596321910702E-7    2.954759124904485E-7     2.878355082170497E-14                             2.799337761657977E-13
0                         1.6938596321910702E-7    3.1144758343587815E-7    2.8130017180924207E-14                            2.7649223949378335E-13
0                         1.6938596321910702E-7    3.274192543813078E-7     2.6732853638998933E-14                            2.7245249485064296E-13
0                         1.6938596321910702E-7    3.433909253267374E-7     2.3716927494034728E-14                            2.6771133929689276E-13
0                         1.6938596321910702E-7    3.5936259627216704E-7    1.7102679359449648E-14                            2.640424804938608E-13
0                         1.6938596321910702E-7    3.753342672175967E-7     9.05994913213818E-15                              2.625428333539648E-13
0                         1.6938596321910702E-7    3.913059381630264E-7     -1.1192675615718625E-15                           2.622548883524042E-13
0                         1.8478468714811673E-7    -3.913059381630264E-7    8.832132680648405E-16                             -2.7412954330037933E-13
0                         1.8478468714811673E-7    -3.753342672175967E-7    9.617425196810926E-15                             -2.7387536482973313E-13
0                         1.8478468714811673E-7    -3.593625962721671E-7    1.6327178783881298E-14                            -2.750388799909379E-13
0                         1.8478468714811673E-7    -3.4339092532673743E-7   2.0245707360047217E-14                            -2.7745882551885357E-13
0                         1.8478468714811673E-7    -3.2741925438130776E-7   2.2123703948375387E-14                            -2.811978367641821E-13
0                         1.8478468714811673E-7    -3.1144758343587815E-7   2.3562272690564912E-14                            -2.845261712077521E-13
0                         1.8478468714811673E-7    -2.954759124904485E-7    2.458286840880249E-14                             -2.870773173231428E-13
0                         1.8478468714811673E-7    -2.7950424154501886E-7   2.4642000827684542E-14                            -2.9032732381891756E-13
0                         1.8478468714811673E-7    -2.635325705995892E-7    1.588350022859819E-14                             -2.9788074844943663E-13
0                         1.8478468714811673E-7    -2.4756089965415953E-7   -3.0296634366510577E-15                           -3.0975862188809105E-13
0                         1.8478468714811673E-7    -2.3158922870872991E-7   NaN                                               NaN
0                         1.8478468714811673E-7    -2.1561755776330025E-7   NaN                                               NaN
0                         1.8478468714811673E-7    -1.996458868178706E-7    NaN                                               NaN
0                         1.8478468714811673E-7    -1.8367421587244096E-7   NaN                                               NaN
0                         1.8478468714811673E-7    -1.677025449270113E-7    NaN                                               NaN
0                         1.8478468714811673E-7    -1.5173087398158168E-7   NaN                                               NaN
0                         1.8478468714811673E-7    -1.3575920303615201E-7   NaN                                               NaN
0                         1.8478468714811673E-7    -1.1978753209072235E-7   NaN                                               NaN
0                         1.8478468714811673E-7    -1.0381586114529273E-7   NaN                                               NaN
0                         1.8478468714811673E-7    -8.784419019986307E-8    NaN                                               NaN
0                         1.8478468714811673E-7    -7.187251925443345E-8    NaN                                               NaN
0                         1.8478468714811673E-7    -5.590084830900378E-8    NaN                                               NaN
0                         1.8478468714811673E-7    -3.9929177363574116E-8   NaN                                               NaN
0                         1.8478468714811673E-7    -2.39575064181445E-8     NaN                                               NaN
0                         1.8478468714811673E-7    -7.985835472714834E-9    NaN                                               NaN
0                         1.8478468714811673E-7    7.985835472714834E-9     NaN                                               NaN
0                         1.8478468714811673E-7    2.3957506418144448E-8    NaN                                               NaN
0                         1.8478468714811673E-7    3.9929177363574116E-8    NaN                                               NaN
0                         1.8478468714811673E-7    5.590084830900378E-8     NaN                                               NaN
0                         1.8478468714811673E-7    7.18725192544334E-8      NaN                                               NaN
0                         1.8478468714811673E-7    8.784419019986301E-8     NaN                                               NaN
0                         1.8478468714811673E-7    1.0381586114529268E-7    NaN                                               NaN
0                         1.8478468714811673E-7    1.1978753209072235E-7    NaN                                               NaN
0                         1.8478468714811673E-7    1.3575920303615201E-7    NaN                                               NaN
0                         1.8478468714811673E-7    1.5173087398158168E-7    NaN                                               NaN
0                         1.8478468714811673E-7    1.6770254492701124E-7    NaN                                               NaN
0                         1.8478468714811673E-7    1.836742158724409E-7     NaN                                               NaN
0                         1.8478468714811673E-7    1.9964588681787058E-7    NaN                                               NaN
0                         1.8478468714811673E-7    2.1561755776330025E-7    NaN                                               NaN
0                         1.8478468714811673E-7    2.3158922870872991E-7    NaN                                               NaN
0                         1.8478468714811673E-7    2.475608996541595E-7     -9.911805489147305E-16                            3.064575377666834E-13
0                         1.8478468714811673E-7    2.6353257059958914E-7    1.558680795457864E-14                             2.9599707152719996E-13
0                         1.8478468714811673E-7    2.795042415450188E-7     2.126259902966186E-14                             2.9182200071456334E-13
0                         1.8478468714811673E-7    2.954759124904485E-7     2.2648226384956032E-14                            2.8958828039104735E-13
0                         1.8478468714811673E-7    3.1144758343587815E-7    2.3294691134600416E-14                            2.86759167303641E-13
0                         1.8478468714811673E-7    3.274192543813078E-7     2.3201467719993587E-14                            2.833333456838044E-13
0                         1.8478468714811673E-7    3.433909253267374E-7     2.2299058870974487E-14                            2.793294121227697E-13
0                         1.8478468714811673E-7    3.5936259627216704E-7    1.79218004943947E-14                              2.761415463366756E-13
0                         1.8478468714811673E-7    3.753342672175967E-7     9.746927496614287E-15                             2.744198219194536E-13
0                         1.8478468714811673E-7    3.913059381630264E-7     -8.832132680647718E-16                            2.741295433003793E-13
0                         2.0018341107712645E-7    -3.913059381630264E-7    7.094384125116367E-16                             -2.832126549171698E-13
0                         2.0018341107712645E-7    -3.753342672175967E-7    1.0830514059131486E-14                            -2.8301423091451535E-13
0                         2.0018341107712645E-7    -3.593625962721671E-7    1.5795822124695853E-14                            -2.8313507309900155E-13
0                         2.0018341107712645E-7    -3.4339092532673743E-7   1.779962121231793E-14                             -2.8470583215530513E-13
0                         2.0018341107712645E-7    -3.2741925438130776E-7   1.879025492325479E-14                             -2.880787987779713E-13
0                         2.0018341107712645E-7    -3.1144758343587815E-7   1.9363215572076448E-14                            -2.906770804646961E-13
0                         2.0018341107712645E-7    -2.954759124904485E-7    2.0353832818596532E-14                            -2.9210350698485747E-13
0                         2.0018341107712645E-7    -2.7950424154501886E-7   1.9262683315128675E-14                            -2.937926178105055E-13
0                         2.0018341107712645E-7    -2.635325705995892E-7    8.360690397679582E-15                             -2.995784790545455E-13
0                         2.0018341107712645E-7    -2.4756089965415953E-7   -1.2187460983379506E-14                           -3.0935574160189815E-13
0                         2.0018341107712645E-7    -2.3158922870872991E-7   -4.2209065974856764E-14                           -3.2301371688584866E-13
0                         2.0018341107712645E-7    -2.1561755776330025E-7   NaN                                               NaN
0                         2.0018341107712645E-7    -1.996458868178706E-7    NaN                                               NaN
0                         2.0018341107712645E-7    -1.8367421587244096E-7   NaN                                               NaN
0                         2.0018341107712645E-7    -1.677025449270113E-7    NaN                                               NaN
0                         2.0018341107712645E-7    -1.5173087398158168E-7   NaN                                               NaN
0                         2.0018341107712645E-7    -1.3575920303615201E-7   NaN                                               NaN
0                         2.0018341107712645E-7    -1.1978753209072235E-7   NaN                                               NaN
0                         2.0018341107712645E-7    -1.0381586114529273E-7   NaN                                               NaN
0                         2.0018341107712645E-7    -8.784419019986307E-8    NaN                                               NaN
0                         2.0018341107712645E-7    -7.187251925443345E-8    NaN                                               NaN
0                         2.0018341107712645E-7    -5.590084830900378E-8    NaN                                               NaN
0                         2.0018341107712645E-7    -3.9929177363574116E-8   NaN                                               NaN
0                         2.0018341107712645E-7    -2.39575064181445E-8     NaN                                               NaN
0                         2.0018341107712645E-7    -7.985835472714834E-9    NaN                                               NaN
0                         2.0018341107712645E-7    7.985835472714834E-9     NaN                                               NaN
0                         2.0018341107712645E-7    2.3957506418144448E-8    NaN                                               NaN
0                         2.0018341107712645E-7    3.9929177363574116E-8    NaN                                               NaN
0                         2.0018341107712645E-7    5.590084830900378E-8     NaN                                               NaN
0                         2.0018341107712645E-7    7.18725192544334E-8      NaN                                               NaN
0                         2.0018341107712645E-7    8.784419019986301E-8     NaN                                               NaN
0                         2.0018341107712645E-7    1.0381586114529268E-7    NaN                                               NaN
0                         2.0018341107712645E-7    1.1978753209072235E-7    NaN                                               NaN
0                         2.0018341107712645E-7    1.3575920303615201E-7    NaN                                               NaN
0                         2.0018341107712645E-7    1.5173087398158168E-7    NaN                                               NaN
0                         2.0018341107712645E-7    1.6770254492701124E-7    NaN                                               NaN
0                         2.0018341107712645E-7    1.836742158724409E-7     NaN                                               NaN
0                         2.0018341107712645E-7    1.9964588681787058E-7    NaN                                               NaN
0                         2.0018341107712645E-7    2.1561755776330025E-7    NaN                                               NaN
0                         2.0018341107712645E-7    2.3158922870872991E-7    -3.862910909526059E-14                            3.180418342149364E-13
0                         2.0018341107712645E-7    2.475608996541595E-7     -1.0662073862745751E-14                           3.052533485547253E-13
0                         2.0018341107712645E-7    2.6353257059958914E-7    7.190698673313804E-15                             2.979881219928063E-13
0                         2.0018341107712645E-7    2.795042415450188E-7     1.455780673080023E-14                             2.9584786327107094E-13
0                         2.0018341107712645E-7    2.954759124904485E-7     1.7216687848471758E-14                            2.942482048333808E-13
0                         2.0018341107712645E-7    3.1144758343587815E-7    1.9140498439879657E-14                            2.920544093750853E-13
0                         2.0018341107712645E-7    3.274192543813078E-7     2.032867354666663E-14                             2.8926519528355756E-13
0                         2.0018341107712645E-7    3.433909253267374E-7     2.0780656613819236E-14                            2.8587928226709266E-13
0                         2.0018341107712645E-7    3.5936259627216704E-7    1.924121594643073E-14                             2.8324060021266317E-13
0                         2.0018341107712645E-7    3.753342672175967E-7     1.2358760419289716E-14                            2.8267920744836363E-13
0                         2.0018341107712645E-7    3.913059381630264E-7     -7.094384125115545E-16                            2.8321265491716973E-13
0                         2.155821350061362E-7     -3.913059381630264E-7    5.140741755917857E-16                             -2.89446417421462E-13
0                         2.155821350061362E-7     -3.753342672175967E-7    8.616315190901161E-15                             -2.883935933031815E-13
0                         2.155821350061362E-7     -3.593625962721671E-7    1.3892772554033508E-14                            -2.8754079178151876E-13
0                         2.155821350061362E-7     -3.4339092532673743E-7   1.5663327215920747E-14                            -2.888298638391165E-13
0                         2.155821350061362E-7     -3.2741925438130776E-7   1.6018800919699383E-14                            -2.912586540805427E-13
0                         2.155821350061362E-7     -3.1144758343587815E-7   1.6153376476504943E-14                            -2.930138245052433E-13
0                         2.155821350061362E-7     -2.954759124904485E-7    1.766935683432177E-14                             -2.9246133923194547E-13
0                         2.155821350061362E-7     -2.7950424154501886E-7   1.469341384691945E-14                             -2.9240310751955116E-13
0                         2.155821350061362E-7     -2.635325705995892E-7    2.6960954848523716E-15                            -2.9598817150433184E-13
0                         2.155821350061362E-7     -2.4756089965415953E-7   -1.8325697270939416E-14                           -3.0321870539471883E-13
0                         2.155821350061362E-7     -2.3158922870872991E-7   -4.837510038309836E-14                            -3.14096909348159E-13
0                         2.155821350061362E-7     -2.1561755776330025E-7   -8.344938659311462E-14                            -3.2486345797245627E-13
0                         2.155821350061362E-7     -1.996458868178706E-7    -1.1896651567797077E-13                           -3.3376867157013173E-13
0                         2.155821350061362E-7     -1.8367421587244096E-7   NaN                                               NaN
0                         2.155821350061362E-7     -1.677025449270113E-7    NaN                                               NaN
0                         2.155821350061362E-7     -1.5173087398158168E-7   NaN                                               NaN
0                         2.155821350061362E-7     -1.3575920303615201E-7   NaN                                               NaN
0                         2.155821350061362E-7     -1.1978753209072235E-7   NaN                                               NaN
0                         2.155821350061362E-7     -1.0381586114529273E-7   NaN                                               NaN
0                         2.155821350061362E-7     -8.784419019986307E-8    NaN                                               NaN
0                         2.155821350061362E-7     -7.187251925443345E-8    NaN                                               NaN
0                         2.155821350061362E-7     -5.590084830900378E-8    NaN                                               NaN
0                         2.155821350061362E-7     -3.9929177363574116E-8   NaN                                               NaN
0                         2.155821350061362E-7     -2.39575064181445E-8     NaN                                               NaN
0                         2.155821350061362E-7     -7.985835472714834E-9    NaN                                               NaN
0                         2.155821350061362E-7     7.985835472714834E-9     NaN                                               NaN
0                         2.155821350061362E-7     2.3957506418144448E-8    NaN                                               NaN
0                         2.155821350061362E-7     3.9929177363574116E-8    NaN                                               NaN
0                         2.155821350061362E-7     5.590084830900378E-8     NaN                                               NaN
0                         2.155821350061362E-7     7.18725192544334E-8      NaN                                               NaN
0                         2.155821350061362E-7     8.784419019986301E-8     NaN                                               NaN
0                         2.155821350061362E-7     1.0381586114529268E-7    NaN                                               NaN
0                         2.155821350061362E-7     1.1978753209072235E-7    NaN                                               NaN
0                         2.155821350061362E-7     1.3575920303615201E-7    NaN                                               NaN
0                         2.155821350061362E-7     1.5173087398158168E-7    NaN                                               NaN
0                         2.155821350061362E-7     1.6770254492701124E-7    NaN                                               NaN
0                         2.155821350061362E-7     1.836742158724409E-7     NaN                                               NaN
0                         2.155821350061362E-7     1.9964588681787058E-7    -1.153651179053118E-13                            3.3163022872511403E-13
0                         2.155821350061362E-7     2.1561755776330025E-7    -8.14328427248695E-14                             3.2305415852039873E-13
0                         2.155821350061362E-7     2.3158922870872991E-7    -4.4818310326324765E-14                           3.0949416668354436E-13
0                         2.155821350061362E-7     2.475608996541595E-7     -1.6866758560061012E-14                           3.00033893666516E-13
0                         2.155821350061362E-7     2.6353257059958914E-7    1.1672648331844657E-15                            2.957886422404348E-13
0                         2.155821350061362E-7     2.795042415450188E-7     8.746824650227119E-15                             2.957779753245177E-13
0                         2.155821350061362E-7     2.954759124904485E-7     1.1835329137038857E-14                            2.9478127102802406E-13
0                         2.155821350061362E-7     3.1144758343587815E-7    1.4422858127252926E-14                            2.931703082398881E-13
0                         2.155821350061362E-7     3.274192543813078E-7     1.6509411620869305E-14                            2.9094508696010973E-13
0                         2.155821350061362E-7     3.433909253267374E-7     1.8079791081039088E-14                            2.8812969204587206E-13
0                         2.155821350061362E-7     3.5936259627216704E-7    1.6596444497860792E-14                            2.875883776125931E-13
0                         2.155821350061362E-7     3.753342672175967E-7     1.0143917072509406E-14                            2.8838957012960085E-13
0                         2.155821350061362E-7     3.913059381630264E-7     -5.140741755917226E-16                            2.8944641742146195E-13
0                         2.3098085893514593E-7    -3.913059381630264E-7    2.7301174095941767E-16                            -2.930671286114015E-13
0                         2.3098085893514593E-7    -3.753342672175967E-7    6.356418124958319E-15                             -2.9115990437749477E-13
0                         2.3098085893514593E-7    -3.593625962721671E-7    1.0034601896416848E-14                            -2.8989259241268364E-13
0                         2.3098085893514593E-7    -3.4339092532673743E-7   1.3158481268967963E-14                            -2.8861168791748906E-13
0                         2.3098085893514593E-7    -3.2741925438130776E-7   1.4864225443193854E-14                            -2.892224470732786E-13
0                         2.3098085893514593E-7    -3.1144758343587815E-7   1.4887754566453274E-14                            -2.9134033681469484E-13
0                         2.3098085893514593E-7    -2.954759124904485E-7    1.2650657163911988E-14                            -2.917834023600803E-13
0                         2.3098085893514593E-7    -2.7950424154501886E-7   9.17694593433701E-15                              -2.892833186830296E-13
0                         2.3098085893514593E-7    -2.635325705995892E-7    -3.2684858745809764E-15                           -2.9039162705280794E-13
0                         2.3098085893514593E-7    -2.4756089965415953E-7   -2.4688280065256007E-14                           -2.9511017965432886E-13
0                         2.3098085893514593E-7    -2.3158922870872991E-7   -5.4749016169063255E-14                           -3.029838996711881E-13
0                         2.3098085893514593E-7    -2.1561755776330025E-7   -8.750272259724049E-14                            -3.096310683366282E-13
0                         2.3098085893514593E-7    -1.996458868178706E-7    -1.2121648132662624E-13                           -3.1524251947026834E-13
0                         2.3098085893514593E-7    -1.8367421587244096E-7   -1.590205826452639E-13                            -3.174200678895547E-13
0                         2.3098085893514593E-7    -1.677025449270113E-7    -2.0550761500962164E-13                           -3.252577336907821E-13
0                         2.3098085893514593E-7    -1.5173087398158168E-7   NaN                                               NaN
0                         2.3098085893514593E-7    -1.3575920303615201E-7   NaN                                               NaN
0                         2.3098085893514593E-7    -1.1978753209072235E-7   NaN                                               NaN
0                         2.3098085893514593E-7    -1.0381586114529273E-7   NaN                                               NaN
0                         2.3098085893514593E-7    -8.784419019986307E-8    NaN                                               NaN
0                         2.3098085893514593E-7    -7.187251925443345E-8    NaN                                               NaN
0                         2.3098085893514593E-7    -5.590084830900378E-8    NaN                                               NaN
0                         2.3098085893514593E-7    -3.9929177363574116E-8   NaN                                               NaN
0                         2.3098085893514593E-7    -2.39575064181445E-8     NaN                                               NaN
0                         2.3098085893514593E-7    -7.985835472714834E-9    NaN                                               NaN
0                         2.3098085893514593E-7    7.985835472714834E-9     NaN                                               NaN
0                         2.3098085893514593E-7    2.3957506418144448E-8    NaN                                               NaN
0                         2.3098085893514593E-7    3.9929177363574116E-8    NaN                                               NaN
0                         2.3098085893514593E-7    5.590084830900378E-8     NaN                                               NaN
0                         2.3098085893514593E-7    7.18725192544334E-8      NaN                                               NaN
0                         2.3098085893514593E-7    8.784419019986301E-8     NaN                                               NaN
0                         2.3098085893514593E-7    1.0381586114529268E-7    NaN                                               NaN
0                         2.3098085893514593E-7    1.1978753209072235E-7    NaN                                               NaN
0                         2.3098085893514593E-7    1.3575920303615201E-7    NaN                                               NaN
0                         2.3098085893514593E-7    1.5173087398158168E-7    NaN                                               NaN
0                         2.3098085893514593E-7    1.6770254492701124E-7    -2.0608465364551772E-13                           3.1910986802687356E-13
0                         2.3098085893514593E-7    1.836742158724409E-7     -1.5912420634387166E-13                           3.15643949087473E-13
0                         2.3098085893514593E-7    1.9964588681787058E-7    -1.1688502603367898E-13                           3.100676891392653E-13
0                         2.3098085893514593E-7    2.1561755776330025E-7    -8.219744273940175E-14                            3.062417684213674E-13
0                         2.3098085893514593E-7    2.3158922870872991E-7    -5.040481485761173E-14                            2.9899299759109343E-13
0                         2.3098085893514593E-7    2.475608996541595E-7     -2.2795800494670336E-14                           2.926888601671989E-13
0                         2.3098085893514593E-7    2.6353257059958914E-7    -4.924015357470864E-15                            2.914601072511668E-13
0                         2.3098085893514593E-7    2.795042415450188E-7     2.7433413753939397E-15                            2.9358452505013736E-13
0                         2.3098085893514593E-7    2.954759124904485E-7     6.14489337827825E-15                              2.9315517700209846E-13
0                         2.3098085893514593E-7    3.1144758343587815E-7    9.045469884564837E-15                             2.9211157046241715E-13
0                         2.3098085893514593E-7    3.274192543813078E-7     1.1389156447590855E-14                            2.9133146370983265E-13
0                         2.3098085893514593E-7    3.433909253267374E-7     1.2215811464452947E-14                            2.917105403786946E-13
0                         2.3098085893514593E-7    3.5936259627216704E-7    1.118902571105342E-14                             2.916533536458815E-13
0                         2.3098085893514593E-7    3.753342672175967E-7     7.974771923441619E-15                             2.9148688149648535E-13
