% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 1 2026, 11:45
% Dimension:          3
% Nodes:              305
% Expressions:        2
% Description:        Electric field, y-component, Electric field norm
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=8E-12                      ewfd.normE (V/m) @ lambda=8E-12
-3.3087224502121107E-24   3.11640147700064E-7      -1.1976618988071797E-8   9046533.796290811-903282.5220768292i              9920649.590215424
8.271806125530277E-25     3.251713317899763E-7     -4.5402139950156244E-8   9831273.439928802-1160061.816440142i              1.0991128938407311E7
3.3087224502121107E-24    3.341587528859366E-7     2.3248404524220318E-23   9909827.146625156-1539571.506032286i              1.0562184959429283E7
3.3087224502121107E-24    2.1377803373446657E-7    -8.98969548131277E-8     5420402.059622789+1959646.9658949643i             9196778.216531869
3.3087224502121107E-24    2.873933361043472E-7     -1.114077343861201E-7    8651295.721457839+141850.72183094604i             1.3080881806394268E7
0                         3.182396563385692E-7     -6.343381124083152E-8    9795391.72928339-933712.4560955098i               1.1585458573580928E7
-1.6543612251060553E-24   1.99411942363288E-7      -1.1418858509067949E-7   5180684.875862002+2570259.9509943034i             1.0511465099610625E7
0                         2.1845653395423077E-7    -1.6518554386307116E-7   6079561.156596367+2836951.282752152i              1.490412867259693E7
3.3087224502121107E-24    2.4663417250518805E-7    -1.4426116112124456E-7   7414829.878441639+1649298.2063493328i             1.4300997277215632E7
-1.0339757656912846E-25   1.1513907745767914E-7    -2.0461885748524736E-7   -343033.11377403355+6370317.345450598i            1.2523060848102504E7
4.1359030627651384E-25    2.5720174943636357E-7    5.1192065844283316E-8    7238545.462794962+636712.950171674i               8835437.517449148
0                         2.538559103127853E-7     5.584570174921412E-8     7096767.5352972895+748542.0311016523i             8756236.150173377
0                         3.24970696555981E-7      5.0869258428683064E-8    9970981.405766778-1203983.032953754i              1.1193431191475386E7
0                         3.258812924319995E-7     4.569473248067654E-8     9990698.970380846-1236649.7212966601i             1.1068386299230136E7
-3.3087224502121107E-24   2.951442792554136E-7     1.024258598957873E-7     9132677.803872433-362871.39672095294i             1.2852381760939784E7
0                         3.221038368927431E-7     5.584714369209338E-8     9875893.001978643-1090157.246412722i              1.1409096194479678E7
0                         2.5315329523993733E-7    6.001853845885086E-8     7184209.035838907+759546.4812443809i              9019856.950873617
0                         2.5085145295922413E-7    5.462592438847495E-8     7012458.589104807+814838.5076282924i              8651281.19036643
-1.6543612251060553E-24   1.8936295177487544E-7    -5.345153217925148E-8    4532246.027163049+2298259.192021868i              7404491.579884633
0                         3.0382501758412077E-7    -4.485991782714857E-8    9127116.066621847-640323.8596355615i              1.041480746422646E7
0                         3.232695709983424E-7     -5.53045889386516E-8     9809236.61807115-1116789.8832244137i              1.1234049260725707E7
3.3087224502121107E-24    2.3887937212247125E-7    -7.0981566033776E-9      6391298.192777647+856893.8395132624i              7383567.717465291
0                         2.1590675670731769E-7    1.6443578411235084E-7    6705677.902968194+2541807.561949733i              1.4817617455366472E7
8.271806125530277E-25     2.0626333866638028E-7    1.6851892779815737E-7    5433954.7623956455+3308774.958472246i             1.4733463468236923E7
8.271806125530277E-25     2.478102917674804E-7     5.7999085052770066E-8    7027919.327346792+925077.641071752i               8810384.06459408
8.271806125530277E-25     2.0848700466590606E-7    1.7050596155886884E-7    5817427.994771262+3216662.167321842i              1.5302216507868186E7
3.3087224502121107E-24    1.8845011221180134E-7    -7.933319908910908E-8    4219368.246517702+2492785.378164303i              7624690.271086755
-1.0587911840678754E-22   0                        -2.184438086758795E-7    -4187432.336118577+7694053.956027201i             9037919.288964495
6.6174449004242214E-24    7.412316040165247E-8     -9.059081845819273E-8    1352515.6690446988+3787255.8502794355i            6263122.298278709
0                         1.1222187758084808E-7    -2.0359382100811807E-7   -1107423.2112578307+6632257.236234152i            1.2255290339968065E7
-1.6543612251060553E-24   1.6148098076991665E-7    -8.194116355486126E-8    3495824.3501878637+2930408.74279959i              7129495.954657219
0                         1.1244237034527167E-7    -2.0569679271964817E-7   -1173557.6140695144+6769987.878249967i            1.2306096690167647E7
0                         1.114934002831982E-7     -2.0583860403134034E-7   -1916335.3775319622+7058082.69646208i             1.2410085152254827E7
0                         2.0046547469079038E-7    1.684949217441033E-7     4610720.143310307+3650587.1882007024i             1.4471510278093794E7
-3.3087224502121107E-24   1.1811756029585402E-7    1.0937180041687409E-7    1968585.8822222613+3724100.416965449i             7109835.908060438
0                         9.892122696120922E-8     2.0811770775040243E-7    -2210472.6453172197+7106222.867549455i            1.2233667889017727E7
-1.0587911840678754E-22   0                        2.1844380867587958E-7    -3877440.6658604415+7628453.349592743i            8687115.259329058
8.271806125530277E-25     2.040893509695161E-7     1.7271580831706605E-7    4925974.337837328+3653785.1613078993i             1.4998366006269882E7
0                         9.901265081548767E-8     2.086243933096728E-7     -1991026.0319023528+7100444.405728209i            1.2141027849121718E7
-1.0339757656912846E-25   9.844532377288113E-8     2.0870917300429743E-7    -2597962.6259473665+7258665.264035697i            1.236229192275313E7
0                         4.3156852068532967E-7    -9.441573109727262E-8    2.6058597410111215E7-9502984.753271632i           2.833688127293469E7
3.3087224502121107E-24    4.0481067694876277E-7    -7.106334885445178E-8    2.6984517341843992E7-9603076.930317843i           2.910250934316514E7
0                         4.0481067694876277E-7    -1.2247503680099905E-7   2.6789162801807206E7-9047891.728680959i           2.8821929820875753E7
3.3087224502121107E-24    4.2236659387354457E-7    -3.3156600261566373E-7   1.225506122752753E7-3302382.8702941714i           1.4228432489036918E7
-3.3087224502121107E-24   4.0481067694876277E-7    -3.1657404149144293E-7   1.4415070991710568E7-3609970.5569848274i          1.6248733503562404E7
-3.3087224502121107E-24   4.048106769487627E-7     -3.4115748411427057E-7   1.1654401545789814E7-2947982.7333316677i          1.3658002729389764E7
0                         4.502508420350996E-7     -2.9324605695653366E-7   1.4625151008992035E7-4534822.764500761i           1.655718840863409E7
0                         4.561468564307357E-7     -2.3347254581814542E-7   1.9544524420391124E7-6425431.156865873i           2.1315933497902434E7
-3.3087224502121107E-24   4.0481067694876277E-7    -2.218305523870462E-7    2.250536821518726E7-6638522.489385027i            2.41276983508158E7
0                         4.0481067694876277E-7    -2.491234228295679E-7    2.0305931825493053E7-5732229.817461927i           2.1884497770102255E7
0                         4.0481067694876277E-7    -1.847936517365227E-7    2.4568109469596665E7-7626703.721680512i           2.636329431171428E7
0                         4.997136481438985E-7     -5.4578163674120465E-8   2.3580214217553046E7-9717353.686345251i           2.6038096017526098E7
