% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 1 2026, 12:03
% Dimension:          3
% Nodes:              357
% Expressions:        1
% Description:        Electric field, y-component
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=1E-12
1.6543612251060553E-24    3.328258745815588E-7     -2.681823842624209E-7    1.024937325871247E7-1260700.7636301685i
0                         3.2215553629419776E-7    -2.5243382297855174E-7   1.06947897659083E7-1278404.6174791884i
-1.6543612251060553E-24   3.043429408055094E-7     -2.6089305079404214E-7   1.1709121991790032E7-1384623.2661464622i
3.3087224502121107E-24    3.2179985988153985E-7    -1.927950442301918E-7    9132185.396429634-1056677.2211635183i
4.1359030627651384E-25    1.0205880176318907E-7    -3.65934549534446E-7     2.1948722689526595E7-2176494.928921902i
3.3087224502121107E-24    1.229602579813722E-7     -4.454999999999999E-7    2.240850485468961E7-2251746.6593451966i
6.6174449004242214E-24    9.187797074751496E-8     -4.454999999999999E-7    2.304504852245175E7-2282856.584853024i
2.7917345673664684E-24    1.0118710880551074E-7    -3.6580289809793065E-7   2.1979864970165942E7-2172618.616657932i
-8.375203702099405E-24    1.01346545756948E-7      -3.646618042051065E-7    2.196800095581277E7-2170395.471870838i
-8.375203702099405E-24    1.0128230550336893E-7    -3.6501221436648336E-7   2.2145060532966334E7-2170660.050882888i
-8.375203702099405E-24    1.0162327474647366E-7    -3.6497176650213317E-7   2.2067671831159893E7-2171359.3430256215i
2.3781442610899546E-24    1.0001298374534613E-7    -3.6453617679211123E-7   2.193114800366982E7-2175395.03693849i
3.101927297073854E-25     1.0488740949516866E-7    -3.655423174223095E-7    2.187878800318478E7-2176609.9748095823i
0                         0                        -4.4549999999999996E-7   2.416085367836602E7-2307002.7737507136i
0                         0                        -3.4538085935338504E-7   2.1194728774308957E7-2160336.354627135i
0                         9.957408903520677E-8     -3.6076487094149834E-7   2.1701850024877038E7-2159139.8256699517i
1.6543612251060553E-24    4.05E-7                  -4.454999999999999E-7    6040966.8967360575-970979.5066252924i
0                         3.0989437806273314E-7    -3.5824145004601504E-7   1.3438945742416754E7-1693404.905611695i
1.6543612251060553E-24    2.2338048895211112E-7    -3.786997143671236E-7    1.865892128728805E7-2009423.2115954112i
1.6543612251060553E-24    2.0997228703535474E-7    -3.7854053528575486E-7   1.910739946946624E7-2039313.561546696i
-1.809457589959748E-23    1.8879687046885873E-7    -2.9704586673540736E-7   1.7519024193032574E7-1853956.2919312418i
-1.809457589959748E-23    1.8896361542786332E-7    -2.9701769426919125E-7   1.752847580326667E7-1835079.2038874927i
-1.809457589959748E-23    1.888962323811267E-7     -2.971571613511841E-7    1.7504556531646155E7-1835760.0041571509i
-1.809457589959748E-23    1.890514545954827E-7     -2.9715996888192254E-7   1.7629081879929136E7-1844841.55608695i
1.3958672836832342E-24    1.8917170216459414E-7    -2.9700891836352635E-7   1.7501351957978368E7-1854139.5917010144i
-2.3005960786631082E-24   1.8921867874226825E-7    -2.980420331746075E-7    1.7529388987697948E7-1852827.8447795764i
3.5155176033503676E-24    1.896369518407359E-7     -2.974196339012212E-7    1.7647478971285548E7-1876963.5052732355i
1.0339757656912846E-25    1.8641695911796334E-7    -2.9692825149633596E-7   1.740278513725955E7-1856423.2194251753i
2.7658851732241863E-24    1.892275534648743E-7     -2.966859820971423E-7    1.7354153248473953E7-1847493.5772707541i
8.013312184107456E-25     1.8869733953674342E-7    -2.966931670688722E-7    1.7361039628688093E7-1846082.1512820108i
3.3087224502121107E-24    0                        -3.1680208622107123E-7   1.978390399818954E7-2064146.0219020427i
1.6543612251060553E-24    7.198442187251522E-8     -2.902850317424322E-7    1.8152137940911345E7-1928165.143242706i
0                         3.527479741298276E-7     1.0156705453702295E-7    -6247345.181649994+593868.3210548656i
4.963083675318166E-24     4.0500000000000004E-7    1.0483433646592005E-7    -2559767.8094889903+361072.91504588764i
0                         4.0499999999999993E-7    1.2843267564053058E-7    -2969053.593195013+443939.98034501856i
1.6543612251060553E-24    3.125318136652158E-7     1.5181590896225756E-7    -8824432.91054369+913640.6337745863i
-4.963083675318166E-24    3.303829611806797E-7     1.2762098538370945E-7    -7548865.310210039+772919.6174220366i
-3.3087224502121107E-24   3.538621305915753E-7     1.4618654962126732E-7    -6398865.477371944+717166.93835982i
-3.3087224502121107E-24   4.0499999999999993E-7    1.5536809998364214E-7    -3318275.983132659+505529.7242724272i
-3.3087224502121107E-24   3.72727081607797E-7      2.0046709680154934E-7    -6102194.604866212+816508.745646514i
0                         3.3004770761928105E-7    1.7732094118206457E-7    -8412594.637226999+985296.1915775025i
0                         3.0147508767166456E-7    1.9577052087250105E-7    -1.0144887482650757E7+1139913.0653470005i
0                         3.4345836922371087E-7    2.2319147254519124E-7    -8683519.27595163+1078881.8349483353i
-3.3087224502121107E-24   4.05E-7                  2.735652982785125E-7     -4909131.353992+802046.5583532674i
-3.3087224502121107E-24   3.720860354356362E-7     2.5052669610440564E-7    -7162940.100620518+971068.1303991169i
3.3087224502121107E-24    4.0499999999999993E-7    2.320617872425941E-7     -4402535.1584200915+708260.8367479799i
3.3087224502121107E-24    0                        3.1811914064661494E-7    -1.9912985471054357E7+2070094.9244615284i
-3.3087224502121107E-24   2.6757782579705685E-7    2.8078293011286835E-7    -1.3820152955490533E7+1612877.3799357307i
1.6543612251060553E-24    2.1178523028094897E-7    2.571653866646535E-7     -1.4497393117617777E7+1615293.3066759936i
0                         2.311789658019234E-7     3.1969155330587577E-7    -1.6739557073174369E7+1838329.657507683i
3.3087224502121107E-24    2.6846293266663124E-7    2.3306344821711997E-7    -1.2256900762143577E7+1388090.3038192373i
3.3087224502121107E-24    3.3760489149344435E-7    2.609988592843833E-7     -9763923.545194373+1230362.6396936728i
3.3087224502121107E-24    2.992648110598895E-7     2.3033719615781518E-7    -1.0884276256257635E7+1272477.2262485945i
0                         3.13925395903042E-7      2.770137997670035E-7     -1.1582571680735845E7+1419559.5683577647i
1.6543612251060553E-23    3.2927163314406747E-7    3.616657464838949E-7     -1.2530295458597578E7+1544185.8319365499i
-1.6543612251060553E-24   3.293741581456172E-7     3.539250287028797E-7     -1.2206043998191608E7+1504673.9481630924i
1.6543612251060553E-23    3.3390163942382485E-7    3.620691145343137E-7     -1.1923740287609164E7+1459279.7694946495i
-8.271806125530277E-25    3.3553216352451E-7       3.4355600213024507E-7    -1.1347190615274008E7+1413963.8592612077i
5.790264287871194E-24     3.3337253503560996E-7    3.701588306747554E-7     -1.2111401305793807E7+1496977.3363870895i
-2.481541837659083E-24    3.129454890763891E-7     3.603046123239545E-7     -1.3608928576402575E7+1641861.9324372353i
8.271806125530277E-25     3.4157106015514567E-7    3.544596371314311E-7     -1.1056362458440669E7+1396763.3858137731i
-4.963083675318166E-24    3.409634210589772E-7     3.6209772157797953E-7    -1.1131286953977326E7+1404285.3725491331i
-8.271806125530277E-25    3.2473826955975E-7       3.697089993008175E-7     -1.2916782199836507E7+1587950.2476759497i
3.3087224502121107E-24    3.790085081135071E-7     3.091434151373879E-7     -7239225.526079449+1024802.8395986427i
0                         4.05E-7                  3.3660671764184514E-7    -5594404.581050079+904744.9112206503i
-3.3087224502121107E-24   4.0499999999999993E-7    3.599381553071932E-7     -5795092.492027267+942377.21789533i
-4.1359030627651384E-25   3.661809926110364E-7     3.9949853692337553E-7    -9168198.76228509+1237938.208348353i
8.271806125530277E-25     4.0499999999999993E-7    4.2501238309926197E-7    -5890828.709490748+940092.8832493724i
0                         1.1115187150364822E-7    3.230096667381466E-7     -1.97427303088912E7+2038220.76505003i
-3.3087224502121107E-24   1.9232187095677768E-7    3.3717828838712353E-7    -1.8248003654592033E7+1975729.0022718012i
6.6174449004242214E-24    1.8601180600101045E-7    3.673769359421495E-7     -1.953896375854869E7+2069392.5337911383i
0                         1.123003350172797E-7     3.41921842047284E-7      -2.0516702183570083E7+2091568.9409975572i
0                         1.5455481895543223E-7    4.1436884091150925E-7    -2.1144847591342106E7+2189593.2970454735i
3.3087224502121107E-24    2.2089071643573936E-7    3.554368049398117E-7     -1.8161146745684054E7+1989900.139173278i
0                         2.052318650827309E-7     4.035065197448565E-7     -1.949289468466207E7+2071134.5372441704i
0                         1.8381193472561104E-7    4.4549999999999985E-7    -2.0814917250533603E7+2162426.6219410896i
-6.6174449004242214E-24   2.1722041413852846E-7    4.4549999999999985E-7    -1.9375276748508267E7+2093004.8417579408i
0                         3.841151071330135E-7     4.454999999999999E-7     -7796154.418229039+1125563.9344248648i
6.6174449004242214E-24    3.1550285899493716E-7    4.4549999999999985E-7    -1.3992980370186612E7+1721330.112082027i
3.3087224502121107E-24    2.61414520217548E-7      4.040926537954267E-7     -1.6716063101540083E7+1890212.1009550374i
3.3087224502121107E-24    2.87063175945506E-7      4.4549999999999985E-7    -1.5745188326734832E7+1845388.7347807914i
1.6543612251060553E-24    9.318306857917759E-8     3.341960237443665E-7     -2.0505562730014272E7+2091430.6987669042i
0                         2.709295942038924E-8     3.4053980689009577E-7    -2.093138656395159E7+2141042.9432329023i
0                         9.936968505764839E-8     3.668589632183645E-7     -2.1183833003125392E7+2133841.450784892i
0                         1.2296025798137228E-7    4.454999999999999E-7     -2.2392457791117758E7+2250854.330796001i
0                         9.187797074751499E-8     4.454999999999999E-7     -2.3045048522451747E7+2282856.584853095i
0                         0                        4.4549999999999996E-7    -2.4187722572781265E7+2307544.3627191912i
0                         0                        3.466979137789287E-7     -2.130638608849704E7+2161396.2873227955i
1.6543612251060553E-24    4.05E-7                  4.454999999999999E-7     -6001711.277282296+969589.1534589378i
