% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 1 2026, 12:03
% Dimension:          3
% Nodes:              357
% Expressions:        1
% Description:        Electric field, y-component
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=1E-12
3.3087224502121107E-24    8.132164151273462E-7     -3.0889093502113745E-7   7232837.566567883-2335288.4038561992i
9.926167350636332E-24     8.074199076255276E-7     -3.1553049877803573E-7   7381679.739409505-2360396.2328943843i
0                         6.721607233116906E-7     -4.455E-7                1.2672135561131872E7-3089028.884676184i
-2.6469779601696886E-23   8.981523529578601E-7     -4.4549999999999996E-7   5672195.972843804-2521771.713338358i
-3.3087224502121107E-24   7.253368457684986E-7     -4.4549999999999996E-7   1.0937428949608646E7-2907611.515345563i
5.37667398159468E-24      1.215E-6                 8.732574559229382E-9     64315.7446285321+143201.786771442i
-2.0679515313825692E-25   1.1268959465037E-6       5.227169081700507E-8     -623561.8931970352+509823.2842485467i
9.098986738083304E-24     1.2126376682739553E-6    6.403936259602957E-9     -66621.14519630102+63947.11164730578i
4.1359030627651384E-24    1.215E-6                 2.4988748140056306E-9    -158898.85666908836-58416.15366561513i
0                         1.2149999999999998E-6    1.6701820046544376E-7    -933498.8243799387+1726065.7009695326i
0                         1.035904606529041E-6     1.0367114061262876E-7    -1474855.512949806+954540.7984591962i
0                         1.2149999999999998E-6    -4.4549999999999996E-7   1866670.6001351876-3253476.594600457i
6.6174449004242214E-24    9.72699324040614E-7      -3.091343366762282E-7    4025780.3220260656-2182205.8501592437i
1.3234889800848443E-23    1.0224598881796357E-6    -2.1985295013466604E-7   2773663.61023801-1862542.02321267i
1.9852334701272664E-23    1.0875350022453794E-6    -2.077125204738675E-7    2126128.045338151-1849391.3767773926i
-1.3234889800848443E-23   1.2149999999999998E-6    -1.5626287560041607E-7   743064.6235438564-1697886.0257345187i
-1.3234889800848443E-23   9.752735153072758E-7     -2.1907271783560623E-7   3151200.311939193-1792426.164918399i
2.0679515313825692E-24    1.204310246553989E-6     1.348473096341726E-9     -116114.17093969374-19928.735249874364i
0                         9.918136933547865E-7     -1.5462488159909355E-7   2124278.483453515-1299054.5369459693i
-3.3087224502121107E-24   7.509524380529078E-7     -1.2646894404393406E-7   4417298.656328329-1204953.1023458682i
0                         7.555756107920515E-7     -1.3896809380089228E-7   4603635.980128058-1309685.8488405363i
-1.6543612251060553E-24   7.361989458559782E-7     -1.3756863109985273E-7   4921178.291870115-1321453.7736872956i
-1.6543612251060553E-24   7.646789088745446E-7     -1.0525281056743316E-7   3644168.480694248-999994.1033004073i
-9.926167350636332E-24    7.653409434289764E-7     -1.3735608732262426E-7   4440757.651162289-1275955.571086976i
-1.6543612251060553E-24   7.905652758299973E-7     -1.2802704026114854E-7   3823092.2295576837-1170059.6418044786i
9.926167350636332E-24     6.40923865685546E-7      -2.6855387927708157E-7   1.1644684657936722E7-2640691.396444527i
1.6543612251060553E-24    5.768927342290918E-7     -2.7810202485500783E-7   1.5632075507957349E7-3113952.2249239744i
0                         6.30284338872633E-7      -2.427472243185585E-7    1.1351101875654891E7-2495334.896193875i
1.6543612251060553E-24    6.638786016421364E-7     -3.4144155870584834E-7   1.1842556337238839E7-2787867.349884541i
9.926167350636332E-24     6.596687504560925E-7     -2.523701309500776E-7    1.0860633246058755E7-2490316.266076428i
3.3087224502121107E-24    5.743375248037586E-7     -2.162006507261736E-7    1.292493262537406E7-2543922.3748371135i
-4.963083675318166E-24    7.322560753885223E-7     -1.1570613314772139E-7   4082296.428526862-1103681.355663417i
-3.3087224502121107E-24   4.229476789816154E-7     1.2304930426346377E-7    -1.5406964276264673E7+2306163.3589195274i
0                         4.0499999999999993E-7    1.2843267564053058E-7    -1.7247714928085852E7+2536430.671281168i
4.963083675318166E-24     4.0500000000000004E-7    1.0483433646592005E-7    -1.4142513716281602E7+2041559.5808732465i
0                         4.3006386752658733E-7    4.609342036495255E-9     -568783.4695780028+84076.44513843796i
0                         4.0500000000000004E-7    2.5071177408604445E-8    -4056076.2306312905+551528.0188092677i
3.3087224502121107E-24    4.0500000000000004E-7    -1.6658777789044055E-8   3178840.2316681296-408740.8932356118i
-1.6543612251060553E-24   5.057475649582711E-7     -7.083858521324827E-8    6419173.7917744145-1085600.9794231537i
0                         4.937156061610073E-7     -7.612275167876728E-8    7239537.8751433445-1202237.2141660005i
3.3087224502121107E-24    5.163613659715325E-7     -8.972763520836649E-8    7802696.622744826-1352435.425618724i
0                         5.224906744802441E-7     -7.347205790757949E-8    6282722.019269346-1096943.358624052i
0                         5.059971693914353E-7     -8.079731816234046E-8    7411891.957136777-1254074.3891227213i
3.3087224502121107E-24    5.036663645851501E-7     -9.883236845865358E-8    9223286.191512248-1560610.0336809284i
0                         5.125703033830536E-7     -8.207761118875145E-8    7222302.522432479-1243148.230075445i
0                         4.756426370857559E-7     -1.4761615745927355E-7   1.4300352750064291E7-2392350.860330251i
-3.3087224502121107E-24   4.894059883646249E-7     -1.6776594515051276E-7   1.4842434207543457E7-2553427.269552078i
0                         5.2041483771261E-7       -2.733237876229981E-7    1.8372477157859698E7-3413844.8779434706i
1.6543612251060553E-24    4.05E-7                  -4.454999999999999E-7    3.362513510141718E7-5528070.899833572i
0                         1.458331962435541E-7     -2.408062306459975E-8    927907.8622349331-151817.5818586404i
-4.1359030627651384E-25   2.1038990885193158E-7    7.377294459647265E-8     -2442146.3843245218+422740.31480068073i
-1.6543612251060553E-24   1.9416718692265394E-7    -1.3838956692881505E-8   390867.63084391196-75588.48212654956i
-3.3087224502121107E-24   1.9390047367107988E-7    -7.248552237665454E-8    2637921.830506695-436365.1489312162i
-8.271806125530277E-25    1.8036673360092985E-7    -7.978400357287589E-8    2966379.3807825954-487409.2202418905i
8.271806125530277E-25     1.7972923293965396E-7    -5.922009713511576E-8    2118827.156389318-352354.59367476543i
0                         1.7823023133202587E-7    9.106668148712701E-9     -241013.389597404+49141.60243696917i
-9.926167350636332E-24    4.3091712304994005E-7    1.4965408578099417E-7    -1.713267301922906E7+2650280.007648181i
-3.3087224502121107E-24   4.0499999999999993E-7    1.5536809998364214E-7    -1.9724829104449097E7+2971405.156198185i
1.075334796318936E-23     5.122763828886015E-7     3.016566432580802E-7     -2.0793923780702196E7+3784723.1265607127i
-1.6543612251060553E-24   5.097713876176654E-7     2.962928230099749E-7     -2.0685334495796435E7+3748035.141847465i
-6.6174449004242214E-24   5.126962132280286E-7     2.946232044841032E-7     -2.0618761859705355E7+3752313.59131953i
6.6174449004242214E-24    5.030217762413025E-7     3.0014579672453795E-7    -2.1180928286776315E7+3817619.2398842974i
-1.6543612251060553E-24   5.023435948197871E-7     2.950052560091472E-7     -2.0859886819453236E7+3760805.166789672i
-8.271806125530277E-25    5.010508055561108E-7     2.868242215369731E-7     -2.0805481962217383E7+3730129.2398184706i
-1.6543612251060553E-24   5.104784209867601E-7     2.879986309620584E-7     -2.0097789525343135E7+3651653.986582191i
3.3087224502121107E-24    4.0499999999999993E-7    2.320617872425941E-7     -2.582987126200962E7+4101361.4896931723i
-3.3087224502121107E-24   4.05E-7                  2.735652982785125E-7     -2.8390768621474266E7+4585226.244260358i
-6.6174449004242214E-24   7.191603727256436E-7     1.8384425702366384E-7    -6534898.947080857+1736293.993398988i
0                         6.566401525351968E-7     1.3140755295295209E-7    -6298461.07761725+1429846.1039721398i
0                         7.551942082376031E-7     7.367322629255253E-8     -2775361.8648674563+725296.5798502438i
0                         8.291194103648033E-7     1.9104739296724595E-7    -4782874.020184275+1620173.1072128646i
0                         1.0306257635680043E-6    1.074706301271778E-7     -1490791.697601915+1007386.6564776894i
-1.6543612251060553E-24   8.609381620105912E-7     2.047652995090036E-7     -4560167.334821777+1711028.581640284i
1.3234889800848443E-23    9.69082694158509E-7      2.6920211458902713E-7    -3964836.658665921+2091963.482037006i
0                         1.2149999999999998E-6    4.4549999999999996E-7    -1859247.971918935+3233547.6296075345i
1.6543612251060553E-24    5.323948620927943E-7     3.1268441278780743E-7    -1.9560714223670363E7+3665221.0134169203i
0                         9.846450483303935E-7     -4.525712638325865E-8    753115.9060159981-412167.07812071434i
0                         1.031894368243839E-6     1.0149810101139119E-7    -1357974.02478369+914055.4362510123i
1.6543612251060553E-24    8.592174677283653E-7     1.909730770230408E-7     -4163474.099626659+1616780.0047340617i
-6.6174449004242214E-24   8.439525938464243E-7     2.3246472173978106E-8    -589907.4812482183+202521.8871811406i
-6.6174449004242214E-24   9.213280352766648E-7     -7.711784241910473E-8    1407212.8328875815-687547.0161250844i
0                         7.964552461523533E-7     -2.8655837292582008E-9   8948.195472402032-15852.873758101412i
1.6543612251060553E-24    8.471326139072493E-7     1.8368893397569237E-7    -4147366.09026695+1537686.077098389i
6.6174449004242214E-24    7.316898440905242E-7     -1.1522262200644509E-8   592890.8930361525-129484.39113828063i
-3.3087224502121107E-24   6.217165401723967E-7     8.360856823412926E-8     -4543229.66678494+972523.1868393725i
0                         5.980928446312825E-7     -3.2447306999714584E-8   2011249.2185251575-405134.87172735843i
0                         4.6038585260233153E-7    2.1063438057859217E-7    -2.000849895123714E7+3342864.5287396125i
-3.3087224502121107E-24   5.788830881781477E-7     1.5849592862598437E-7    -1.0243801061071463E7+1992434.652245183i
3.3087224502121107E-24    5.081361512864311E-7     2.0812796802163802E-7    -1.6162113172594083E7+2910509.105318909i
3.3087224502121107E-24    5.073661121690562E-7     1.7288797809411122E-7    -1.3783600187556114E7+2462714.538251318i
3.3087224502121107E-24    5.68932418264637E-7      9.220206261200483E-8     -6239484.222879191+1195128.092444814i
-3.3087224502121107E-24   4.978714350483425E-7     6.693244510335123E-8     -6142132.732253128+1054577.1887460933i
3.3087224502121107E-24    5.322166986747205E-7     2.8971997978770405E-8    -2628141.3178222487+447833.3516070269i
3.3087224502121107E-24    4.873340538782457E-7     3.503827684482583E-8     -3260252.7370790327+546224.7558093809i
-3.3087224502121107E-24   4.5796924466501724E-7    5.133081335852132E-8     -6135912.58212187+927715.0971092132i
0                         4.05E-7                  3.3660671764184514E-7    -3.130744871074234E7+5117726.007516679i
-3.3087224502121107E-24   4.0499999999999993E-7    3.599381553071932E-7     -3.257386974414782E7+5342190.792373982i
0                         5.895251087508247E-7     4.455E-7                 -1.772654741996383E7+3639540.6375890956i
3.3087224502121107E-24    5.326174360744306E-7     4.455E-7                 -2.0943966067202795E7+4022943.5242895954i
-1.6543612251060553E-24   4.98804510473703E-7      4.2666430989725295E-7    -2.4402606690649055E7+4431849.529500645i
0                         4.406983669550134E-7     4.4549999999999996E-7    -3.019141241638552E7+5103396.286503845i
8.271806125530277E-25     4.0499999999999993E-7    4.2501238309926197E-7    -3.3509044620066583E7+5483324.938455387i
-6.6174449004242214E-24   1.5220354472666537E-7    8.983143980595564E-8     -3620466.554979273+598891.1548348686i
0                         4.4742000386481485E-8    7.651235828203531E-8     -3520835.3416215805+540227.4477809834i
0                         1.5647318959968855E-7    2.5614712007988648E-8    -997661.5783404177+168828.0820730982i
-3.3087224502121107E-24   0                        8.104465163018918E-8     -3873607.822775493+588749.4866876447i
-3.3087224502121107E-24   1.262747717110734E-7     -3.804720076852329E-9    116611.652187262-21801.71788476871i
-6.6174449004242214E-24   0                        -6.174187176468793E-8    2930181.2695867117-449861.6683815568i
0                         0                        3.595848397815377E-8     -1870369.3877004338+266447.5356802997i
0                         1.6125065480234575E-7    5.259751802102495E-9     -242218.72057997133+37878.19346582627i
-1.3234889800848443E-23   6.486507101039389E-7     2.9033332083798283E-7    -1.1731016353843432E7+2744170.759256811i
-6.6174449004242214E-24   6.004299605272005E-7     2.913854910253725E-7     -1.4216627277194303E7+3034424.851861673i
3.3087224502121107E-24    6.620545807397854E-7     3.8896320905328457E-7    -1.27949703914786E7+3014774.93028785i
-1.6543612251060553E-24   8.17518784022675E-7      2.109700810139343E-7     -5245513.192513039+1757275.8904226748i
3.3087224502121107E-24    5.587293487059081E-7     2.464395181103522E-7     -1.5057978416269006E7+2936044.7488521934i
3.3087224502121107E-24    6.239825438841986E-7     1.7597682247649222E-7    -8758220.237274792+1887182.5223244156i
0                         6.173483705550245E-7     1.1782124918134718E-7    -6525522.7585812025+1379537.6301335033i
0                         8.484967532180724E-7     2.0097995079794593E-7    -4571945.718570885+1686664.469551482i
-3.3087224502121107E-24   7.076888590887493E-7     4.1399052626569223E-7    -1.1469351303482134E7+2926733.6101969047i
-6.6174449004242214E-24   9.416133751560109E-7     3.344897466239036E-7     -4489724.669420958+2239389.8850486637i
3.3087224502121107E-24    7.253368457684986E-7     4.454999999999999E-7     -1.0768392422157034E7+2894621.6441304376i
1.3234889800848443E-23    8.981523529578602E-7     4.454999999999999E-7     -5454391.949759762+2446589.641561836i
0                         8.529939627817213E-7     2.1376682197985615E-7    -4957952.5233574435+1783573.5089188362i
0                         6.721607233116907E-7     4.454999999999999E-7     -1.268147189131082E7+3091343.4001325653i
1.6543612251060553E-24    4.05E-7                  4.454999999999999E-7     -3.362513510141719E7+5528070.899833683i
-6.6174449004242214E-24   2.842388511482013E-7     -1.143672847943301E-7    9446025.274100246-852397.8737426059i
0                         3.2723864918696265E-7    -1.1618389509387602E-7   7735237.053925052-745189.3756942895i
8.271806125530277E-25     3.1734974094425616E-7    -6.47178657302182E-8     7957172.889946995-604591.8539524868i
0                         2.9589792924300793E-7    -1.6529353632223291E-7   9577051.532458235-1014923.0947608066i
0                         3.2848136844983233E-7    -1.4549972275350203E-7   7897468.335036281-840889.3819580411i
-3.3087224502121107E-24   3.7267757677020274E-7    2.822401991966959E-9     -131969.39132195507+13880.932223695005i
-3.3087224502121107E-24   3.3399999999999995E-7    2.3237673013821025E-23   -55505.71964897643+4001.219484509863i
0                         3.2456485463078355E-7    -4.6565295574875403E-8   5533774.19850925-422106.7639659058i
0                         3.372072708007166E-7     -4.565449056299681E-8    5362302.455607902-417983.57445493387i
0                         4.0500000000000004E-7    2.5071177408604445E-8    -680049.9742993157+85157.61209663303i
0                         3.3527326626917976E-7    4.844029866167916E-8     -5502170.981957147+434055.4706952825i
0                         3.244222491082903E-7     4.763785119570128E-8     -5452204.484193401+424239.1018095914i
3.3087224502121107E-24    4.0500000000000004E-7    -1.6658777789044055E-8   282565.49713180686-47322.629383593325i
0                         3.3781097628247143E-7    -1.0386707252008429E-7   6827996.488048454-659172.5370783993i
-1.6543612251060553E-24   3.73520735760809E-7      -1.1813917207165913E-7   4945260.922109732-550331.5573899293i
-8.271806125530277E-25    3.481432612687642E-7     -7.56723390904528E-8     5419593.128323664-498489.5274306163i
0                         3.225473848719573E-7     -5.6596895764559517E-8   6838269.386148792-534993.1309709058i
-3.3087224502121107E-24   1.3053269772374366E-7    -1.9855931543263272E-7   1.0611146210831748E7-1332877.831534841i
0                         1.220780421927859E-7     -2.2273482788497544E-7   1.2684211847609328E7-1512976.746818323i
3.3087224502121107E-24    8.723907557817635E-8     -2.1034770269556345E-7   1.1327846221266948E7-1443202.3844813548i
0                         7.448056229228033E-8     -2.7470966566578347E-7   1.703124480510206E7-1835080.2123045197i
-3.3087224502121107E-24   1.8352865659065677E-7    -2.3735387190800953E-7   1.3811990284350479E7-1557214.5433693894i
3.3087224502121107E-24    1.7756394546135606E-7    -2.0335207816822267E-7   1.1701582997452373E7-1343246.7522058042i
6.6174449004242214E-24    1.9534189390177093E-7    -1.762963768526468E-7    9842593.758315422-1151564.1205754036i
0                         2.059510026061127E-7     -2.12004018437044E-7     1.1848838492013296E7-1370131.5713402973i
-3.3087224502121107E-24   2.3687474334758368E-7    -1.5013343656633706E-7   9487164.21817826-990240.9038240038i
0                         2.809906343574287E-7     -2.0238054224862738E-7   1.1043618192718392E7-1233637.9203784547i
0                         2.285285474353789E-7     -1.9109266393329248E-7   1.1116202428706173E7-1238838.437805321i
0                         2.4473141976354446E-7    -2.278223636251061E-7    1.2631680153975949E7-1434986.2156102965i
5.293955920339377E-23     0                        -2.1799999999999991E-7   1.21816860950723E7-1516873.763864887i
1.6543612251060553E-24    5.989077153941894E-8     -2.9157422525523383E-7   1.837003970345124E7-1934896.1559265726i
-4.963083675318166E-24    3.486559627778935E-7     1.2183064816546836E-7    -6670580.9472161755+677531.2490658201i
-8.271806125530277E-25    3.261520207172293E-7     7.509251767450445E-8     -7378585.158087808+600946.3925112096i
-4.963083675318166E-24    3.2438824254503895E-7    1.1696663682194968E-7    -7888535.940791293+754747.9774385699i
0                         3.2286737959469416E-7    5.579691268901542E-8     -7013407.886617184+526136.1847437728i
3.3087224502121107E-24    2.825435534890409E-7     1.1588092171619638E-7    -9484319.630081465+852895.5382563205i
0                         3.163900648998948E-7     6.520876694083002E-8     -8154298.999739846+603306.7729498381i
6.6174449004242214E-24    2.731387494325709E-7     1.6045824761512003E-7    -1.0064564935408674E7+1033979.2171089228i
0                         2.40118382919569E-7      1.821382005347734E-7     -1.0589679022420252E7+1169081.0353841719i
0                         2.417815675611352E-7     1.4694938582000425E-7    -9519043.3384962+973072.7395178454i
0                         2.7142591451613846E-7    1.9693099311231565E-7    -1.0980321826371359E7+1215871.285778882i
6.6174449004242214E-24    1.9077053353123035E-7    1.7843893109443794E-7    -9962056.926357266+1172110.4509868426i
3.3087224502121107E-24    1.827670275842819E-7     2.2393899650834713E-7    -1.3009576385165611E7+1470843.4025330974i
-3.3087224502121107E-24   1.3457131188222352E-7    1.9764746760172172E-7    -1.0640242738533944E7+1322873.7349818265i
0                         2.1705164509244379E-7    2.2419796653180624E-7    -1.3057371508021202E7+1446322.699056471i
0                         1.528390136559086E-7     2.347632528767295E-7     -1.3676371395828681E7+1566361.2041616768i
-6.6174449004242214E-24   9.16313733218809E-8      2.0955171772387743E-7    -1.1348072994121835E7+1439242.2391442768i
-1.6543612251060553E-24   9.53014522433121E-8      2.9921048943762033E-7    -1.8269761777847283E7+1923232.766354055i
5.293955920339377E-23     0                        2.1799999999999997E-7    -1.2289988870588949E7+1519340.4139391335i
0                         7.831495770055783E-8     3.225805699964696E-7     -2.007256730896047E7+2057428.6741083753i
3.3087224502121107E-24    1.7942617095072962E-7    2.5903385663126144E-7    -1.5136350293179154E7+1680500.5474612147i
-3.3087224502121107E-24   4.05E-7                  -3.121866787531193E-7    5339451.411378009-853290.7542292814i
0                         4.0500000000000004E-7    -3.4694342761748135E-7   5642261.66480098-917231.5489934757i
-3.3087224502121107E-24   3.8609509271723143E-7    -3.3082506059804267E-7   7119523.561167291-1052734.1789338253i
0                         3.6651440745773254E-7    -1.6143933001622153E-7   5747442.765043525-699082.0840265681i
-3.3087224502121107E-24   3.7131883893163374E-7    -2.1213537535522666E-7   6514675.508778626-860373.4866225i
3.3087224502121107E-24    4.0500000000000004E-7    -2.107337597881088E-7    4081911.2574883457-656897.4954536649i
0                         4.0500000000000004E-7    -2.397036580806863E-7    4621490.497839831-730328.7644581763i
-1.6543612251060553E-24   4.0500000000000004E-7    -9.739946361074687E-8    2446449.3050221126-342104.0528331692i
0                         4.05E-7                  -1.1714201167276451E-7   2848764.7750885515-402756.1259059064i
-3.3087224502121107E-24   4.05E-7                  -1.3424495614328456E-7   3068880.394872971-450820.50228475896i
0                         3.665707625436965E-7     -3.504214866779362E-7    9003061.888853697-1212245.873438123i
0                         3.089463317645683E-7     -4.0658160224745466E-7   1.4174354755922412E7-1715067.4501087517i
8.271806125530277E-25     3.8411510713301346E-7    -4.4549999999999985E-7   7818790.617283841-1131058.0935734848i
0                         4.0500000000000004E-7    -4.2015684848266105E-7   5961345.239266042-946738.0098253038i
-6.6174449004242214E-24   3.155028589949371E-7     -4.454999999999999E-7    1.3992980370186616E7-1721330.112081985i
3.3087224502121107E-24    2.87063175945506E-7      -4.454999999999999E-7    1.5751004787174078E7-1845130.3785632255i
9.926167350636332E-24     2.1722041413852832E-7    -4.454999999999999E-7    1.9375276748508282E7-2093004.8417578838i
0                         2.0840315975913164E-7    -4.052084166440978E-7    1.966878447588648E7-2074838.0007530276i
-1.6543612251060553E-24   2.4707677954244353E-7    -4.0559583864461137E-7   1.770313987231707E7-1950669.608888206i
6.6174449004242214E-24    1.8381193472561107E-7    -4.454999999999999E-7    2.0807364281673323E7-2164957.993868223i
-1.6543612251060553E-24   3.1589998082376315E-7    -2.9120126283833433E-7   1.1959082565556701E7-1439076.7629658927i
-1.6543612251060553E-24   3.1967893196663337E-7    -2.7490047141194047E-7   1.130294841275904E7-1364478.040370409i
-6.6174449004242214E-24   3.11885486656784E-7      -2.721278519896205E-7    1.1721870749524344E7-1397494.5867884732i
-3.3087224502121107E-24   3.1835704815807105E-7    -2.652917891428765E-7    1.121575230863527E7-1345020.211840416i
