% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 1 2026, 12:03
% Dimension:          3
% Nodes:              357
% Expressions:        1
% Description:        Electric field, y-component
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=5E-12
6.6174449004242214E-24    5.030217762413025E-7     3.0014579672453795E-7    -1.4344465973606825E7-3314133.647047066i
-1.6543612251060553E-24   5.023435948197871E-7     2.950052560091472E-7     -1.4741284045014068E7-3309174.5992472456i
-8.271806125530277E-25    5.010508055561108E-7     2.868242215369731E-7     -1.543948614411528E7-3481290.2085362608i
-1.6543612251060553E-24   5.104784209867601E-7     2.879986309620584E-7     -1.5088682168701835E7-3213651.2941638543i
3.3087224502121107E-24    4.0499999999999993E-7    2.320617872425941E-7     -2.3489482596724648E7-6850188.206737454i
-3.3087224502121107E-24   4.05E-7                  2.735652982785125E-7     -1.947172973928404E7-5946619.034975344i
-6.6174449004242214E-24   7.191603727256436E-7     1.8384425702366384E-7    -1.5622907583378205E7+167119.67661113487i
0                         6.566401525351968E-7     1.3140755295295209E-7    -2.023661026371774E7-1326166.0168999159i
0                         7.551942082376031E-7     7.367322629255253E-8     -1.8162131226715736E7+846567.0252388709i
0                         8.291194103648033E-7     1.9104739296724595E-7    -1.3283897722872082E7+1873999.9602742828i
0                         1.0306257635680043E-6    1.074706301271778E-7     -9201931.775972664+6159723.405043894i
-1.6543612251060553E-24   8.609381620105912E-7     2.047652995090036E-7     -1.2107730281537887E7+2321010.095413129i
1.3234889800848443E-23    9.69082694158509E-7      2.6920211458902713E-7    -6613584.576192848+3363764.341952728i
0                         1.2149999999999998E-6    4.4549999999999996E-7    672590.6977219674+276940.36860576493i
1.6543612251060553E-24    5.323948620927943E-7     3.1268441278780743E-7    -1.2332196541942528E7-2395436.9109665425i
0                         9.846450483303935E-7     -4.525712638325865E-8    -1.1034207320136478E7+5460343.073174635i
0                         1.031894368243839E-6     1.0149810101139119E-7    -9258855.155398047+6210155.725977633i
1.6543612251060553E-24    8.592174677283653E-7     1.909730770230408E-7     -1.2710402797274163E7+2349631.5305449916i
-6.6174449004242214E-24   8.439525938464243E-7     2.3246472173978106E-8    -1.6252653536438897E7+2791483.586458548i
-6.6174449004242214E-24   9.213280352766648E-7     -7.711784241910473E-8    -1.3161951263149943E7+4307308.566283332i
0                         7.964552461523533E-7     -2.8655837292582008E-9   -1.7995303661418207E7+1855789.3313555326i
1.6543612251060553E-24    8.471326139072493E-7     1.8368893397569237E-7    -1.2932064388485491E7+2204271.4640301266i
6.6174449004242214E-24    7.316898440905242E-7     -1.1522262200644509E-8   -1.9769309737415377E7+405344.9256523427i
-3.3087224502121107E-24   6.217165401723967E-7     8.360856823412926E-8     -2.1601511617419828E7-1990218.7216452442i
0                         5.980928446312825E-7     -3.2447306999714584E-8   -2.358480938991846E7-2433093.8125081584i
0                         4.6038585260233153E-7    2.1063438057859217E-7    -2.2886096088772386E7-5541885.1873298995i
-3.3087224502121107E-24   5.788830881781477E-7     1.5849592862598437E-7    -2.111552434550079E7-2857565.498489611i
3.3087224502121107E-24    5.081361512864311E-7     2.0812796802163802E-7    -2.1035832184549306E7-4151790.49392665i
3.3087224502121107E-24    5.073661121690562E-7     1.7288797809411122E-7    -2.2658868299939275E7-4308068.526075748i
3.3087224502121107E-24    5.68932418264637E-7      9.220206261200483E-8     -2.391663394291941E7-3273548.5826884597i
-3.3087224502121107E-24   4.978714350483425E-7     6.693244510335123E-8     -2.685654352079848E7-4785887.360706956i
3.3087224502121107E-24    5.322166986747205E-7     2.8971997978770405E-8    -2.6130286823467217E7-4096412.4499953412i
3.3087224502121107E-24    4.873340538782457E-7     3.503827684482583E-8     -2.781001349518188E7-5083366.319089742i
-3.3087224502121107E-24   4.5796924466501724E-7    5.133081335852132E-8     -2.8571445808433827E7-5670078.358417371i
0                         4.05E-7                  3.3660671764184514E-7    -1.2927853812238397E7-4347104.063087136i
-3.3087224502121107E-24   4.0499999999999993E-7    3.599381553071932E-7     -1.0164130553949634E7-3368938.7240299433i
0                         5.895251087508247E-7     4.455E-7                 48235.138216474596+15050.141496832011i
3.3087224502121107E-24    5.326174360744306E-7     4.455E-7                 112363.62535494183+113580.62642390076i
-1.6543612251060553E-24   4.98804510473703E-7      4.2666430989725295E-7    -2105154.624143237-583598.0018114307i
0                         4.406983669550134E-7     4.4549999999999996E-7    49242.231416965245+22658.58328138005i
8.271806125530277E-25     4.0499999999999993E-7    4.2501238309926197E-7    -2333231.137380712-710438.3338147958i
-6.6174449004242214E-24   1.5220354472666537E-7    8.983143980595564E-8     -556935.2101824206-4343618.279608825i
0                         4.4742000386481485E-8    7.651235828203531E-8     1564873.2048504974-4166585.2932090536i
0                         1.5647318959968855E-7    2.5614712007988648E-8    -1643428.4242310447-4428137.757728943i
-3.3087224502121107E-24   0                        8.104465163018918E-8     2224397.6270279796-4080003.2738471907i
-3.3087224502121107E-24   1.262747717110734E-7     -3.804720076852329E-9    -924105.3419041603-4345909.224032311i
-6.6174449004242214E-24   0                        -6.174187176468793E-8    1818551.3925965473-3912356.5472567417i
0                         0                        3.595848397815377E-8     1771113.1717371095-4046164.083877005i
0                         1.6125065480234575E-7    5.259751802102495E-9     -1855293.0627994703-4304071.942475189i
-1.3234889800848443E-23   6.486507101039389E-7     2.9033332083798283E-7    -1.193179182119194E7-976394.9369129294i
-6.6174449004242214E-24   6.004299605272005E-7     2.913854910253725E-7     -1.2620374832824688E7-1538844.0447068645i
3.3087224502121107E-24    6.620545807397854E-7     3.8896320905328457E-7    -4477566.74395267-418926.44758438i
-1.6543612251060553E-24   8.17518784022675E-7      2.109700810139343E-7     -1.2751268939023862E7+1588050.4718313725i
3.3087224502121107E-24    5.587293487059081E-7     2.464395181103522E-7     -1.71035526811463E7-2874736.484101921i
3.3087224502121107E-24    6.239825438841986E-7     1.7597682247649222E-7    -1.8672159322111458E7-1831268.759006576i
0                         6.173483705550245E-7     1.1782124918134718E-7    -2.1467871569502972E7-2063187.7836263631i
0                         8.484967532180724E-7     2.0097995079794593E-7    -1.2631279460457126E7+2110617.5535453274i
-3.3087224502121107E-24   7.076888590887493E-7     4.1399052626569223E-7    -1806201.3560649191+218737.7180682436i
-6.6174449004242214E-24   9.416133751560109E-7     3.344897466239036E-7     -4657429.211609791+1860893.3060077794i
3.3087224502121107E-24    7.253368457684986E-7     4.454999999999999E-7     -260434.89646803445-144653.76599292122i
1.3234889800848443E-23    8.981523529578602E-7     4.454999999999999E-7     72654.77232610728+56918.76371833077i
0                         8.529939627817213E-7     2.1376682197985615E-7    -1.1960009128349153E7+2038293.0307164202i
0                         6.721607233116907E-7     4.454999999999999E-7     -46257.882730765756-66202.9912443483i
1.6543612251060553E-24    4.05E-7                  4.454999999999999E-7     43426.78064738372+24803.220936039066i
-6.6174449004242214E-24   2.842388511482013E-7     -1.143672847943301E-7    -8475479.111705175-2991217.885756785i
0                         3.2723864918696265E-7    -1.1618389509387602E-7   -7188800.033948081-2728273.085135542i
8.271806125530277E-25     3.1734974094425616E-7    -6.47178657302182E-8     -5194100.351634162-1366252.5211446984i
0                         2.9589792924300793E-7    -1.6529353632223291E-7   -7537957.169457269-3735628.8464415744i
0                         3.2848136844983233E-7    -1.4549972275350203E-7   -7074926.718697438-3149529.6719515584i
-3.3087224502121107E-24   3.7267757677020274E-7    2.822401991966959E-9     -3687591.3746349267-924530.5656296557i
-3.3087224502121107E-24   3.3399999999999995E-7    2.3237673013821025E-23   -2165004.4192656246-803610.9970118818i
0                         3.2456485463078355E-7    -4.6565295574875403E-8   -2956342.206431725-1110042.3834330093i
0                         3.372072708007166E-7     -4.565449056299681E-8    -3899470.5779545875-1292225.132721975i
0                         4.0500000000000004E-7    2.5071177408604445E-8    -4820017.779862191-977324.1369350454i
0                         3.3527326626917976E-7    4.844029866167916E-8     -3903145.9417068525-1301288.155678353i
0                         3.244222491082903E-7     4.763785119570128E-8     -3196394.657118341-1188594.093419092i
3.3087224502121107E-24    4.0500000000000004E-7    -1.6658777789044055E-8   -4916553.930557081-1023356.7534119762i
0                         3.3781097628247143E-7    -1.0386707252008429E-7   -6381139.108634266-2330326.1433618674i
-1.6543612251060553E-24   3.73520735760809E-7      -1.1813917207165913E-7   -5965580.371070415-1927058.8375123134i
-8.271806125530277E-25    3.481432612687642E-7     -7.56723390904528E-8     -4921597.287224423-1580189.6099791415i
0                         3.225473848719573E-7     -5.6596895764559517E-8   -4293796.695003067-1371198.0403959274i
-3.3087224502121107E-24   1.3053269772374366E-7    -1.9855931543263272E-7   422981.7139224485-5485181.025760456i
0                         1.220780421927859E-7     -2.2273482788497544E-7   1912383.5773041223-5425231.132129806i
3.3087224502121107E-24    8.723907557817635E-8     -2.1034770269556345E-7   4889951.145283696-4968384.086832464i
0                         7.448056229228033E-8     -2.7470966566578347E-7   4761633.7468016995-4733379.072271038i
-3.3087224502121107E-24   1.8352865659065677E-7    -2.3735387190800953E-7   -1667292.0393553388-5357919.914335957i
3.3087224502121107E-24    1.7756394546135606E-7    -2.0335207816822267E-7   -3033622.671700029-5507507.6429435825i
6.6174449004242214E-24    1.9534189390177093E-7    -1.762963768526468E-7    -5584245.590039302-5472271.388388898i
0                         2.059510026061127E-7     -2.12004018437044E-7     -3948974.250729553-5213371.232177451i
-3.3087224502121107E-24   2.3687474334758368E-7    -1.5013343656633706E-7   -8630768.361883016-4589787.032723118i
0                         2.809906343574287E-7     -2.0238054224862738E-7   -6301552.72208569-4493010.653570228i
0                         2.285285474353789E-7     -1.9109266393329248E-7   -6438333.42794179-5218753.734922392i
0                         2.4473141976354446E-7    -2.278223636251061E-7    -4861456.2891298-5002880.151464046i
5.293955920339377E-23     0                        -2.1799999999999991E-7   8637973.38402842-4576590.215591985i
1.6543612251060553E-24    5.989077153941894E-8     -2.9157422525523383E-7   5146328.912665637-4534879.178190643i
-4.963083675318166E-24    3.486559627778935E-7     1.2183064816546836E-7    -6745330.746159193-2442029.3193697887i
-8.271806125530277E-25    3.261520207172293E-7     7.509251767450445E-8     -5119351.827900596-1644574.800952822i
-4.963083675318166E-24    3.2438824254503895E-7    1.1696663682194968E-7    -7267112.749791616-2725087.7301362106i
0                         3.2286737959469416E-7    5.579691268901542E-8     -3870584.3921851255-1130906.2075359996i
3.3087224502121107E-24    2.825435534890409E-7     1.1588092171619638E-7    -8793606.53757255-3034609.9518036456i
0                         3.163900648998948E-7     6.520876694083002E-8     -5207377.372143352-1254274.81006161i
6.6174449004242214E-24    2.731387494325709E-7     1.6045824761512003E-7    -8088873.565422251-4070435.3430708703i
0                         2.40118382919569E-7      1.821382005347734E-7     -6928451.201039553-5024836.690843657i
0                         2.417815675611352E-7     1.4694938582000425E-7    -8689416.890207987-4386540.187821042i
0                         2.7142591451613846E-7    1.9693099311231565E-7    -6865474.173788108-4775064.544831165i
6.6174449004242214E-24    1.9077053353123035E-7    1.7843893109443794E-7    -5601037.865414068-5577772.352333848i
3.3087224502121107E-24    1.827670275842819E-7     2.2393899650834713E-7    -2636844.924028013-5600528.763749254i
-3.3087224502121107E-24   1.3457131188222352E-7    1.9764746760172172E-7    302945.5524615927-5442453.595888827i
0                         2.1705164509244379E-7    2.2419796653180624E-7    -4005068.0437535173-5326387.259382315i
0                         1.528390136559086E-7     2.347632528767295E-7     177563.86594579156-5405790.467174168i
-6.6174449004242214E-24   9.16313733218809E-8      2.0955171772387743E-7    4402255.988231088-5070303.972390415i
-1.6543612251060553E-24   9.53014522433121E-8      2.9921048943762033E-7    3398810.8782640994-4281456.72360133i
5.293955920339377E-23     0                        2.1799999999999997E-7    8313931.126473063-4682412.406390825i
0                         7.831495770055783E-8     3.225805699964696E-7     3698550.2203524457-3950108.2403899496i
3.3087224502121107E-24    1.7942617095072962E-7    2.5903385663126144E-7    -1031884.1237205345-5260363.843291635i
-3.3087224502121107E-24   4.05E-7                  -3.121866787531193E-7    -2592276.5397900096-872198.8048180534i
0                         4.0500000000000004E-7    -3.4694342761748135E-7   -2215976.185943146-766152.6115806532i
-3.3087224502121107E-24   3.8609509271723143E-7    -3.3082506059804267E-7   -2373888.9391492913-1221457.7212541115i
0                         3.6651440745773254E-7    -1.6143933001622153E-7   -5549364.712085771-2141727.9664613055i
-3.3087224502121107E-24   3.7131883893163374E-7    -2.1213537535522666E-7   -5099966.396656628-2293176.6273743687i
3.3087224502121107E-24    4.0500000000000004E-7    -2.107337597881088E-7    -4264984.058951144-1315583.55409542i
0                         4.0500000000000004E-7    -2.397036580806863E-7    -4059404.3870660425-1257541.011523093i
-1.6543612251060553E-24   4.0500000000000004E-7    -9.739946361074687E-8    -5489170.786389506-1339367.4480874885i
0                         4.05E-7                  -1.1714201167276451E-7   -5378645.637676436-1305576.2374486763i
-3.3087224502121107E-24   4.05E-7                  -1.3424495614328456E-7   -5177962.950980593-1313128.3667230522i
0                         3.665707625436965E-7     -3.504214866779362E-7    -2179620.5704490407-1343189.7308287264i
0                         3.089463317645683E-7     -4.0658160224745466E-7   -775831.0683366185-924605.4853228539i
8.271806125530277E-25     3.8411510713301346E-7    -4.4549999999999985E-7   83095.6900849926+26733.926093732982i
0                         4.0500000000000004E-7    -4.2015684848266105E-7   -496261.0131189451-173007.3675159321i
-6.6174449004242214E-24   3.155028589949371E-7     -4.454999999999999E-7    -36595.19137377733-16521.151948121016i
3.3087224502121107E-24    2.87063175945506E-7      -4.454999999999999E-7    25951.01966982265+36395.61698469603i
9.926167350636332E-24     2.1722041413852832E-7    -4.454999999999999E-7    -19188.36522059188-12059.893470668085i
0                         2.0840315975913164E-7    -4.052084166440978E-7    19948.4187590294-1345862.4772981715i
-1.6543612251060553E-24   2.4707677954244353E-7    -4.0559583864461137E-7   -7095.4781305487295-1302844.8524746026i
6.6174449004242214E-24    1.8381193472561107E-7    -4.454999999999999E-7    58518.24051757281+64623.76294831493i
-1.6543612251060553E-24   3.1589998082376315E-7    -2.9120126283833433E-7   -4061435.1899283193-3275378.966442388i
-1.6543612251060553E-24   3.1967893196663337E-7    -2.7490047141194047E-7   -4461245.337057887-3456448.9247389473i
-6.6174449004242214E-24   3.11885486656784E-7      -2.721278519896205E-7    -4618229.682507381-3684432.4463639953i
