% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 1 2026, 12:03
% Dimension:          3
% Nodes:              357
% Expressions:        1
% Description:        Electric field, y-component
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=5E-12
-3.3087224502121107E-24   3.1835704815807105E-7    -2.652917891428765E-7    -4724264.037094748-3559327.8358114427i
1.6543612251060553E-24    3.328258745815588E-7     -2.681823842624209E-7    -4662136.031840617-3182253.858052944i
0                         3.2215553629419776E-7    -2.5243382297855174E-7   -5126832.9797126055-3526856.918535861i
-1.6543612251060553E-24   3.043429408055094E-7     -2.6089305079404214E-7   -4696668.851241171-3875030.646708309i
3.3087224502121107E-24    3.2179985988153985E-7    -1.927950442301918E-7    -6874414.903665887-3748309.049211593i
4.1359030627651384E-25    1.0205880176318907E-7    -3.65934549534446E-7     2406072.3530171993-2706660.6267395513i
3.3087224502121107E-24    1.229602579813722E-7     -4.454999999999999E-7    -6574.7900834988-28400.365701839462i
6.6174449004242214E-24    9.187797074751496E-8     -4.454999999999999E-7    1689.0980281870006+2213.5711992863858i
2.7917345673664684E-24    1.0118710880551074E-7    -3.6580289809793065E-7   2499058.437448558-2815919.708493208i
-8.375203702099405E-24    1.01346545756948E-7      -3.646618042051065E-7    2501055.4072618694-2910705.4487200435i
-8.375203702099405E-24    1.0128230550336893E-7    -3.6501221436648336E-7   2537807.6081033233-2878662.7411006643i
-8.375203702099405E-24    1.0162327474647366E-7    -3.6497176650213317E-7   2510615.8312026975-2845540.6643676274i
2.3781442610899546E-24    1.0001298374534613E-7    -3.6453617679211123E-7   2552235.3704995126-2855259.6515023895i
3.101927297073854E-25     1.0488740949516866E-7    -3.655423174223095E-7    2300849.7001998303-2787710.8514965596i
0                         0                        -4.4549999999999996E-7   -48691.1655257754-60876.409693921705i
0                         0                        -3.4538085935338504E-7   4705876.440365635-3024414.097969593i
0                         9.957408903520677E-8     -3.6076487094149834E-7   2576118.78432621-3005068.4729861757i
1.6543612251060553E-24    4.05E-7                  -4.454999999999999E-7    67750.98078360982+30180.266967410626i
0                         3.0989437806273314E-7    -3.5824145004601504E-7   -1943676.1444026534-1969673.4454620492i
1.6543612251060553E-24    2.2338048895211112E-7    -3.786997143671236E-7    -457244.81635108654-2173442.807908469i
1.6543612251060553E-24    2.0997228703535474E-7    -3.7854053528575486E-7   -261602.0651076767-2255319.4676210685i
-1.809457589959748E-23    1.8879687046885873E-7    -2.9704586673540736E-7   -442320.5351326756-4838063.147854453i
-1.809457589959748E-23    1.8896361542786332E-7    -2.9701769426919125E-7   -397335.73438623856-4837456.849620195i
-1.809457589959748E-23    1.888962323811267E-7     -2.971571613511841E-7    -139784.66884016737-4781545.17071529i
-1.809457589959748E-23    1.890514545954827E-7     -2.9715996888192254E-7   -265771.24601573905-4667040.799668824i
1.3958672836832342E-24    1.8917170216459414E-7    -2.9700891836352635E-7   -749500.0989812163-4811113.739041344i
-2.3005960786631082E-24   1.8921867874226825E-7    -2.980420331746075E-7    -259562.7946102294-4650056.764433703i
3.5155176033503676E-24    1.896369518407359E-7     -2.974196339012212E-7    -567207.4931378482-4649435.700802227i
1.0339757656912846E-25    1.8641695911796334E-7    -2.9692825149633596E-7   -403259.1052424083-4733934.407416305i
2.7658851732241863E-24    1.892275534648743E-7     -2.966859820971423E-7    -738011.417338242-4858589.481554797i
8.013312184107456E-25     1.8869733953674342E-7    -2.966931670688722E-7    -439300.2177765051-4785759.119439066i
3.3087224502121107E-24    0                        -3.1680208622107123E-7   5306301.760848771-3773548.164047482i
1.6543612251060553E-24    7.198442187251522E-8     -2.902850317424322E-7    5065922.6210620105-4471439.414384347i
0                         3.527479741298276E-7     1.0156705453702295E-7    -6443725.1352469325-2159089.2403000966i
4.963083675318166E-24     4.0500000000000004E-7    1.0483433646592005E-7    -5116834.658019669-1214260.533440629i
0                         4.0499999999999993E-7    1.2843267564053058E-7    -5226113.065311214-1324892.5826485627i
1.6543612251060553E-24    3.125318136652158E-7     1.5181590896225756E-7    -7404532.881792524-3468447.866092882i
-4.963083675318166E-24    3.303829611806797E-7     1.2762098538370945E-7    -7215851.437689495-2839110.066776047i
-3.3087224502121107E-24   3.538621305915753E-7     1.4618654962126732E-7    -6344962.966425582-2447925.525936763i
-3.3087224502121107E-24   4.0499999999999993E-7    1.5536809998364214E-7    -4747124.9350580275-1299487.9678085542i
-3.3087224502121107E-24   3.72727081607797E-7      2.0046709680154934E-7    -5649091.752936682-2299957.8988189325i
0                         3.3004770761928105E-7    1.7732094118206457E-7    -6650822.963096265-3208380.509455608i
0                         3.0147508767166456E-7    1.9577052087250105E-7    -6614612.522040004-4086634.1601811647i
0                         3.4345836922371087E-7    2.2319147254519124E-7    -5610996.147380201-3049872.032077159i
-3.3087224502121107E-24   4.05E-7                  2.735652982785125E-7     -3434680.391078622-1039956.8289908561i
-3.3087224502121107E-24   3.720860354356362E-7     2.5052669610440564E-7    -4347448.001045076-2129422.9489771193i
3.3087224502121107E-24    4.0499999999999993E-7    2.320617872425941E-7     -4031827.3724031798-1224030.1435726967i
3.3087224502121107E-24    0                        3.1811914064661494E-7    5553397.359619903-3686225.2423057803i
-3.3087224502121107E-24   2.6757782579705685E-7    2.8078293011286835E-7    -3459208.513591692-4130470.774660133i
1.6543612251060553E-24    2.1178523028094897E-7    2.571653866646535E-7     -2276458.475417364-5102206.842567529i
0                         2.311789658019234E-7     3.1969155330587577E-7    -1685656.8121894535-3655975.3792902306i
3.3087224502121107E-24    2.6846293266663124E-7    2.3306344821711997E-7    -5287487.051998321-4604650.029452511i
3.3087224502121107E-24    3.3760489149344435E-7    2.609988592843833E-7     -4719066.777613657-3089817.088116972i
3.3087224502121107E-24    2.992648110598895E-7     2.3033719615781518E-7    -5441765.315332401-4022129.2352813957i
0                         3.13925395903042E-7      2.770137997670035E-7     -4149753.033819999-3355141.9920986686i
1.6543612251060553E-23    3.2927163314406747E-7    3.616657464838949E-7     -2360269.1292243297-1980146.9287307858i
-1.6543612251060553E-24   3.293741581456172E-7     3.539250287028797E-7     -2112477.813968911-1963865.3691084795i
1.6543612251060553E-23    3.3390163942382485E-7    3.620691145343137E-7     -2224425.442577299-1856623.1626371618i
-8.271806125530277E-25    3.3553216352451E-7       3.4355600213024507E-7    -2424854.6373744365-1963075.5961105563i
5.790264287871194E-24     3.3337253503560996E-7    3.701588306747554E-7     -1938250.5461888409-1683639.9163065264i
-2.481541837659083E-24    3.129454890763891E-7     3.603046123239545E-7     -2030921.042326457-2081938.9936843421i
8.271806125530277E-25     3.4157106015514567E-7    3.544596371314311E-7     -2254389.4496224215-1740066.981888997i
-4.963083675318166E-24    3.409634210589772E-7     3.6209772157797953E-7    -1994109.1417046518-1656616.0012121305i
-8.271806125530277E-25    3.2473826955975E-7       3.697089993008175E-7     -2170184.296854342-1772939.7618111507i
3.3087224502121107E-24    3.790085081135071E-7     3.091434151373879E-7     -2787639.711807641-1617233.4905989622i
0                         4.05E-7                  3.3660671764184514E-7    -2132293.766170413-767098.3962799357i
-3.3087224502121107E-24   4.0499999999999993E-7    3.599381553071932E-7     -1790048.3007870181-631667.1249791542i
-4.1359030627651384E-25   3.661809926110364E-7     3.9949853692337553E-7    -1048162.1762463158-955064.8579100438i
8.271806125530277E-25     4.0499999999999993E-7    4.2501238309926197E-7    -234359.4094173261-75725.88499100565i
0                         1.1115187150364822E-7    3.230096667381466E-7     2967350.433733137-3954982.5359481415i
-3.3087224502121107E-24   1.9232187095677768E-7    3.3717828838712353E-7    -48976.81301797125-3447121.919028337i
6.6174449004242214E-24    1.8601180600101045E-7    3.673769359421495E-7     242677.27012583258-2670258.9404682326i
0                         1.123003350172797E-7     3.41921842047284E-7      2839659.081054232-3383431.228583671i
0                         1.5455481895543223E-7    4.1436884091150925E-7    183292.62020685154-1146543.4337436727i
3.3087224502121107E-24    2.2089071643573936E-7    3.554368049398117E-7     -510214.0293046159-2833983.787156664i
0                         2.052318650827309E-7     4.035065197448565E-7     184695.7652096543-1314959.2642485742i
0                         1.8381193472561104E-7    4.4549999999999985E-7    -21851.217781217103-19450.443047292447i
-6.6174449004242214E-24   2.1722041413852846E-7    4.4549999999999985E-7    19188.365220604104+12059.893470669364i
0                         3.841151071330135E-7     4.454999999999999E-7     -53492.24764825536-18991.24875144745i
6.6174449004242214E-24    3.1550285899493716E-7    4.4549999999999985E-7    36595.191373766815+16521.151948122042i
3.3087224502121107E-24    2.61414520217548E-7      4.040926537954267E-7     183219.24778737238-1245006.7806808518i
3.3087224502121107E-24    2.87063175945506E-7      4.4549999999999985E-7    95274.45722274452+44020.47192805289i
1.6543612251060553E-24    9.318306857917759E-8     3.341960237443665E-7     3363953.985554587-3691245.204393394i
0                         2.709295942038924E-8     3.4053980689009577E-7    4679561.835670889-3189089.7305423366i
0                         9.936968505764839E-8     3.668589632183645E-7     2439969.883607173-2600677.818188816i
0                         1.2296025798137228E-7    4.454999999999999E-7     43944.25482373979+21194.60014616958i
0                         9.187797074751499E-8     4.454999999999999E-7     -1689.0980281819493-2213.571199285228i
0                         0                        4.4549999999999996E-7    -134104.62741308435-126746.97170641484i
0                         0                        3.466979137789287E-7     4731744.674510473-2990901.0756190037i
1.6543612251060553E-24    4.05E-7                  4.454999999999999E-7     84793.53584391913+35383.58070831571i
