% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 1 2026, 11:45
% Dimension:          3
% Nodes:              305
% Expressions:        2
% Description:        Electric field, y-component, Electric field norm
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=1.3E-11                    ewfd.normE (V/m) @ lambda=1.3E-11
-3.3087224502121107E-24   3.11640147700064E-7      -1.1976618988071797E-8   -14510.281004209724-181234.19424923515i           6562104.869634921
8.271806125530277E-25     3.251713317899763E-7     -4.5402139950156244E-8   -378407.2142703698-209107.51003998859i            7008231.303884584
3.3087224502121107E-24    3.341587528859366E-7     2.3248404524220318E-23   -97086.53755481828+11841.066727721904i            6989696.679659327
3.3087224502121107E-24    2.1377803373446657E-7    -8.98969548131277E-8     -866374.0085884671+8598.57207836237i              4347852.261408476
3.3087224502121107E-24    2.873933361043472E-7     -1.114077343861201E-7    -895569.1241324026-73598.48216199069i             6829666.219548807
0                         3.182396563385692E-7     -6.343381124083152E-8    -682849.8145140741-129587.23296641947i            6800886.931143683
-1.6543612251060553E-24   1.99411942363288E-7      -1.1418858509067949E-7   -1373844.0258447104-27228.94871257458i            4320489.811066023
0                         2.1845653395423077E-7    -1.6518554386307116E-7   -1511608.2765754396-214795.9809586521i            5516097.606269179
3.3087224502121107E-24    2.4663417250518805E-7    -1.4426116112124456E-7   -1461566.3947450758-78704.36233648672i            6033197.636560369
-1.0339757656912846E-25   1.1513907745767914E-7    -2.0461885748524736E-7   -82738.32372695753-1747559.840545104i             4639886.155826069
4.1359030627651384E-25    2.5720174943636357E-7    5.1192065844283316E-8    389503.39391991246+255776.4265813385i             4590018.451358599
0                         2.538559103127853E-7     5.584570174921412E-8     413723.7757417301+249677.62784548633i             4525998.113088036
0                         3.24970696555981E-7      5.0869258428683064E-8    372832.49504155316+214294.03938438697i            7006416.507291608
0                         3.258812924319995E-7     4.569473248067654E-8     278538.21911615663+245916.52194353013i            7006752.115027536
-3.3087224502121107E-24   2.951442792554136E-7     1.024258598957873E-7     818361.2014695576+133341.28362310774i             7076859.646705785
0                         3.221038368927431E-7     5.584714369209338E-8     475284.9967681833+144254.49460911873i             6894972.509126463
0                         2.5315329523993733E-7    6.001853845885086E-8     418962.3724287145+36063.17613479126i              4748801.221199937
0                         2.5085145295922413E-7    5.462592438847495E-8     361689.21212177083+171508.30875904314i            4466092.348930484
-1.6543612251060553E-24   1.8936295177487544E-7    -5.345153217925148E-8    -159182.96422665025-202262.30937981937i           3130502.42488579
0                         3.0382501758412077E-7    -4.485991782714857E-8    -362415.3075189582-271858.2469716383i             6137013.444356461
0                         3.232695709983424E-7     -5.53045889386516E-8     -556024.4139074325-213857.03299968113i            6977574.640484915
3.3087224502121107E-24    2.3887937212247125E-7    -7.0981566033776E-9      51613.90614535663-209797.91999545638i             3936731.9018066665
0                         2.1590675670731769E-7    1.6443578411235084E-7    1379867.5721172995+525563.5662236526i             5155906.0726521155
8.271806125530277E-25     2.0626333866638028E-7    1.6851892779815737E-7    1355649.540651555+804596.4783132246i              4913890.606631668
8.271806125530277E-25     2.478102917674804E-7     5.7999085052770066E-8    429783.0599925015-48437.50368242281i              4563453.354168375
8.271806125530277E-25     2.0848700466590606E-7    1.7050596155886884E-7    1359481.5315630666+846240.0841469741i             5221281.15047219
3.3087224502121107E-24    1.8845011221180134E-7    -7.933319908910908E-8    -514389.1095938479-209526.03184391747i            3057828.6581802443
-1.0587911840678754E-22   0                        -2.184438086758795E-7    1800319.4536009983-2597482.2070869417i            3314134.326703708
6.6174449004242214E-24    7.412316040165247E-8     -9.059081845819273E-8    -578959.8336976378-216357.17875107i               2596387.753313014
0                         1.1222187758084808E-7    -2.0359382100811807E-7   172802.15316391597-1687188.352243158i             4341125.02697746
-1.6543612251060553E-24   1.6148098076991665E-7    -8.194116355486126E-8    -466456.2079946371-272017.94845199323i            2409724.404339556
0                         1.1244237034527167E-7    -2.0569679271964817E-7   -127890.37687650762-1740106.616624487i            4649353.238803917
0                         1.114934002831982E-7     -2.0583860403134034E-7   151415.45845192106-1769409.504112331i             4427198.900043381
0                         2.0046547469079038E-7    1.684949217441033E-7     1242338.0957018528+706952.729831979i              4630697.685136887
-3.3087224502121107E-24   1.1811756029585402E-7    1.0937180041687409E-7    556855.9411860355+382076.58924141346i             2434967.629291385
0                         9.892122696120922E-8     2.0811770775040243E-7    -676552.792376261+1982156.5032587661i             4477244.232819424
-1.0587911840678754E-22   0                        2.1844380867587958E-7    -1979615.8952536308+2488489.406094483i            3378016.4649325097
8.271806125530277E-25     2.040893509695161E-7     1.7271580831706605E-7    1424357.4040934036+829307.702217016i              5018996.030806976
0                         9.901265081548767E-8     2.086243933096728E-7     -460892.5597826587+1956884.6205099574i            4606093.570651086
-1.0339757656912846E-25   9.844532377288113E-8     2.0870917300429743E-7    -667724.8697821363+2065694.7673911497i            4545153.349634067
0                         4.3156852068532967E-7    -9.441573109727262E-8    -1353564.1810090954+919676.9843185528i            7907772.824191792
3.3087224502121107E-24    4.0481067694876277E-7    -7.106334885445178E-8    -1028137.846356562+1151864.4148517253i            7061942.916112711
0                         4.0481067694876277E-7    -1.2247503680099905E-7   -1748862.4406647438+537497.957169348i             8939513.596252343
3.3087224502121107E-24    4.2236659387354457E-7    -3.3156600261566373E-7   -3013556.1484237434+131208.36162800126i           1.3220960585130207E7
-3.3087224502121107E-24   4.0481067694876277E-7    -3.1657404149144293E-7   -2782020.136241456-440694.1466876802i             1.298202583315283E7
-3.3087224502121107E-24   4.048106769487627E-7     -3.4115748411427057E-7   -2659645.484267609-808194.1294479236i             1.36754772090868E7
0                         4.502508420350996E-7     -2.9324605695653366E-7   -2894009.328364487+503575.0595644571i             1.1930148779199656E7
0                         4.561468564307357E-7     -2.3347254581814542E-7   -2565194.5617638985+443144.0867842418i            1.133168377989359E7
-3.3087224502121107E-24   4.0481067694876277E-7    -2.218305523870462E-7    -2481961.5632011555+182984.46971105097i           1.1910709049402732E7
0                         4.0481067694876277E-7    -2.491234228295679E-7    -2581313.373602423-226698.6838078075i             1.2291046956894532E7
0                         4.0481067694876277E-7    -1.847936517365227E-7    -2465094.3691593953+1238253.3905101896i           1.0346409234659962E7
0                         4.997136481438985E-7     -5.4578163674120465E-8   -613824.1592163547+355238.8275764329i             5086883.799602269
3.3087224502121107E-24    4.489461804632103E-7     -5.6775778379933294E-8   -745714.0563470424+244737.8523296384i             5341602.999584159
3.3087224502121107E-24    4.4989759452706147E-7    -1.6556817874517087E-8   -159736.81338646603+410354.9194457715i            5523011.878373893
3.3087224502121107E-24    5.064721380278715E-7     -9.25383604059818E-8     -1034840.9966358361+71779.01500127095i            6508302.298014504
-3.3087224502121107E-24   4.814698782554942E-7     -7.107843754157303E-8    -884270.0046657656-72883.55762806378i             5589714.865556742
0                         4.0481067694876277E-7    2.3721473678056144E-8    310509.12756513356-119051.81775063074i            6589586.259476661
-3.3087224502121107E-24   4.0481067694876277E-7    -2.908572125757574E-8    -496544.97879009607+428984.08578553924i           6724204.352448822
0                         4.375981764020514E-7     -1.443441900957181E-7    -1687633.3837216876+81245.43769460202i            8474804.029431447
-3.3087224502121107E-24   4.993313195216967E-7     -2.159181114847459E-7    -1991583.3241070923-559738.2773037349i            1.066085752849878E7
0                         5.165759812286529E-7     -1.5276612097377223E-7   -1570061.4939697077+421951.54264973936i           8868745.735546067
0                         4.777461392223046E-7     -1.1661254719235383E-7   -1267786.5416826764+578711.5511700505i            7474166.0601588525
1.6543612251060553E-24    6.117018165168023E-7     -2.3743763663215706E-7   -2182797.5434930515+129844.53414586216i           1.2760091817925517E7
-1.6543612251060553E-24   4.569758984411236E-7     -3.472823263841108E-7    -3079926.557965135+340762.02193612384i            1.306855574697966E7
-1.6543612251060553E-24   4.0481067694876277E-7    -3.9919901680121826E-7   -3395260.9661331996+663.4520543364342i            1.3490354545941865E7
3.3087224502121107E-24    5.081525458428524E-7     -3.9970774983858666E-7   -2668495.037373258-2121.20766449937i              1.4074162516159607E7
3.3087224502121107E-24    4.962314594314798E-7     -4.457236684465527E-7    -2727825.3778716535-68677.75828658929i            1.4476500584818058E7
3.3087224502121107E-24    4.2957613825231527E-7    -4.457236684465527E-7    -3138649.0940183415-441670.4770761816i            1.3511511252686048E7
3.3087224502121107E-24    4.0481067694876277E-7    -4.457236684465527E-7    -3787410.4674351006+665177.4037196896i            1.4862186492044108E7
3.3087224502121107E-24    7.584990733679616E-7     -3.525345509788203E-7    -2331618.927860151+859183.099257241i              1.7225812732821777E7
1.6543612251060553E-24    6.455923658273635E-7     -2.9779599197226205E-7   -2313724.6421211613+346980.56641088234i           1.4716439574414868E7
-1.3234889800848443E-23   6.594171668704031E-7     -4.457236684465528E-7    -2603459.027042353+460430.6026129731i             1.7706542894561976E7
0                         7.115433440389336E-7     -4.4572366844655277E-7   -2768302.508711715+1179430.4680339266i            1.787624678110355E7
0                         6.13672952558064E-7      -4.457236684465528E-7    -2431348.1124032773-557441.7481900073i            1.6618381110877259E7
0                         5.835703006909465E-7     -3.9683597509188217E-7   -2542542.3442072915-444122.2941270266i            1.5523175231961176E7
1.6543612251060553E-24    5.073206154392238E-7     1.6639490242751647E-8    212442.99426808875+323996.881558926i              5477931.917012578
0                         4.872041077290517E-7     5.2308274107395806E-8    613893.5098511259+85065.57236854141i              6016594.477472357
0                         4.0481067694876277E-7    1.360940974810027E-7     2047140.97577714-732798.4860395144i               9372158.073895592
0                         4.0481067694876277E-7    5.720766611629198E-8     848079.9447047214-676703.9895804645i              6773116.16540302
0                         4.862892861970411E-7     7.59710070016916E-8      909067.7703121591-308022.162844077i               6136643.077505724
6.6174449004242214E-24    1.7939660431371156E-7    5.0528916286388705E-9    85753.26880632632-64492.49760446473i              4061741.2227031016
0                         2.459427215263416E-7     5.2736472453813216E-8    425024.0934385387+138193.21119618212i             4460344.306735609
3.3087224502121107E-24    1.5707454531081041E-7    6.25005572267353E-8      109740.0014868282+438903.3408506545i              3177962.7321535004
6.6174449004242214E-24    2.1433983851951722E-7    7.1700210684364934E-9    17043.3841044504-106325.47559062153i              4842163.335290668
0                         2.49260976348461E-7      5.607337329607634E-8     371521.4799543069-89818.09637735317i              4672999.867282646
-1.3234889800848443E-23   6.246188711819906E-7     3.9309164022119866E-8    372281.58105009334-77961.54275511522i             3871993.4945404185
0                         5.960440285226311E-7     2.988217108289382E-8     279543.95488421293-305962.8441073895i             3853004.4770073565
-1.6543612251060553E-24   5.631430720862984E-7     6.27649824210615E-8      677674.50177214+72331.3336871268i                 4528952.62279131
-1.6543612251060553E-24   6.691471139469493E-7     -6.92448852235418E-8     -722994.8178370978-21060.77239671523i             6412867.060551483
-1.6543612251060553E-24   4.4978337932055604E-7    1.5899387636454964E-7    1767120.8884200705-198727.59022321284i            8674050.923807463
0                         5.281021162220563E-7     1.0122790767266414E-7    1035479.9334514696-194198.47205044268i            6307136.447155443
0                         5.408635932871615E-7     1.6874223547965604E-7    1632414.0159351483+280189.5719842651i             9355952.22280476
0                         5.191967007498003E-7     7.363267056516884E-8     773210.2866200035+19253.71226437867i              5204157.699980548
0                         1.2144320308462883E-6    -4.4572366844655277E-7   294165.9953494617+1507321.2753710696i             1.6805371787411124E7
0                         9.711902279227485E-7     -1.706099099539873E-7    -779787.7961681028+951516.9462084876i             1.0743610439654859E7
5.790264287871194E-24     9.829586933867662E-7     -1.6127963750351202E-7   -746913.9152173029+703185.6778035288i             9773725.306233617
1.3234889800848443E-23    1.214432030846288E-6     -1.0860767275448962E-7   223315.81176089082+489370.63801289327i            5708998.418968156
1.3234889800848443E-23    9.682376450528536E-7     -1.6514818570509336E-7   -701338.4962069518+1173733.631272602i             1.0425408638546754E7
1.406207041340147E-23     9.726521862409165E-7     -1.6285283285125584E-7   -726467.8083023246+891983.854175275i              1.0089235890119694E7
1.6543612251060553E-24    9.626704923717386E-7     -1.6119038765285642E-7   -749951.3877276983+831838.4770439233i             9893804.528377322
1.6543612251060553E-24    9.754909361905512E-7     -1.5889962744497584E-7   -674125.1234053613+848728.22214972i               9599045.061292728
8.271806125530277E-25     9.387796828040267E-7     -1.92233150566557E-7     -1037417.7964543678+897798.8420259594i            1.1824804003803665E7
6.6174449004242214E-24    8.550869066977325E-7     -3.054656588009247E-8    -255289.4021571483+215841.9693279506i             2862359.0200991044
-6.6174449004242214E-24   7.891679577345008E-7     -7.479479087737868E-8    -779658.7992610045-127349.62386785327i            5290280.397884119
1.3234889800848443E-23    7.97048117412347E-7      -6.302097202391355E-9    137323.2621365728+353562.2476050132i              3015770.8642746178
6.6174449004242214E-24    7.520580860383995E-7     -1.3288742342409566E-8   27639.997501467416+162256.23874583968i            2623260.0730286483
0                         7.054127686436632E-7     -1.0157113773708578E-7   -1017012.9684402158+222088.15904842218i           6663731.089395542
3.3087224502121107E-24    5.052561387145081E-7     -2.446466948904555E-7    -2002729.2081496357-616802.6371679262i            1.176274712584013E7
0                         6.247238596707543E-7     -2.5434599037638164E-7   -2266701.6770402226+232890.41471907168i           1.3296646162871467E7
0                         5.214366592560964E-7     -3.381466525268136E-7    -2372828.920583615-670650.8348081937i             1.3998436852582589E7
-1.6543612251060553E-24   6.30222716919134E-7      -2.3418625134157275E-7   -2148757.289587292-54558.39387082134i             1.2655692889092093E7
6.6174449004242214E-24    5.576046715284379E-7     -1.2432629581684775E-7   -1277695.9885645485-383496.44482315687i           7555726.74780128
0                         5.49458049142369E-7      -5.2424835329014184E-8   -416103.11205640214+488073.2777620604i            4806716.548404202
-1.6543612251060553E-24   6.772966468641454E-7     -1.1254496970161925E-7   -1076632.810154535+168081.85382270603i            7286671.24911356
0                         7.589645985661259E-7     -1.6652353284211032E-7   -1199887.239047327+775939.4587108551i             1.0580343349987939E7
0                         7.894428415806573E-7     -2.946914164752046E-7    -2126021.688663092+712856.0245834241i             1.6237855475699876E7
-1.6543612251060553E-24   6.480993456055181E-7     -2.4946320709047333E-7   -2154896.305447413+68828.37490869318i             1.3249654807365915E7
1.6543612251060553E-24    6.929039943739884E-7     -1.2131650012357304E-7   -1079456.7411902852+316422.52355901536i           7773277.687416653
1.6543612251060553E-24    6.387782450892036E-7     -2.640761444177972E-7    -2254074.7518953905+212618.32694353542i           1.3792160762559127E7
0                         7.742683920110035E-7     -3.156157027512449E-7    -2252589.365513371+914692.0538134321i             1.6710059591348816E7
-3.3087224502121107E-24   5.495370825295924E-7     -3.5901745045618887E-7   -2419610.0290231486-509503.47187729116i           1.4553130719432414E7
0                         8.518735131742949E-7     -4.457236684465528E-7    -1920404.7194092257+1301342.8514077354i           1.881320966339812E7
0                         8.064277864561567E-7     -3.349980882823954E-7    -2112933.7572419625+878987.6967013715i            1.7388891148436334E7
-3.3087224502121107E-24   4.3658923736319153E-7    2.472402499771893E-7     2716210.5321972636-554011.6414427715i             1.1292392789802404E7
0                         4.0481067694876277E-7    2.5753493727551003E-7    2541541.4338657307+594000.882861992i              1.2370568064876057E7
0                         4.0481067694876277E-7    2.0714308067700738E-7    2691990.606248641-649081.0011996198i              1.0603581529594533E7
-2.6469779601696886E-23   7.245654816930181E-7     6.376431187878918E-8     575934.0222843935-238621.61151383314i             5008586.637322961
0                         6.930442476933175E-7     5.100816087261462E-8     418555.2553111746-310212.1100273365i              4518749.731383403
1.6543612251060553E-24    6.926043182087825E-7     -8.272410280721334E-8    -914958.5741572345+81505.96949181968i             6975808.211833958
0                         4.048106769487628E-7     2.79063042588469E-7      2806987.3594703553+39744.5043359542i              1.286644201449896E7
