% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 1 2026, 11:45
% Dimension:          3
% Nodes:              305
% Expressions:        2
% Description:        Electric field, y-component, Electric field norm
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=1.4E-11                    ewfd.normE (V/m) @ lambda=1.4E-11
-3.3087224502121107E-24   3.11640147700064E-7      -1.1976618988071797E-8   6916132.305097232-2584466.4334942363i             8080298.61077271
8.271806125530277E-25     3.251713317899763E-7     -4.5402139950156244E-8   7126628.791547712-1761075.2292048538i             7686104.164830207
3.3087224502121107E-24    3.341587528859366E-7     2.3248404524220318E-23   6960326.333520544-2264787.685474781i              7907534.063957081
3.3087224502121107E-24    2.1377803373446657E-7    -8.98969548131277E-8     7033111.582896238-1519255.9737780043i             8035841.313911977
3.3087224502121107E-24    2.873933361043472E-7     -1.114077343861201E-7    6719449.2024127515-554343.1861472208i             8947909.225326438
0                         3.182396563385692E-7     -6.343381124083152E-8    7211614.58268214-1438898.4164130408i              7845684.12360751
-1.6543612251060553E-24   1.99411942363288E-7      -1.1418858509067949E-7   7067170.156845731-428963.3543413786i              8209589.340467182
0                         2.1845653395423077E-7    -1.6518554386307116E-7   6117277.068790851+2177687.3775995043i             9761546.847309861
3.3087224502121107E-24    2.4663417250518805E-7    -1.4426116112124456E-7   6800410.8315594755+1239933.5511858193i            9045233.121632224
-1.0339757656912846E-25   1.1513907745767914E-7    -2.0461885748524736E-7   6174551.158263431+3120128.0482819695i             8973043.308709139
4.1359030627651384E-25    2.5720174943636357E-7    5.1192065844283316E-8    7149717.031056878-2048516.5001267716i             7771941.570476548
0                         2.538559103127853E-7     5.584570174921412E-8     7167489.005756901-1814579.9771214293i             7780106.209748805
0                         3.24970696555981E-7      5.0869258428683064E-8    7142309.571669014-1564055.5509452382i             7680304.338829237
0                         3.258812924319995E-7     4.569473248067654E-8     7146664.561093986-1568656.0900225034i             7623475.767835338
-3.3087224502121107E-24   2.951442792554136E-7     1.024258598957873E-7     6824620.618490735-981706.1286777636i              8798085.527017307
