% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 1 2026, 12:03
% Dimension:          3
% Nodes:              357
% Expressions:        1
% Description:        Electric field, y-component
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=3E-12
-9.926167350636332E-24    5.4729451025116196E-8    -9.194252576102937E-8    3517009.1810606-1128477.428786648i
3.3087224502121107E-24    2.5498294835954666E-7    -7.02616853346351E-8     900015.2421480133-332126.9210306834i
-8.271806125530277E-25    3.047280241604408E-7     -5.389980015820028E-8    739502.2496994645-278661.1597851439i
3.3087224502121107E-24    2.4262951468959317E-7    -3.3727844817641724E-8   849882.1074159647-303484.29399273044i
-6.6174449004242214E-24   2.842388511482013E-7     -1.143672847943301E-7    1710675.5010802315-658946.9859183795i
8.271806125530277E-25     3.1734974094425616E-7    -6.47178657302182E-8     1000683.8991671153-376836.22500200936i
0                         3.225473848719573E-7     -5.6596895764559517E-8   610922.1606644334-248559.3746975364i
0                         3.0727849354433177E-7    3.716187958667846E-8     -399065.91053410375+150319.52494674487i
4.963083675318166E-24     1.9608915284010443E-7    -8.524725028083092E-8    2469051.169549352-817006.871267127i
-3.3087224502121107E-24   2.3687474334758368E-7    -1.5013343656633706E-7   4226428.232396201-1408021.3219818282i
-1.6543612251060553E-24   1.844986501477195E-7     -9.498502051979598E-8    2523325.733820574-841202.7451076923i
0                         1.8647651061845574E-7    -8.149310160892542E-8    2294563.336509719-767280.7843165884i
0                         3.163330442293183E-7     5.306646607773194E-8     -740464.5084211759+270971.3300344672i
0                         3.2286737959469416E-7    5.579691268901542E-8     -909316.9918424382+319850.4309442342i
-4.1359030627651384E-25   1.9958994130323732E-7    8.707457570639903E-8     -2312526.6576166432+781313.1444765046i
0                         1.127542796764382E-7     1.6015247688143135E-7    -6419310.009094802+1995982.001331659i
6.6174449004242214E-24    1.9077053353123035E-7    1.7843893109443794E-7    -5998505.889694649+1921200.3388474945i
-3.3087224502121107E-24   1.3457131188222352E-7    1.9764746760172172E-7    -7849836.535056237+2439467.600633793i
-6.6174449004242214E-24   9.16313733218809E-8      2.0955171772387743E-7    -1.0175940042314172E7+3029242.830437252i
0                         9.284097861045494E-8     1.6406606081566257E-7    -7470315.163935194+2264144.559862688i
5.293955920339377E-23     0                        2.1799999999999997E-7    -1.1623734345036E7+3372841.3488817248i
0                         1.0110578132682427E-7    1.4502750844500253E-7    -5482848.389827539+1708282.1165111137i
-1.6543612251060553E-24   8.347196322347463E-8     1.468051687236044E-7     -5954482.635368261+1836369.0754069164i
-3.3087224502121107E-24   5.262860403016093E-7     -3.671370149176759E-7    2043461.2693623162-1277845.8772512865i
6.6174449004242214E-24    5.326174360744307E-7     -4.454999999999999E-7    2119208.0447241506-1308542.810648118i
4.963083675318166E-24     4.982054509356383E-7     -4.2188128458714213E-7   2439363.030445766-1448294.7648292172i
-1.6543612251060553E-24   5.895251087508247E-7     -4.454999999999999E-7    1828083.2678270303-1216601.6772594615i
0                         4.406983669550136E-7     -4.454999999999999E-7    3592116.709144534-1858819.27672968i
0                         4.0500000000000004E-7    -3.4694342761748135E-7   3626818.7599374806-1845243.5048865762i
0                         4.0500000000000004E-7    -4.2015684848266105E-7   4163102.0452340636-2051671.5515878568i
-1.6543612251060553E-24   4.6834749517382773E-7    -3.137342389695302E-7    2616382.3190852483-1443676.4141122769i
-3.3087224502121107E-24   4.05E-7                  -3.121866787531193E-7    3600021.415476198-1812407.7848021176i
0                         5.088057071241112E-7     -2.969173048710213E-7    1944266.3413505624-1191989.510025852i
-3.3087224502121107E-24   4.2869941018243406E-7    -2.8124779152571903E-7   2583878.4055046192-1422828.0781499345i
0                         6.305278652133215E-7     -3.967511908904267E-7    1484390.2364631232-1060815.2708426863i
0                         5.213935146841009E-7     -2.9250758040117066E-7   1961932.377172826-1214079.1675767072i
0                         4.0500000000000004E-7    -2.397036580806863E-7    2664239.469882125-1387560.6312548844i
-1.6543612251060553E-24   4.750463203833237E-7     -2.658453244078209E-7    2074395.6377213316-1190793.6630489386i
3.3087224502121107E-24    4.40076569456082E-7      -1.931656489292975E-7    1767541.0654504162-1008163.1085252757i
3.3087224502121107E-24    4.0500000000000004E-7    -2.107337597881088E-7    2162959.744176215-1157082.2338999242i
3.3087224502121107E-24    4.1609298255046795E-7    -2.2640763205390853E-7   2414544.2902883976-1280687.6992861i
-1.6543612251060553E-24   4.0500000000000004E-7    -9.739946361074687E-8    640468.8717825221-430984.93690856843i
0                         4.05E-7                  -1.1714201167276451E-7   951791.8702466505-567733.8974791782i
1.6543612251060553E-24    4.3195813114958147E-7    -1.3077322704547869E-7   1026832.5503580648-620228.0352766846i
-3.3087224502121107E-24   4.05E-7                  -1.3424495614328456E-7   1219447.8587997167-685018.9751662037i
1.9852334701272664E-23    8.212083153451605E-7     -3.1056727163046257E-7   775223.2885395292-852691.1935295012i
-9.926167350636332E-24    8.152787305657055E-7     -3.164486616082703E-7    869016.7784066206-846409.2148242049i
1.9852334701272664E-23    8.21862073429495E-7      -3.227964186944923E-7    825651.9136202277-857175.1671919429i
-2.481541837659083E-24    7.913127097652019E-7     -3.429403134025503E-7    986624.1785152928-854079.3210509131i
3.3087224502121107E-24    8.132164151273462E-7     -3.0889093502113745E-7   845512.8782826224-799244.1642262865i
9.926167350636332E-24     8.074199076255276E-7     -3.1553049877803573E-7   970116.3033492987-812005.6034210322i
0                         6.721607233116906E-7     -4.455E-7                1470160.074575287-1103084.1938883113i
-2.6469779601696886E-23   8.981523529578601E-7     -4.4549999999999996E-7   658309.9321333286-761722.6315065034i
-3.3087224502121107E-24   7.253368457684986E-7     -4.4549999999999996E-7   1286908.7069965277-963008.5083265065i
5.37667398159468E-24      1.215E-6                 8.732574559229382E-9     8424.89013527134+31680.959104107507i
-2.0679515313825692E-25   1.1268959465037E-6       5.227169081700507E-8     -44338.510398405684+122433.76489233393i
9.098986738083304E-24     1.2126376682739553E-6    6.403936259602957E-9     -3526.2525997955895+9287.031318657984i
4.1359030627651384E-24    1.215E-6                 2.4988748140056306E-9    -44605.29456133678+10087.216625048506i
0                         1.2149999999999998E-6    1.6701820046544376E-7    60390.86170127655+330662.97374649567i
0                         1.035904606529041E-6     1.0367114061262876E-7    -106534.73321043176+256144.20686431386i
0                         1.2149999999999998E-6    -4.4549999999999996E-7   -113507.29190798529-664890.1462705662i
6.6174449004242214E-24    9.72699324040614E-7      -3.091343366762282E-7    463215.26862820063-564959.7912575454i
1.3234889800848443E-23    1.0224598881796357E-6    -2.1985295013466604E-7   177132.8048419421-484029.9586724257i
1.9852334701272664E-23    1.0875350022453794E-6    -2.077125204738675E-7    46783.17737804573-488679.4908518203i
-1.3234889800848443E-23   1.2149999999999998E-6    -1.5626287560041607E-7   -147384.63919396137-268333.2361938248i
-1.3234889800848443E-23   9.752735153072758E-7     -2.1907271783560623E-7   269880.43422586867-531993.4465952978i
2.0679515313825692E-24    1.204310246553989E-6     1.348473096341726E-9     11794.720578966244-28398.15412217343i
0                         9.918136933547865E-7     -1.5462488159909355E-7   144360.01389177702-401485.6693496419i
-3.3087224502121107E-24   7.509524380529078E-7     -1.2646894404393406E-7   442834.1730413716-404848.8562721944i
0                         7.555756107920515E-7     -1.3896809380089228E-7   509016.3728477766-425233.6020408876i
-1.6543612251060553E-24   7.361989458559782E-7     -1.3756863109985273E-7   592124.6002940957-468067.3757781528i
-1.6543612251060553E-24   7.646789088745446E-7     -1.0525281056743316E-7   369800.87839546613-351028.0670276274i
-9.926167350636332E-24    7.653409434289764E-7     -1.3735608732262426E-7   491641.7326246157-424155.53899787104i
-1.6543612251060553E-24   7.905652758299973E-7     -1.2802704026114854E-7   384395.07855389-361194.7551413571i
9.926167350636332E-24     6.40923865685546E-7      -2.6855387927708157E-7   1218533.0624448466-864542.1546970785i
1.6543612251060553E-24    5.768927342290918E-7     -2.7810202485500783E-7   1618074.0199210562-1048325.2842027225i
0                         6.30284338872633E-7      -2.427472243185585E-7    1157751.7949761376-848666.3776288606i
1.6543612251060553E-24    6.638786016421364E-7     -3.4144155870584834E-7   1300157.5822318462-943804.9002787208i
9.926167350636332E-24     6.596687504560925E-7     -2.523701309500776E-7    1123697.3023291796-843456.9595721316i
3.3087224502121107E-24    5.743375248037586E-7     -2.162006507261736E-7    1250514.3360069143-850897.3182539407i
-4.963083675318166E-24    7.322560753885223E-7     -1.1570613314772139E-7   457685.8401063179-410423.82817232405i
-3.3087224502121107E-24   4.229476789816154E-7     1.2304930426346377E-7    -1048723.9936106396+617042.0869662703i
0                         4.0499999999999993E-7    1.2843267564053058E-7    -1283664.7311793189+697951.6126228917i
4.963083675318166E-24     4.0500000000000004E-7    1.0483433646592005E-7    -771787.8568853122+478846.87471165834i
0                         4.3006386752658733E-7    4.609342036495255E-9     -53049.14421049056+28425.309568914417i
0                         4.0500000000000004E-7    2.5071177408604445E-8    -292374.99338837975+144473.85667555602i
3.3087224502121107E-24    4.0500000000000004E-7    -1.6658777789044055E-8   184195.86571943414-88150.92396283627i
-1.6543612251060553E-24   5.057475649582711E-7     -7.083858521324827E-8    413231.33745895285-300096.42886071984i
0                         4.937156061610073E-7     -7.612275167876728E-8    525214.4610189094-341589.96999848436i
3.3087224502121107E-24    5.163613659715325E-7     -8.972763520836649E-8    612864.6973833166-385449.56656590034i
0                         5.224906744802441E-7     -7.347205790757949E-8    544124.2458455841-356378.303514543i
0                         5.059971693914353E-7     -8.079731816234046E-8    541981.3104590322-353624.55742210016i
3.3087224502121107E-24    5.036663645851501E-7     -9.883236845865358E-8    771700.4736619524-457831.32696010265i
0                         5.125703033830536E-7     -8.207761118875145E-8    582543.7097333468-374360.7109303913i
0                         4.756426370857559E-7     -1.4761615745927355E-7   1036437.9523575176-643671.881058067i
-3.3087224502121107E-24   4.894059883646249E-7     -1.6776594515051276E-7   1228298.7412829543-773147.5636561025i
0                         5.2041483771261E-7       -2.733237876229981E-7    1785750.4939664477-1090323.758541727i
1.6543612251060553E-24    4.05E-7                  -4.454999999999999E-7    4229822.311250777-2080787.851662012i
0                         1.458331962435541E-7     -2.408062306459975E-8    1382749.2897131818-438679.48847769515i
-4.1359030627651384E-25   2.1038990885193158E-7    7.377294459647265E-8     -1829666.5798815358+632982.1950855677i
-1.6543612251060553E-24   1.9416718692265394E-7    -1.3838956692881505E-8   534994.8846655326-186790.13467497757i
-3.3087224502121107E-24   1.9390047367107988E-7    -7.248552237665454E-8    2152794.726604169-724961.981526217i
-8.271806125530277E-25    1.8036673360092985E-7    -7.978400357287589E-8    2244091.2652609055-751402.4167261885i
8.271806125530277E-25     1.7972923293965396E-7    -5.922009713511576E-8    1707567.934118636-577348.8483829875i
0                         1.7823023133202587E-7    9.106668148712701E-9     -235900.28394657734+90488.47150159607i
-9.926167350636332E-24    4.3091712304994005E-7    1.4965408578099417E-7    -1296352.6970443067+733627.9574250982i
-3.3087224502121107E-24   4.0499999999999993E-7    1.5536809998364214E-7    -1515887.1551011025+832259.5221670117i
1.075334796318936E-23     5.122763828886015E-7     3.016566432580802E-7     -2158363.27490299+1268669.6832835614i
-1.6543612251060553E-24   5.097713876176654E-7     2.962928230099749E-7     -2223512.977868016+1268225.48071101i
-6.6174449004242214E-24   5.126962132280286E-7     2.946232044841032E-7     -2148733.310884906+1256768.6025488726i
6.6174449004242214E-24    5.030217762413025E-7     3.0014579672453795E-7    -2103878.610808146+1233112.9418132934i
-1.6543612251060553E-24   5.023435948197871E-7     2.950052560091472E-7     -2059243.5549788345+1202519.5478297377i
-8.271806125530277E-25    5.010508055561108E-7     2.868242215369731E-7     -2049195.2109624213+1202190.5360974506i
-1.6543612251060553E-24   5.104784209867601E-7     2.879986309620584E-7     -2044045.8796508287+1195924.2378455915i
3.3087224502121107E-24    4.0499999999999993E-7    2.320617872425941E-7     -2459123.9687996167+1295981.4602795409i
-3.3087224502121107E-24   4.05E-7                  2.735652982785125E-7     -2960058.991983941+1529635.2146038387i
-6.6174449004242214E-24   7.191603727256436E-7     1.8384425702366384E-7    -743478.322701821+511169.0966458402i
0                         6.566401525351968E-7     1.3140755295295209E-7    -667891.3582213195+508276.0967089301i
0                         7.551942082376031E-7     7.367322629255253E-8     -291805.3969906702+302578.13564313477i
0                         8.291194103648033E-7     1.9104739296724595E-7    -547781.3310854363+550663.7613941651i
0                         1.0306257635680043E-6    1.074706301271778E-7     -113839.28569812453+273962.47552404454i
-1.6543612251060553E-24   8.609381620105912E-7     2.047652995090036E-7     -521130.8748730153+552965.8272244206i
1.3234889800848443E-23    9.69082694158509E-7      2.6920211458902713E-7    -397213.53995856404+639957.6401797646i
0                         1.2149999999999998E-6    4.4549999999999996E-7    98089.89762541889+606967.0520376177i
1.6543612251060553E-24    5.323948620927943E-7     3.1268441278780743E-7    -1958418.594791004+1202043.2798384195i
0                         9.846450483303935E-7     -4.525712638325865E-8    183768.12158088165-69419.96540324221i
0                         1.031894368243839E-6     1.0149810101139119E-7    -113063.0391044224+233933.05867483126i
1.6543612251060553E-24    8.592174677283653E-7     1.909730770230408E-7     -561170.6318456234+535566.0542257662i
-6.6174449004242214E-24   8.439525938464243E-7     2.3246472173978106E-8    -12029.37653445745+61886.89244482667i
-6.6174449004242214E-24   9.213280352766648E-7     -7.711784241910473E-8    187633.76939781656-196266.39994299144i
0                         7.964552461523533E-7     -2.8655837292582008E-9   17046.394494364253-50703.69262758229i
1.6543612251060553E-24    8.471326139072493E-7     1.8368893397569237E-7    -590502.8727106769+534219.5066356434i
6.6174449004242214E-24    7.316898440905242E-7     -1.1522262200644509E-8   17737.554972036414-78898.9460860107i
-3.3087224502121107E-24   6.217165401723967E-7     8.360856823412926E-8     -492616.625568856+255305.72291099295i
0                         5.980928446312825E-7     -3.2447306999714584E-8   141515.8090696418-145368.67470304336i
0                         4.6038585260233153E-7    2.1063438057859217E-7    -1819629.3970178+1039914.847582725i
-3.3087224502121107E-24   5.788830881781477E-7     1.5849592862598437E-7    -911721.6239894333+635728.2958398828i
3.3087224502121107E-24    5.081361512864311E-7     2.0812796802163802E-7    -1422766.8461973092+883854.2834825544i
3.3087224502121107E-24    5.073661121690562E-7     1.7288797809411122E-7    -1140303.0410772832+767130.869119625i
3.3087224502121107E-24    5.68932418264637E-7      9.220206261200483E-8     -516634.6380771529+342839.5901806514i
-3.3087224502121107E-24   4.978714350483425E-7     6.693244510335123E-8     -506417.10782998847+300774.43583309586i
3.3087224502121107E-24    5.322166986747205E-7     2.8971997978770405E-8    -197094.74490994448+155040.3258178321i
3.3087224502121107E-24    4.873340538782457E-7     3.503827684482583E-8     -133753.73826741704+136893.17880482436i
-3.3087224502121107E-24   4.5796924466501724E-7    5.133081335852132E-8     -300373.8877011649+205613.43577435616i
0                         4.05E-7                  3.3660671764184514E-7    -3525378.4849317595+1802619.338993298i
-3.3087224502121107E-24   4.0499999999999993E-7    3.599381553071932E-7     -3632793.296331191+1847910.343950418i
0                         5.895251087508247E-7     4.455E-7                 -1833609.671131691+1219291.3798247685i
3.3087224502121107E-24    5.326174360744306E-7     4.455E-7                 -2099542.9949710667+1295628.3504093138i
-1.6543612251060553E-24   4.98804510473703E-7      4.2666430989725295E-7    -2489001.598173259+1462476.779271646i
0                         4.406983669550134E-7     4.4549999999999996E-7    -3597136.4464497655+1860482.0681728225i
8.271806125530277E-25     4.0499999999999993E-7    4.2501238309926197E-7    -4140194.849604314+2045530.1001553643i
-6.6174449004242214E-24   1.5220354472666537E-7    8.983143980595564E-8     -2681986.297950398+889592.8875056647i
0                         4.4742000386481485E-8    7.651235828203531E-8     -2891116.7902635857+927544.4034101308i
0                         1.5647318959968855E-7    2.5614712007988648E-8    -1236944.2752323982+400203.86799795926i
-3.3087224502121107E-24   0                        8.104465163018918E-8     -3383118.332569348+1056308.2783702926i
-3.3087224502121107E-24   1.262747717110734E-7     -3.804720076852329E-9    317974.70436661737-105523.59561690132i
-6.6174449004242214E-24   0                        -6.174187176468793E-8    1558501.2951425968-516458.54090182204i
0                         0                        3.595848397815377E-8     -372427.16259888915+124628.07994605845i
0                         1.6125065480234575E-7    5.259751802102495E-9     -281043.6570457195+79877.3534624394i
-1.3234889800848443E-23   6.486507101039389E-7     2.9033332083798283E-7    -1259746.1416759633+912188.8657153405i
-6.6174449004242214E-24   6.004299605272005E-7     2.913854910253725E-7     -1514834.661417152+1014743.6202635916i
3.3087224502121107E-24    6.620545807397854E-7     3.8896320905328457E-7    -1393400.430380805+995263.2686065439i
-1.6543612251060553E-24   8.17518784022675E-7      2.109700810139343E-7     -582702.0301456419+634587.191014563i
3.3087224502121107E-24    5.587293487059081E-7     2.464395181103522E-7     -1561580.7075037044+1022819.7894532226i
3.3087224502121107E-24    6.239825438841986E-7     1.7597682247649222E-7    -919932.9723336172+683302.4292195499i
0                         6.173483705550245E-7     1.1782124918134718E-7    -649407.9354772989+437527.0171863947i
0                         8.484967532180724E-7     2.0097995079794593E-7    -548277.9508733727+540983.6467837561i
-3.3087224502121107E-24   7.076888590887493E-7     4.1399052626569223E-7    -1347501.675602559+955608.4956739063i
-6.6174449004242214E-24   9.416133751560109E-7     3.344897466239036E-7     -462567.2149508778+716571.882449835i
3.3087224502121107E-24    7.253368457684986E-7     4.454999999999999E-7     -1272562.5775726307+1018995.8183331955i
1.3234889800848443E-23    8.981523529578602E-7     4.454999999999999E-7     -638841.265778388+761634.8921037964i
0                         8.529939627817213E-7     2.1376682197985615E-7    -547506.3805751903+540862.3472234318i
0                         6.721607233116907E-7     4.454999999999999E-7     -1455505.271072882+1033506.598513161i
1.6543612251060553E-24    4.05E-7                  4.454999999999999E-7     -4229822.311250781+2080787.8516620286i
-6.6174449004242214E-24   2.842388511482013E-7     -1.143672847943301E-7    -374900.8544272373+74800.31568223693i
0                         3.2723864918696265E-7    -1.1618389509387602E-7   257855.90100256185-128262.06832107887i
8.271806125530277E-25     3.1734974094425616E-7    -6.47178657302182E-8     -650577.5835490327+200521.96439958797i
0                         2.9589792924300793E-7    -1.6529353632223291E-7   1419504.1236949116-529616.486186021i
0                         3.2848136844983233E-7    -1.4549972275350203E-7   954292.5952465633-389057.22231937165i
-3.3087224502121107E-24   3.7267757677020274E-7    2.822401991966959E-9     18757.511089755957-3876.508431243971i
-3.3087224502121107E-24   3.3399999999999995E-7    2.3237673013821025E-23   -8242.638656181858+2847.321905806243i
0                         3.2456485463078355E-7    -4.6565295574875403E-8   -484266.9080471664+162050.8310430636i
0                         3.372072708007166E-7     -4.565449056299681E-8    -324059.13037361985+110804.11169202239i
0                         4.0500000000000004E-7    2.5071177408604445E-8    -37425.125828682685+14164.800340714759i
0                         3.3527326626917976E-7    4.844029866167916E-8     296321.80469692044-105634.18671167971i
0                         3.244222491082903E-7     4.763785119570128E-8     392095.60773912707-130253.72324525571i
3.3087224502121107E-24    4.0500000000000004E-7    -1.6658777789044055E-8   53153.46588228026-12262.938864511234i
0                         3.3781097628247143E-7    -1.0386707252008429E-7   20689.029440600978-36396.68451318862i
-1.6543612251060553E-24   3.73520735760809E-7      -1.1813917207165913E-7   143904.24451173865-83910.05763994582i
-8.271806125530277E-25    3.481432612687642E-7     -7.56723390904528E-8     -106936.4684138892+15090.705715766631i
0                         3.225473848719573E-7     -5.6596895764559517E-8   -684919.5043107129+203345.5504933968i
-3.3087224502121107E-24   1.3053269772374366E-7    -1.9855931543263272E-7   7943977.38603334-2383417.142701058i
0                         1.220780421927859E-7     -2.2273482788497544E-7   8945224.668003758-2661039.276827257i
3.3087224502121107E-24    8.723907557817635E-8     -2.1034770269556345E-7   9259633.835582016-2776136.814110107i
0                         7.448056229228033E-8     -2.7470966566578347E-7   1.288022631068637E7-3659713.7487324513i
-3.3087224502121107E-24   1.8352865659065677E-7    -2.3735387190800953E-7   6609564.613682173-2062332.9628476598i
3.3087224502121107E-24    1.7756394546135606E-7    -2.0335207816822267E-7   4762326.552482618-1527377.6037120204i
6.6174449004242214E-24    1.9534189390177093E-7    -1.762963768526468E-7    3128564.1293766066-1059869.3256763765i
0                         2.059510026061127E-7     -2.12004018437044E-7     5017271.692687572-1620753.394424671i
-3.3087224502121107E-24   2.3687474334758368E-7    -1.5013343656633706E-7   2227502.0430001705-743981.3684333289i
0                         2.809906343574287E-7     -2.0238054224862738E-7   2282492.3447132157-800564.95610739i
0                         2.285285474353789E-7     -1.9109266393329248E-7   3141933.2957982747-1038040.4851835897i
0                         2.4473141976354446E-7    -2.278223636251061E-7    4591245.045074289-1490476.9599000476i
5.293955920339377E-23     0                        -2.1799999999999991E-7   1.1948714301797919E7-3449954.1893400573i
1.6543612251060553E-24    5.989077153941894E-8     -2.9157422525523383E-7   1.4177904603926938E7-3975053.6597306007i
-4.963083675318166E-24    3.486559627778935E-7     1.2183064816546836E-7    -317169.19686452375+157505.48457042527i
-8.271806125530277E-25    3.261520207172293E-7     7.509251767450445E-8     286890.11679984414-86027.56100920723i
-4.963083675318166E-24    3.2438824254503895E-7    1.1696663682194968E-7    -138237.23543857317+87548.5396781276i
0                         3.2286737959469416E-7    5.579691268901542E-8     812145.286756795-256358.80465091532i
3.3087224502121107E-24    2.825435534890409E-7     1.1588092171619638E-7    -170394.90522178766+89170.04679486278i
0                         3.163900648998948E-7     6.520876694083002E-8     952272.2488270674-289178.65303609776i
6.6174449004242214E-24    2.731387494325709E-7     1.6045824761512003E-7    -2060434.9100952125+713631.2599833749i
0                         2.40118382919569E-7      1.821382005347734E-7     -2491520.9414682807+871332.2453731038i
0                         2.417815675611352E-7     1.4694938582000425E-7    -160266.9062774738+149405.17305987078i
0                         2.7142591451613846E-7    1.9693099311231565E-7    -2611163.788894892+896211.0599113675i
6.6174449004242214E-24    1.9077053353123035E-7    1.7843893109443794E-7    -4313524.334550559+1381035.7832141276i
3.3087224502121107E-24    1.827670275842819E-7     2.2393899650834713E-7    -6203095.987562145+1914018.3577290159i
-3.3087224502121107E-24   1.3457131188222352E-7    1.9764746760172172E-7    -6592560.8122548405+2052480.7624062332i
0                         2.1705164509244379E-7    2.2419796653180624E-7    -4858782.518037392+1542480.5700046453i
0                         1.528390136559086E-7     2.347632528767295E-7     -8202773.40487551+2444321.787646738i
-6.6174449004242214E-24   9.16313733218809E-8      2.0955171772387743E-7    -9522113.75587395+2831448.4602551702i
-1.6543612251060553E-24   9.53014522433121E-8      2.9921048943762033E-7    -1.27600544199673E7+3626891.130111573i
5.293955920339377E-23     0                        2.1799999999999997E-7    -1.200333547059922E7+3461591.2653685827i
0                         7.831495770055783E-8     3.225805699964696E-7     -1.4489268288517393E7+4052201.4300222252i
3.3087224502121107E-24    1.7942617095072962E-7    2.5903385663126144E-7    -8508759.051636288+2545578.530073433i
-3.3087224502121107E-24   4.05E-7                  -3.121866787531193E-7    833022.5441545174-382158.8602902859i
0                         4.0500000000000004E-7    -3.4694342761748135E-7   1069118.3529720625-480578.1817086457i
-3.3087224502121107E-24   3.8609509271723143E-7    -3.3082506059804267E-7   699253.829382153-344458.92589223746i
0                         3.6651440745773254E-7    -1.6143933001622153E-7   409050.72648169653-192744.59537026327i
-3.3087224502121107E-24   3.7131883893163374E-7    -2.1213537535522666E-7   607295.953470947-273936.4795061182i
3.3087224502121107E-24    4.0500000000000004E-7    -2.107337597881088E-7    628739.9627453645-302152.65366194845i
0                         4.0500000000000004E-7    -2.397036580806863E-7    304310.7567665215-196711.16922878652i
-1.6543612251060553E-24   4.0500000000000004E-7    -9.739946361074687E-8    176313.8504209375-104873.87196305621i
0                         4.05E-7                  -1.1714201167276451E-7   159975.53585788183-104321.17757374901i
-3.3087224502121107E-24   4.05E-7                  -1.3424495614328456E-7   132861.42290159911-102713.51865042312i
0                         3.665707625436965E-7     -3.504214866779362E-7    1500879.279850886-572426.5075217293i
0                         3.089463317645683E-7     -4.0658160224745466E-7   4471853.1431710115-1514296.9093080927i
8.271806125530277E-25     3.8411510713301346E-7    -4.4549999999999985E-7   1726647.3381581728-650925.7823994828i
0                         4.0500000000000004E-7    -4.2015684848266105E-7   610505.3679179625-306375.8656797296i
-6.6174449004242214E-24   3.155028589949371E-7     -4.454999999999999E-7    4423906.411688751-1484533.9740426717i
3.3087224502121107E-24    2.87063175945506E-7      -4.454999999999999E-7    4837370.070091573-1627286.1526692733i
9.926167350636332E-24     2.1722041413852832E-7    -4.454999999999999E-7    9982558.608644644-2964775.460197537i
0                         2.0840315975913164E-7    -4.052084166440978E-7    1.0396424787981248E7-3059486.175527356i
-1.6543612251060553E-24   2.4707677954244353E-7    -4.0559583864461137E-7   7354121.489906344-2288681.1961933137i
6.6174449004242214E-24    1.8381193472561107E-7    -4.454999999999999E-7    1.1112057817082794E7-3278024.957034659i
-1.6543612251060553E-24   3.1589998082376315E-7    -2.9120126283833433E-7   3273821.847357804-1141560.1433889663i
-1.6543612251060553E-24   3.1967893196663337E-7    -2.7490047141194047E-7   3079206.0293962057-1057576.2541915313i
-6.6174449004242214E-24   3.11885486656784E-7      -2.721278519896205E-7    3038508.3935934305-1066879.929592049i
-3.3087224502121107E-24   3.1835704815807105E-7    -2.652917891428765E-7    2938017.567811691-1015980.6951755777i
1.6543612251060553E-24    3.328258745815588E-7     -2.681823842624209E-7    2669797.7996539543-939419.804624917i
0                         3.2215553629419776E-7    -2.5243382297855174E-7   2724916.042020505-960135.0656345779i
-1.6543612251060553E-24   3.043429408055094E-7     -2.6089305079404214E-7   3030539.7708729575-1065400.9310750205i
3.3087224502121107E-24    3.2179985988153985E-7    -1.927950442301918E-7    1626608.535887717-616338.5351584338i
4.1359030627651384E-25    1.0205880176318907E-7    -3.65934549534446E-7     1.5494331442176273E7-4305114.892927505i
