% Model:              omc_unitcell_iso.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jul 1 2026, 12:03
% Dimension:          3
% Nodes:              357
% Expressions:        1
% Description:        Electric field, y-component
% Length unit:        m
% X                       Y                        Z                        ewfd.Ey (V/m) @ lambda=2E-12
0                         4.937156061610073E-7     -7.612275167876728E-8    -1.4147263111514479E7+1.0634285402575761E7i
3.3087224502121107E-24    5.163613659715325E-7     -8.972763520836649E-8    -1.3141123877700273E7+1.0045447986473326E7i
0                         5.224906744802441E-7     -7.347205790757949E-8    -1.2962993766213859E7+9999038.373624789i
0                         5.059971693914353E-7     -8.079731816234046E-8    -1.3815311741947401E7+1.0454344187658232E7i
3.3087224502121107E-24    5.036663645851501E-7     -9.883236845865358E-8    -1.3880024821130717E7+1.0399333141769467E7i
0                         5.125703033830536E-7     -8.207761118875145E-8    -1.3565603989224445E7+1.0319997659694659E7i
0                         4.756426370857559E-7     -1.4761615745927355E-7   -1.4766008229149595E7+1.0695149181984795E7i
-3.3087224502121107E-24   4.894059883646249E-7     -1.6776594515051276E-7   -1.3626719238075826E7+9908361.731538724i
0                         5.2041483771261E-7       -2.733237876229981E-7    -8903019.469781388+6479972.0723004695i
1.6543612251060553E-24    4.05E-7                  -4.454999999999999E-7    -48944.759288999936+25068.763903838826i
0                         1.458331962435541E-7     -2.408062306459975E-8    -2.3302247785777733E7+1.191722867381357E7i
-4.1359030627651384E-25   2.1038990885193158E-7    7.377294459647265E-8     -2.1356503108120777E7+1.1167481434882022E7i
-1.6543612251060553E-24   1.9416718692265394E-7    -1.3838956692881505E-8   -2.1659012931644022E7+1.135653674566724E7i
-3.3087224502121107E-24   1.9390047367107988E-7    -7.248552237665454E-8    -2.2040424413715504E7+1.140841941613198E7i
-8.271806125530277E-25    1.8036673360092985E-7    -7.978400357287589E-8    -2.2991385917803846E7+1.1720669827504009E7i
8.271806125530277E-25     1.7972923293965396E-7    -5.922009713511576E-8    -2.26137660049804E7+1.1625811845617032E7i
0                         1.7823023133202587E-7    9.106668148712701E-9     -2.2096679372971024E7+1.1536868393914336E7i
-9.926167350636332E-24    4.3091712304994005E-7    1.4965408578099417E-7    -1.7194679898698114E7+1.1883857941596309E7i
-3.3087224502121107E-24   4.0499999999999993E-7    1.5536809998364214E-7    -1.8894645299605772E7+1.2722438088097947E7i
1.075334796318936E-23     5.122763828886015E-7     3.016566432580802E-7     -8385845.0572681995+5921443.013981556i
-1.6543612251060553E-24   5.097713876176654E-7     2.962928230099749E-7     -9007248.966437016+6302708.7532645175i
-6.6174449004242214E-24   5.126962132280286E-7     2.946232044841032E-7     -8506081.023681616+6082902.742795465i
6.6174449004242214E-24    5.030217762413025E-7     3.0014579672453795E-7    -9199399.324400043+6332561.612651147i
-1.6543612251060553E-24   5.023435948197871E-7     2.950052560091472E-7     -9048868.295959467+6326219.381035648i
-8.271806125530277E-25    5.010508055561108E-7     2.868242215369731E-7     -9504433.88342821+6642323.027085482i
-1.6543612251060553E-24   5.104784209867601E-7     2.879986309620584E-7     -8876563.327605942+6320810.035083863i
3.3087224502121107E-24    4.0499999999999993E-7    2.320617872425941E-7     -1.7393908643293872E7+1.1276842871260604E7i
-3.3087224502121107E-24   4.05E-7                  2.735652982785125E-7     -1.5233374629856851E7+9688049.418753415i
-6.6174449004242214E-24   7.191603727256436E-7     1.8384425702366384E-7    -5639633.079175403+5534923.570286655i
0                         6.566401525351968E-7     1.3140755295295209E-7    -8221067.504514201+7248808.129111973i
0                         7.551942082376031E-7     7.367322629255253E-8     -6132629.159055057+6364710.120480749i
0                         8.291194103648033E-7     1.9104739296724595E-7    -3850970.1721530394+4623708.149714554i
0                         1.0306257635680043E-6    1.074706301271778E-7     -1427777.83349581+4163691.5161889694i
-1.6543612251060553E-24   8.609381620105912E-7     2.047652995090036E-7     -3272201.9563744375+4263134.032085178i
1.3234889800848443E-23    9.69082694158509E-7      2.6920211458902713E-7    -1230022.642593359+2751169.119524721i
0                         1.2149999999999998E-6    4.4549999999999996E-7    264307.19239871827-22358.484389050354i
1.6543612251060553E-24    5.323948620927943E-7     3.1268441278780743E-7    -6870110.462906724+5039414.9619038785i
0                         9.846450483303935E-7     -4.525712638325865E-8    -2078471.1717806472+4475122.7175075095i
0                         1.031894368243839E-6     1.0149810101139119E-7    -1411397.452119449+4120030.0543330894i
1.6543612251060553E-24    8.592174677283653E-7     1.909730770230408E-7     -3564962.8527048132+4527734.272227128i
-6.6174449004242214E-24   8.439525938464243E-7     2.3246472173978106E-8    -4508601.314782405+5730067.8208067715i
-6.6174449004242214E-24   9.213280352766648E-7     -7.711784241910473E-8    -3084926.9729423686+4976642.017934062i
0                         7.964552461523533E-7     -2.8655837292582008E-9   -5402714.847100048+6187690.193327111i
1.6543612251060553E-24    8.471326139072493E-7     1.8368893397569237E-7    -3640400.8937767437+4559304.209969726i
6.6174449004242214E-24    7.316898440905242E-7     -1.1522262200644509E-8   -6895915.382361544+6928243.580055131i
-3.3087224502121107E-24   6.217165401723967E-7     8.360856823412926E-8     -9259958.13842001+7892149.196445835i
0                         5.980928446312825E-7     -3.2447306999714584E-8   -1.0258045306674423E7+8675509.371917477i
0                         4.6038585260233153E-7    2.1063438057859217E-7    -1.4716748346492996E7+1.0109721250813577E7i
-3.3087224502121107E-24   5.788830881781477E-7     1.5849592862598437E-7    -1.0188062254180884E7+8089146.057990143i
3.3087224502121107E-24    5.081361512864311E-7     2.0812796802163802E-7    -1.183093952813188E7+8644948.786013028i
3.3087224502121107E-24    5.073661121690562E-7     1.7288797809411122E-7    -1.2452607266233586E7+9226225.369285846i
3.3087224502121107E-24    5.68932418264637E-7      9.220206261200483E-8     -1.1274941718668489E7+9022596.620742865i
-3.3087224502121107E-24   4.978714350483425E-7     6.693244510335123E-8     -1.382970442531324E7+1.0528894419588765E7i
3.3087224502121107E-24    5.322166986747205E-7     2.8971997978770405E-8    -1.2781302590005772E7+1.0005970197711097E7i
3.3087224502121107E-24    4.873340538782457E-7     3.503827684482583E-8     -1.4343018441768244E7+1.0872589947097853E7i
-3.3087224502121107E-24   4.5796924466501724E-7    5.133081335852132E-8     -1.548600407309504E7+1.1461554141241124E7i
0                         4.05E-7                  3.3660671764184514E-7    -1.1295662871649845E7+6932669.380712675i
-3.3087224502121107E-24   4.0499999999999993E-7    3.599381553071932E-7     -8758825.85943385+5396653.64807948i
0                         5.895251087508247E-7     4.455E-7                 6114.980451325511-4647.035199851225i
3.3087224502121107E-24    5.326174360744306E-7     4.455E-7                 311766.35697454-152323.351051827i
-1.6543612251060553E-24   4.98804510473703E-7      4.2666430989725295E-7    -1484752.0799163217+982017.6181253877i
0                         4.406983669550134E-7     4.4549999999999996E-7    39479.82864951592-21099.321360582006i
8.271806125530277E-25     4.0499999999999993E-7    4.2501238309926197E-7    -1832919.0934647317+1164522.541278281i
-6.6174449004242214E-24   1.5220354472666537E-7    8.983143980595564E-8     -2.3339479508351825E7+1.186605586305366E7i
0                         4.4742000386481485E-8    7.651235828203531E-8     -2.5110886753973067E7+1.2480895655829947E7i
0                         1.5647318959968855E-7    2.5614712007988648E-8    -2.2969327018434018E7+1.1827249405078227E7i
-3.3087224502121107E-24   0                        8.104465163018918E-8     -2.546318836263153E7+1.2585710274545347E7i
-3.3087224502121107E-24   1.262747717110734E-7     -3.804720076852329E-9    -2.3538262817395143E7+1.205003537822201E7i
-6.6174449004242214E-24   0                        -6.174187176468793E-8    -2.5038575193042148E7+1.2540730283046843E7i
0                         0                        3.595848397815377E-8     -2.5270564865132432E7+1.2600679315951174E7i
0                         1.6125065480234575E-7    5.259751802102495E-9     -2.26652345638155E7+1.1768907074961364E7i
-1.3234889800848443E-23   6.486507101039389E-7     2.9033332083798283E-7    -5185839.782827429+4433234.52052521i
-6.6174449004242214E-24   6.004299605272005E-7     2.913854910253725E-7     -6041085.21099479+4862937.976976298i
3.3087224502121107E-24    6.620545807397854E-7     3.8896320905328457E-7    -2045987.8778219228+1688158.4282308428i
-1.6543612251060553E-24   8.17518784022675E-7      2.109700810139343E-7     -3847601.0986528927+4447717.61967867i
3.3087224502121107E-24    5.587293487059081E-7     2.464395181103522E-7     -9057236.669313874+6849136.462396212i
3.3087224502121107E-24    6.239825438841986E-7     1.7597682247649222E-7    -8166081.457348823+6865760.710042793i
0                         6.173483705550245E-7     1.1782124918134718E-7    -9265708.85780575+7864847.560293111i
0                         8.484967532180724E-7     2.0097995079794593E-7    -3556089.9574727532+4435151.189244551i
-3.3087224502121107E-24   7.076888590887493E-7     4.1399052626569223E-7    -806227.077985801+767374.4449097402i
-6.6174449004242214E-24   9.416133751560109E-7     3.344897466239036E-7     -1019112.2258595098+1861313.9091187082i
3.3087224502121107E-24    7.253368457684986E-7     4.454999999999999E-7     -247141.1206188933+113466.52832018318i
1.3234889800848443E-23    8.981523529578602E-7     4.454999999999999E-7     70626.69747705068-31009.497478669426i
0                         8.529939627817213E-7     2.1376682197985615E-7    -3388583.1898933426+4224760.392467889i
0                         6.721607233116907E-7     4.454999999999999E-7     -166083.3731458959+90034.0699748409i
1.6543612251060553E-24    4.05E-7                  4.454999999999999E-7     48944.75928900268-25068.763903840212i
-6.6174449004242214E-24   2.842388511482013E-7     -1.143672847943301E-7    -7082732.69168406+4447873.978562594i
0                         3.2723864918696265E-7    -1.1618389509387602E-7   -6247620.272596667+3794095.736307972i
8.271806125530277E-25     3.1734974094425616E-7    -6.47178657302182E-8     -3222115.629025425+2218272.526599273i
0                         2.9589792924300793E-7    -1.6529353632223291E-7   -9354894.94240807+5242515.956749655i
0                         3.2848136844983233E-7    -1.4549972275350203E-7   -7533962.451373708+4321584.41531103i
-3.3087224502121107E-24   3.7267757677020274E-7    2.822401991966959E-9     -2889818.7621643455+1936781.2370169158i
-3.3087224502121107E-24   3.3399999999999995E-7    2.3237673013821025E-23   -2768138.129932006+1674210.7924599126i
0                         3.2456485463078355E-7    -4.6565295574875403E-8   -3203267.0019427305+1923155.7965518439i
0                         3.372072708007166E-7     -4.565449056299681E-8    -3488625.593840419+2177673.7978482926i
0                         4.0500000000000004E-7    2.5071177408604445E-8    -2726606.0513886623+1993553.858251259i
0                         3.3527326626917976E-7    4.844029866167916E-8     -3458214.5847410336+2161278.6651278157i
0                         3.244222491082903E-7     4.763785119570128E-8     -3311436.5042618318+2000913.7812244643i
3.3087224502121107E-24    4.0500000000000004E-7    -1.6658777789044055E-8   -2812820.4666806273+2045719.549594882i
0                         3.3781097628247143E-7    -1.0386707252008429E-7   -5511158.280768028+3375139.3590801195i
-1.6543612251060553E-24   3.73520735760809E-7      -1.1813917207165913E-7   -4584975.97312836+2908787.6532476605i
-8.271806125530277E-25    3.481432612687642E-7     -7.56723390904528E-8     -4020445.9724254417+2545078.2053002967i
0                         3.225473848719573E-7     -5.6596895764559517E-8   -3638216.7871046523+2300372.0950854933i
-3.3087224502121107E-24   1.3053269772374366E-7    -1.9855931543263272E-7   -2.3638218116717443E7+1.112399644822646E7i
0                         1.220780421927859E-7     -2.2273482788497544E-7   -2.4196114540718343E7+1.1063195323747152E7i
3.3087224502121107E-24    8.723907557817635E-8     -2.1034770269556345E-7   -2.6910558346735E7+1.2209027276147543E7i
0                         7.448056229228033E-8     -2.7470966566578347E-7   -2.3285970363231402E7+1.0094145126106253E7i
-3.3087224502121107E-24   1.8352865659065677E-7    -2.3735387190800953E-7   -1.923030143786754E7+8982390.736311221i
3.3087224502121107E-24    1.7756394546135606E-7    -2.0335207816822267E-7   -1.951794138564594E7+9423924.314394647i
6.6174449004242214E-24    1.9534189390177093E-7    -1.762963768526468E-7    -1.772130645448564E7+9009714.689762536i
0                         2.059510026061127E-7     -2.12004018437044E-7     -1.7308670068397805E7+8485051.409299336i
-3.3087224502121107E-24   2.3687474334758368E-7    -1.5013343656633706E-7   -1.2056270403752767E7+6728138.748645502i
0                         2.809906343574287E-7     -2.0238054224862738E-7   -1.20851225843396E7+6228455.927135101i
0                         2.285285474353789E-7     -1.9109266393329248E-7   -1.515261170996353E7+7758430.803631112i
0                         2.4473141976354446E-7    -2.278223636251061E-7    -1.4699809832944686E7+7227331.013043962i
5.293955920339377E-23     0                        -2.1799999999999991E-7   -2.9644614181784865E7+1.3042579779874498E7i
1.6543612251060553E-24    5.989077153941894E-8     -2.9157422525523383E-7   -2.2476025479293242E7+9597803.638991993i
-4.963083675318166E-24    3.486559627778935E-7     1.2183064816546836E-7    -5502801.669214141+3385704.4468564205i
-8.271806125530277E-25    3.261520207172293E-7     7.509251767450445E-8     -3886590.5371045936+2482362.044190314i
-4.963083675318166E-24    3.2438824254503895E-7    1.1696663682194968E-7    -6321175.340017165+3856652.2752331016i
0                         3.2286737959469416E-7    5.579691268901542E-8     -2946258.8466611044+1921607.659658064i
3.3087224502121107E-24    2.825435534890409E-7     1.1588092171619638E-7    -6921266.582803761+4397715.880271837i
0                         3.163900648998948E-7     6.520876694083002E-8     -2841666.6040061945+2041440.4916143676i
6.6174449004242214E-24    2.731387494325709E-7     1.6045824761512003E-7    -1.0115073766029183E7+5659114.151502215i
0                         2.40118382919569E-7      1.821382005347734E-7     -1.4247925099347118E7+7425248.463466087i
0                         2.417815675611352E-7     1.4694938582000425E-7    -1.1552324768678177E7+6514002.197248408i
0                         2.7142591451613846E-7    1.9693099311231565E-7    -1.2610404091836352E7+6537029.736307823i
6.6174449004242214E-24    1.9077053353123035E-7    1.7843893109443794E-7    -1.797406459014549E7+9119905.231248507i
3.3087224502121107E-24    1.827670275842819E-7     2.2393899650834713E-7    -1.9344348582104143E7+9175732.588561408i
-3.3087224502121107E-24   1.3457131188222352E-7    1.9764746760172172E-7    -2.350489060235023E7+1.1071651097529996E7i
0                         2.1705164509244379E-7    2.2419796653180624E-7    -1.6760940616902566E7+8079141.397764936i
0                         1.528390136559086E-7     2.347632528767295E-7     -2.153069052109601E7+9887648.594592417i
-6.6174449004242214E-24   9.16313733218809E-8      2.0955171772387743E-7    -2.6656185354427736E7+1.2121452878822127E7i
-1.6543612251060553E-24   9.53014522433121E-8      2.9921048943762033E-7    -1.965356776977525E7+8519806.321838966i
5.293955920339377E-23     0                        2.1799999999999997E-7    -2.9547428183837723E7+1.299958378638834E7i
0                         7.831495770055783E-8     3.225805699964696E-7     -1.814507651373175E7+7699895.285585749i
3.3087224502121107E-24    1.7942617095072962E-7    2.5903385663126144E-7    -1.866530269329457E7+8552479.471355915i
-3.3087224502121107E-24   4.05E-7                  -3.121866787531193E-7    -2174590.5663327435+1341701.0376010097i
0                         4.0500000000000004E-7    -3.4694342761748135E-7   -1851466.1080962413+1126443.8002892204i
-3.3087224502121107E-24   3.8609509271723143E-7    -3.3082506059804267E-7   -3328557.105309258+1817630.0742660079i
0                         3.6651440745773254E-7    -1.6143933001622153E-7   -5333639.7339329645+3181152.042950831i
-3.3087224502121107E-24   3.7131883893163374E-7    -2.1213537535522666E-7   -5751196.603053324+3271203.028903787i
3.3087224502121107E-24    4.0500000000000004E-7    -2.107337597881088E-7    -3379460.4725172757+2144374.10705829i
0                         4.0500000000000004E-7    -2.397036580806863E-7    -3158270.231285183+2001486.1006301835i
-1.6543612251060553E-24   4.0500000000000004E-7    -9.739946361074687E-8    -3295319.754716778+2295612.9036058714i
0                         4.05E-7                  -1.1714201167276451E-7   -3156252.288712496+2216219.39921865i
-3.3087224502121107E-24   4.05E-7                  -1.3424495614328456E-7   -3245769.6261698455+2223794.644412939i
0                         3.665707625436965E-7     -3.504214866779362E-7    -3513109.276154104+1832393.8460174622i
0                         3.089463317645683E-7     -4.0658160224745466E-7   -2665938.9119747905+1268148.949218164i
8.271806125530277E-25     3.8411510713301346E-7    -4.4549999999999985E-7   101549.9626986921-56869.2472299162i
0                         4.0500000000000004E-7    -4.2015684848266105E-7   -334057.2341557892+214683.68061175253i
-6.6174449004242214E-24   3.155028589949371E-7     -4.454999999999999E-7    -54639.26381808019+29884.482629490347i
3.3087224502121107E-24    2.87063175945506E-7      -4.454999999999999E-7    90976.62368095333-40486.411759803814i
9.926167350636332E-24     2.1722041413852832E-7    -4.454999999999999E-7    -11511.222159851044+6161.990359279724i
